line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,175552.336328,1,10,1448,37648,192.168.88.253,34512,496,,loss_recovery,
2,175552.336583,2,5,4344,43440,192.168.88.253,34512,241,,congestion_avoidance,
3,175552.337869,15,10,57920,117288,192.168.88.253,34512,235,,loss_recovery,
4,175552.338220,17,6,70952,130320,192.168.88.253,34512,139,,congestion_avoidance,
5,175552.339000,30,10,111496,182448,192.168.88.253,34512,152,,loss_recovery,
6,175552.339284,34,5,124528,195480,192.168.88.253,34512,160,,congestion_avoidance,
7,175552.339961,52,10,172312,249056,192.168.88.253,34512,116,,loss_recovery,
8,175552.340117,56,5,182448,259192,192.168.88.253,34512,118,,congestion_avoidance,
9,175552.340803,74,10,228784,314216,192.168.88.253,34512,176,,loss_recovery,
10,175552.340962,78,5,240368,324352,192.168.88.253,34512,103,,congestion_avoidance,
11,175552.341716,100,10,296840,386616,192.168.88.253,34512,132,,congestion_avoidance,
12,175552.341765,102,11,304080,393856,192.168.88.253,34512,128,,loss_recovery,
13,175552.341911,105,5,312768,403992,192.168.88.253,34512,98,,congestion_avoidance,
14,175552.342582,124,10,359104,473496,192.168.88.253,34512,141,,loss_recovery,
15,175552.342758,128,5,370688,483632,192.168.88.253,34512,113,,congestion_avoidance,
16,175552.343449,146,10,419920,540104,192.168.88.253,34512,145,,loss_recovery,
17,175552.343597,150,5,430056,550240,192.168.88.253,34512,103,,congestion_avoidance,
18,175552.344378,165,10,476392,612504,192.168.88.253,34512,135,,loss_recovery,
19,175552.344568,169,5,487976,622640,192.168.88.253,34512,116,,congestion_avoidance,
20,175552.345300,188,10,538656,679112,192.168.88.253,34512,127,,loss_recovery,
21,175552.345487,191,5,547344,689248,192.168.88.253,34512,141,,congestion_avoidance,
22,175552.345882,200,8,570512,715312,192.168.88.253,34512,117,,congestion_avoidance,
23,175552.346190,209,10,596576,744272,192.168.88.253,34512,123,,loss_recovery,
24,175552.346341,212,5,605264,754408,192.168.88.253,34512,117,,congestion_avoidance,
25,175552.347010,232,10,654496,810880,192.168.88.253,34512,101,,loss_recovery,
26,175552.347175,236,5,664632,821016,192.168.88.253,34512,113,,congestion_avoidance,
27,175552.347948,255,10,719656,883280,192.168.88.253,34512,110,,loss_recovery,
28,175552.348117,258,5,729792,893416,192.168.88.253,34512,120,,congestion_avoidance,
29,175552.348777,278,10,776128,962920,192.168.88.253,34512,137,,loss_recovery,
30,175552.348955,282,5,787712,973056,192.168.88.253,34512,111,,congestion_avoidance,
31,175552.349586,300,10,835496,1028080,192.168.88.253,34512,114,,congestion_avoidance,
32,175552.349645,302,10,841288,1035320,192.168.88.253,34512,125,,loss_recovery,
33,175552.349799,306,5,852872,1045456,192.168.88.253,34512,105,,congestion_avoidance,
34,175552.350415,325,10,902104,1101928,192.168.88.253,34512,109,,loss_recovery,
35,175552.350579,329,5,912240,1112064,192.168.88.253,34512,114,,congestion_avoidance,
36,175552.351324,352,10,973056,1180120,192.168.88.253,34512,87,,loss_recovery,
37,175552.351492,356,5,983192,1190256,192.168.88.253,34512,115,,congestion_avoidance,
38,175552.352194,374,10,1035320,1246728,192.168.88.253,34512,105,,loss_recovery,
39,175552.352347,377,5,1042560,1256864,192.168.88.253,34512,115,,congestion_avoidance,
