# R_arrival samples from kprobe:tbf_enqueue
# interval_seconds=0.001000000
timestamp,interval_seconds,bytes,packets,r_arrival_mbit
# bpftrace: Attaching 2 probes...
1780962226.840433,0.000986224,0,0,0.000000
1780962226.840527,0.000999971,0,0,0.000000
1780962226.840545,0.001000921,0,0,0.000000
1780962226.840563,0.000998955,0,0,0.000000
1780962226.840580,0.000999943,0,0,0.000000
1780962226.840596,0.001000019,0,0,0.000000
1780962226.840611,0.001000250,0,0,0.000000
1780962226.840627,0.001011351,0,0,0.000000
1780962226.840644,0.001000155,0,0,0.000000
1780962226.840658,0.000990802,0,0,0.000000
1780962226.840672,0.000997649,0,0,0.000000
1780962226.840686,0.001011649,0,0,0.000000
1780962226.840700,0.000993193,0,0,0.000000
1780962226.840714,0.001000484,0,0,0.000000
1780962226.840730,0.001001863,0,0,0.000000
1780962226.840747,0.000998402,0,0,0.000000
1780962226.840762,0.001005816,0,0,0.000000
1780962226.840776,0.000988404,0,0,0.000000
1780962226.840790,0.001008538,0,0,0.000000
1780962226.840806,0.000994599,0,0,0.000000
1780962226.840830,0.001003281,0,0,0.000000
1780962226.840849,0.000993973,0,0,0.000000
1780962226.840863,0.001013911,0,0,0.000000
1780962226.840880,0.000998193,0,0,0.000000
1780962226.840896,0.000992149,0,0,0.000000
1780962226.840909,0.001001836,0,0,0.000000
1780962226.840923,0.000994979,0,0,0.000000
1780962226.840936,0.000999539,0,0,0.000000
1780962226.840959,0.000999265,0,0,0.000000
1780962226.840974,0.000999717,0,0,0.000000
1780962226.840988,0.001008883,0,0,0.000000
1780962226.841001,0.000995670,0,0,0.000000
1780962226.841014,0.000996925,0,0,0.000000
1780962226.841028,0.000999837,0,0,0.000000
1780962226.841041,0.000998884,0,0,0.000000
1780962226.841058,0.001009171,0,0,0.000000
1780962226.841079,0.000990544,0,0,0.000000
1780962226.841094,0.001009673,0,0,0.000000
1780962226.841109,0.000998226,0,0,0.000000
1780962226.841122,0.000992022,0,0,0.000000
1780962226.841136,0.001008573,0,0,0.000000
1780962226.841149,0.000999261,0,0,0.000000
1780962226.841165,0.001007461,0,0,0.000000
1780962226.841182,0.000984721,0,0,0.000000
1780962226.841197,0.001001554,0,0,0.000000
1780962226.841211,0.000998559,0,0,0.000000
1780962226.841224,0.001001314,0,0,0.000000
1780962226.841238,0.001008327,0,0,0.000000
1780962226.841251,0.001003834,0,0,0.000000
1780962226.841267,0.000994737,0,0,0.000000
1780962226.841290,0.000997247,0,0,0.000000
1780962226.842134,0.001015058,0,0,0.000000
1780962226.843161,0.000984751,0,0,0.000000
1780962226.844161,0.001000617,0,0,0.000000
1780962226.845163,0.001004375,0,0,0.000000
1780962226.846148,0.000997688,0,0,0.000000
1780962226.847132,0.001000706,0,0,0.000000
1780962226.848142,0.000997074,0,0,0.000000
1780962226.849164,0.001004113,0,0,0.000000
1780962226.850167,0.000997374,0,0,0.000000
1780962226.851161,0.000998293,0,0,0.000000
1780962226.852160,0.001001741,0,0,0.000000
1780962226.853142,0.000998071,0,0,0.000000
1780962226.854150,0.001006862,0,0,0.000000
1780962226.855166,0.000997806,0,0,0.000000
1780962226.856170,0.001002956,0,0,0.000000
1780962226.857160,0.000993753,0,0,0.000000
1780962226.858139,0.000998597,0,0,0.000000
1780962226.859172,0.001007003,0,0,0.000000
1780962226.860162,0.000993024,0,0,0.000000
1780962226.861164,0.001001688,0,0,0.000000
1780962226.862164,0.001002977,0,0,0.000000
1780962226.863163,0.001007689,0,0,0.000000
1780962226.864165,0.000987789,0,0,0.000000
1780962226.865174,0.001011210,154,1,1.218342
1780962226.866164,0.000989434,0,0,0.000000
1780962226.867177,0.001004524,68452,6,545.149743
1780962226.868181,0.001007697,116500,10,924.881189
1780962226.869172,0.000997269,109260,10,876.473650
1780962226.870162,0.000991092,122292,10,987.129348
1780962226.871186,0.001010168,95176,16,753.743932
1780962226.872255,0.000988979,105114,13,850.282969
1780962226.873175,0.001006369,112222,11,892.094252
1780962226.874152,0.001001701,131046,11,1046.587754
1780962226.875473,0.001001471,107746,9,860.701907
1780962226.876179,0.000992682,104982,11,846.047375
1780962226.877158,0.001003994,112288,12,894.730447
1780962226.878175,0.000998628,120910,11,968.608931
1780962226.879197,0.001009334,132494,11,1050.149901
1780962226.880243,0.000997784,94900,12,760.886124
1780962226.881338,0.000991435,106430,11,858.795584
1780962226.882166,0.001005024,128282,13,1021.125864
1780962226.883277,0.000996770,123910,11,994.492210
1780962226.884366,0.000995836,113538,9,912.101993
1780962226.885222,0.001011078,129466,9,1024.379919
1780962226.886203,0.000988161,88988,10,720.433209
1780962226.887236,0.000999820,102020,10,816.306935
1780962226.888203,0.001003646,126768,12,1010.459863
1780962226.889180,0.001003440,114986,9,916.734434
1780962226.890249,0.001000056,117882,9,943.003192
1780962226.891274,0.000997752,94846,11,760.477554
1780962226.892209,0.000996104,118014,11,947.804647
1780962226.893370,0.001004834,129664,12,1032.321757
1780962226.894231,0.001002807,120844,10,964.045923
