[646004.226798] TCP: my_cca: seq=109546 cwnd=34 rtt=225 bytes_acked=1073741830 bytes_sent=1088359389 phase=slow_start Destination: 192.168.88.253:54576
[646062.004095] TCP: my_cca: seq=1 cwnd=10 rtt=346 bytes_acked=7240 bytes_sent=14480 phase=slow_start Destination: 192.168.88.253:39700
[646062.009512] TCP: my_cca: seq=100 cwnd=8 rtt=302 bytes_acked=214304 bytes_sent=224440 phase=slow_start Destination: 192.168.88.253:39700
[646062.014891] TCP: my_cca: seq=200 cwnd=8 rtt=296 bytes_acked=375032 bytes_sent=382272 phase=slow_start Destination: 192.168.88.253:39700
[646062.019938] TCP: my_cca: seq=300 cwnd=8 rtt=301 bytes_acked=527072 bytes_sent=534312 phase=slow_start Destination: 192.168.88.253:39700
[646062.025070] TCP: my_cca: seq=400 cwnd=8 rtt=307 bytes_acked=680560 bytes_sent=689248 phase=slow_start Destination: 192.168.88.253:39700
[646062.033018] TCP: my_cca: seq=500 cwnd=8 rtt=381 bytes_acked=916584 bytes_sent=925272 phase=slow_start Destination: 192.168.88.253:39700
[646062.041830] TCP: my_cca: seq=600 cwnd=8 rtt=367 bytes_acked=1180120 bytes_sent=1190256 phase=slow_start Destination: 192.168.88.253:39700
[646062.051482] TCP: my_cca: seq=700 cwnd=8 rtt=365 bytes_acked=1469720 bytes_sent=1479856 phase=slow_start Destination: 192.168.88.253:39700
[646062.061036] TCP: my_cca: seq=800 cwnd=8 rtt=399 bytes_acked=1753528 bytes_sent=1759320 phase=slow_start Destination: 192.168.88.253:39700
[646062.070576] TCP: my_cca: seq=900 cwnd=8 rtt=436 bytes_acked=2038784 bytes_sent=2048920 phase=slow_start Destination: 192.168.88.253:39700
[646062.079118] TCP: my_cca: seq=1000 cwnd=8 rtt=370 bytes_acked=2295080 bytes_sent=2303768 phase=slow_start Destination: 192.168.88.253:39700
[646062.088548] TCP: my_cca: seq=1100 cwnd=8 rtt=382 bytes_acked=2575992 bytes_sent=2581784 phase=slow_start Destination: 192.168.88.253:39700
[646062.097777] TCP: my_cca: seq=1200 cwnd=8 rtt=363 bytes_acked=2851112 bytes_sent=2861248 phase=slow_start Destination: 192.168.88.253:39700
[646062.107789] TCP: my_cca: seq=1300 cwnd=8 rtt=391 bytes_acked=3150848 bytes_sent=3155192 phase=slow_start Destination: 192.168.88.253:39700
[646062.116400] TCP: my_cca: seq=1400 cwnd=8 rtt=295 bytes_acked=3408592 bytes_sent=3417280 phase=slow_start Destination: 192.168.88.253:39700
[646062.126379] TCP: my_cca: seq=1500 cwnd=8 rtt=329 bytes_acked=3705432 bytes_sent=3714120 phase=slow_start Destination: 192.168.88.253:39700
[646062.136404] TCP: my_cca: seq=1600 cwnd=8 rtt=337 bytes_acked=4006616 bytes_sent=4012408 phase=slow_start Destination: 192.168.88.253:39700
[646062.145514] TCP: my_cca: seq=1700 cwnd=8 rtt=326 bytes_acked=4280288 bytes_sent=4286080 phase=slow_start Destination: 192.168.88.253:39700
[646062.154719] TCP: my_cca: seq=1800 cwnd=8 rtt=314 bytes_acked=4555408 bytes_sent=4561200 phase=slow_start Destination: 192.168.88.253:39700
[646062.163637] TCP: my_cca: seq=1900 cwnd=8 rtt=393 bytes_acked=4821840 bytes_sent=4830528 phase=slow_start Destination: 192.168.88.253:39700
[646062.173650] TCP: my_cca: seq=2000 cwnd=8 rtt=307 bytes_acked=5118680 bytes_sent=5127368 phase=slow_start Destination: 192.168.88.253:39700
[646062.182469] TCP: my_cca: seq=2100 cwnd=8 rtt=380 bytes_acked=5382216 bytes_sent=5390904 phase=slow_start Destination: 192.168.88.253:39700
[646062.190946] TCP: my_cca: seq=2200 cwnd=8 rtt=287 bytes_acked=5637064 bytes_sent=5642856 phase=slow_start Destination: 192.168.88.253:39700
