line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
87,333607.620989,1,10,192.168.88.253,42416,187,,slow_start,
88,333607.621929,26,66,192.168.88.253,42416,264,,loss_recovery,
89,333607.622476,62,33,192.168.88.253,42416,277,,congestion_avoidance,
90,333607.622981,100,34,192.168.88.253,42416,330,,congestion_avoidance,
91,333607.624509,200,37,192.168.88.253,42416,451,,congestion_avoidance,
92,333607.625918,300,40,192.168.88.253,42416,437,,congestion_avoidance,
93,333607.627637,400,44,192.168.88.253,42416,467,,congestion_avoidance,
94,333607.631082,500,50,192.168.88.253,42416,556,,congestion_avoidance,
95,333607.634445,600,55,192.168.88.253,42416,598,,congestion_avoidance,
96,333607.637909,700,60,192.168.88.253,42416,592,,congestion_avoidance,
97,333607.641100,800,64,192.168.88.253,42416,648,,congestion_avoidance,
98,333607.663213,1429,66,192.168.88.253,42416,430,,loss_recovery,
99,333607.663774,1447,33,192.168.88.253,42416,327,,congestion_avoidance,
100,333607.665435,1500,37,192.168.88.253,42416,470,,congestion_avoidance,
101,333607.668423,1600,43,192.168.88.253,42416,467,,congestion_avoidance,
102,333607.671548,1700,48,192.168.88.253,42416,463,,congestion_avoidance,
103,333607.674699,1800,53,192.168.88.253,42416,530,,congestion_avoidance,
104,333607.677300,1880,57,192.168.88.253,42416,579,,loss_recovery,
105,333607.677729,1895,28,192.168.88.253,42416,249,,congestion_avoidance,
106,333607.677914,1900,28,192.168.88.253,42416,310,,congestion_avoidance,
107,333607.680977,2000,36,192.168.88.253,42416,318,,congestion_avoidance,
108,333607.683981,2100,42,192.168.88.253,42416,497,,congestion_avoidance,
109,333607.687003,2200,48,192.168.88.253,42416,357,,congestion_avoidance,
110,333607.690138,2300,53,192.168.88.253,42416,609,,congestion_avoidance,
111,333607.693245,2400,57,192.168.88.253,42416,618,,congestion_avoidance,
112,333607.696278,2500,61,192.168.88.253,42416,517,,congestion_avoidance,
113,333607.699508,2600,66,192.168.88.253,42416,617,,congestion_avoidance,
114,333607.702805,2700,66,192.168.88.253,42416,748,,congestion_avoidance,
115,333607.705762,2800,66,192.168.88.253,42416,536,,congestion_avoidance,
116,333607.708829,2900,66,192.168.88.253,42416,700,,congestion_avoidance,
117,333607.712005,3000,66,192.168.88.253,42416,713,,congestion_avoidance,
118,333607.715052,3100,66,192.168.88.253,42416,571,,congestion_avoidance,
119,333607.718119,3200,66,192.168.88.253,42416,728,,congestion_avoidance,
120,333607.721344,3300,66,192.168.88.253,42416,761,,congestion_avoidance,
121,333607.724704,3400,66,192.168.88.253,42416,712,,congestion_avoidance,
122,333607.727927,3500,66,192.168.88.253,42416,728,,congestion_avoidance,
123,333607.731128,3600,66,192.168.88.253,42416,758,,congestion_avoidance,
124,333607.734284,3700,66,192.168.88.253,42416,683,,congestion_avoidance,
125,333607.737592,3800,66,192.168.88.253,42416,709,,congestion_avoidance,
126,333607.741044,3900,66,192.168.88.253,42416,640,,congestion_avoidance,
127,333607.744468,4000,66,192.168.88.253,42416,791,,congestion_avoidance,
128,333607.745748,4036,41,192.168.88.253,42416,405,,fast_retransmit,
129,333607.746442,4068,33,192.168.88.253,42416,349,,congestion_avoidance,
130,333607.747458,4100,35,192.168.88.253,42416,388,,congestion_avoidance,
131,333607.751041,4200,42,192.168.88.253,42416,386,,congestion_avoidance,
132,333607.754703,4300,49,192.168.88.253,42416,564,,congestion_avoidance,
133,333607.758755,4400,55,192.168.88.253,42416,491,,congestion_avoidance,
134,333607.762527,4500,60,192.168.88.253,42416,519,,congestion_avoidance,
135,333607.765751,4600,65,192.168.88.253,42416,729,,congestion_avoidance,
136,333607.769184,4700,66,192.168.88.253,42416,724,,congestion_avoidance,
137,333607.772569,4800,66,192.168.88.253,42416,661,,congestion_avoidance,
138,333607.775926,4900,66,192.168.88.253,42416,579,,congestion_avoidance,
139,333607.779435,5000,66,192.168.88.253,42416,524,,congestion_avoidance,
140,333607.783354,5100,66,192.168.88.253,42416,607,,congestion_avoidance,
141,333607.786800,5200,66,192.168.88.253,42416,613,,congestion_avoidance,
142,333607.790556,5300,66,192.168.88.253,42416,654,,congestion_avoidance,
143,333607.793784,5400,66,192.168.88.253,42416,708,,congestion_avoidance,
144,333607.797569,5500,66,192.168.88.253,42416,488,,congestion_avoidance,
145,333607.800898,5600,66,192.168.88.253,42416,696,,congestion_avoidance,
146,333607.804380,5700,66,192.168.88.253,42416,667,,congestion_avoidance,
147,333607.807697,5800,66,192.168.88.253,42416,596,,congestion_avoidance,
148,333607.808157,5808,66,192.168.88.253,42416,1054,,loss_recovery,
149,333607.808721,5820,33,192.168.88.253,42416,207,,congestion_avoidance,
150,333607.811702,5900,39,192.168.88.253,42416,467,,congestion_avoidance,
151,333607.815161,6000,46,192.168.88.253,42416,485,,congestion_avoidance,
152,333607.818248,6100,51,192.168.88.253,42416,570,,congestion_avoidance,
153,333607.821434,6200,56,192.168.88.253,42416,565,,congestion_avoidance,
154,333607.824665,6300,60,192.168.88.253,42416,677,,congestion_avoidance,
155,333607.827919,6400,65,192.168.88.253,42416,750,,congestion_avoidance,
156,333607.830991,6500,66,192.168.88.253,42416,693,,congestion_avoidance,
