[338615.381036] TCP: my_cca: seq=1 cwnd=10 rtt=483 bytes_acked=7240 bytes_sent=14480 phase=slow_start Destination: 192.168.88.253:57470
[338615.387325] TCP: my_cca: seq=100 cwnd=17 rtt=381 bytes_acked=388064 bytes_sent=402544 phase=slow_start Destination: 192.168.88.253:57470
[338615.392456] TCP: my_cca: seq=200 cwnd=17 rtt=354 bytes_acked=697936 bytes_sent=713864 phase=slow_start Destination: 192.168.88.253:57470
[338615.396512] TCP: my_cca: seq=300 cwnd=17 rtt=289 bytes_acked=935408 bytes_sent=952784 phase=slow_start Destination: 192.168.88.253:57470
[338615.402168] TCP: my_cca: seq=400 cwnd=17 rtt=395 bytes_acked=1274240 bytes_sent=1295960 phase=slow_start Destination: 192.168.88.253:57470
[338615.407693] TCP: my_cca: seq=500 cwnd=17 rtt=348 bytes_acked=1607280 bytes_sent=1620312 phase=slow_start Destination: 192.168.88.253:57470
[338615.413633] TCP: my_cca: seq=600 cwnd=17 rtt=361 bytes_acked=1959144 bytes_sent=1973624 phase=slow_start Destination: 192.168.88.253:57470
[338615.419536] TCP: my_cca: seq=700 cwnd=17 rtt=416 bytes_acked=2311008 bytes_sent=2322592 phase=slow_start Destination: 192.168.88.253:57470
[338615.425966] TCP: my_cca: seq=800 cwnd=17 rtt=343 bytes_acked=2696176 bytes_sent=2717896 phase=slow_start Destination: 192.168.88.253:57470
[338615.431529] TCP: my_cca: seq=900 cwnd=17 rtt=402 bytes_acked=3027768 bytes_sent=3049488 phase=slow_start Destination: 192.168.88.253:57470
[338615.436971] TCP: my_cca: seq=1000 cwnd=17 rtt=428 bytes_acked=3352120 bytes_sent=3370944 phase=slow_start Destination: 192.168.88.253:57470
[338615.443078] TCP: my_cca: seq=1100 cwnd=17 rtt=415 bytes_acked=3717016 bytes_sent=3737288 phase=slow_start Destination: 192.168.88.253:57470
[338615.448887] TCP: my_cca: seq=1200 cwnd=17 rtt=329 bytes_acked=4065984 bytes_sent=4087704 phase=slow_start Destination: 192.168.88.253:57470
[338615.454715] TCP: my_cca: seq=1300 cwnd=17 rtt=439 bytes_acked=4413504 bytes_sent=4432328 phase=slow_start Destination: 192.168.88.253:57470
[338615.460135] TCP: my_cca: seq=1400 cwnd=17 rtt=446 bytes_acked=4730616 bytes_sent=4750888 phase=slow_start Destination: 192.168.88.253:57470
[338615.465730] TCP: my_cca: seq=1500 cwnd=17 rtt=342 bytes_acked=5069448 bytes_sent=5083928 phase=slow_start Destination: 192.168.88.253:57470
[338615.471159] TCP: my_cca: seq=1600 cwnd=17 rtt=357 bytes_acked=5390904 bytes_sent=5403936 phase=slow_start Destination: 192.168.88.253:57470
[338615.476867] TCP: my_cca: seq=1700 cwnd=17 rtt=352 bytes_acked=5735528 bytes_sent=5757248 phase=slow_start Destination: 192.168.88.253:57470
[338615.482837] TCP: my_cca: seq=1800 cwnd=17 rtt=455 bytes_acked=6090288 bytes_sent=6110560 phase=slow_start Destination: 192.168.88.253:57470
[338615.488857] TCP: my_cca: seq=1900 cwnd=17 rtt=355 bytes_acked=6449392 bytes_sent=6465320 phase=slow_start Destination: 192.168.88.253:57470
[338615.494253] TCP: my_cca: seq=2000 cwnd=17 rtt=428 bytes_acked=6772296 bytes_sent=6792568 phase=slow_start Destination: 192.168.88.253:57470
[338615.500142] TCP: my_cca: seq=2100 cwnd=17 rtt=345 bytes_acked=7122712 bytes_sent=7141536 phase=slow_start Destination: 192.168.88.253:57470
[338615.505564] TCP: my_cca: seq=2200 cwnd=17 rtt=400 bytes_acked=7448512 bytes_sent=7468784 phase=slow_start Destination: 192.168.88.253:57470
[338615.511011] TCP: my_cca: seq=2300 cwnd=17 rtt=285 bytes_acked=7774312 bytes_sent=7788792 phase=slow_start Destination: 192.168.88.253:57470
[338615.516722] TCP: my_cca: seq=2400 cwnd=17 rtt=336 bytes_acked=8113144 bytes_sent=8130520 phase=slow_start Destination: 192.168.88.253:57470
[338615.522327] TCP: my_cca: seq=2500 cwnd=17 rtt=452 bytes_acked=8446184 bytes_sent=8466456 phase=slow_start Destination: 192.168.88.253:57470
[338615.528521] TCP: my_cca: seq=2600 cwnd=17 rtt=303 bytes_acked=8812528 bytes_sent=8829904 phase=slow_start Destination: 192.168.88.253:57470
[338615.534017] TCP: my_cca: seq=2700 cwnd=17 rtt=323 bytes_acked=9141224 bytes_sent=9158600 phase=slow_start Destination: 192.168.88.253:57470
[338615.539560] TCP: my_cca: seq=2800 cwnd=17 rtt=314 bytes_acked=9472816 bytes_sent=9491640 phase=slow_start Destination: 192.168.88.253:57470
[338615.544861] TCP: my_cca: seq=2900 cwnd=17 rtt=349 bytes_acked=9794272 bytes_sent=9815992 phase=slow_start Destination: 192.168.88.253:57470
[338615.550646] TCP: my_cca: seq=3000 cwnd=17 rtt=423 bytes_acked=10137448 bytes_sent=10154824 phase=slow_start Destination: 192.168.88.253:57470
[338615.556191] TCP: my_cca: seq=3100 cwnd=17 rtt=372 bytes_acked=10469040 bytes_sent=10489312 phase=slow_start Destination: 192.168.88.253:57470
[338615.561487] TCP: my_cca: seq=3200 cwnd=17 rtt=315 bytes_acked=10786152 bytes_sent=10800632 phase=slow_start Destination: 192.168.88.253:57470
[338615.567115] TCP: my_cca: seq=3300 cwnd=17 rtt=417 bytes_acked=11122088 bytes_sent=11140912 phase=slow_start Destination: 192.168.88.253:57470
[338615.572755] TCP: my_cca: seq=3400 cwnd=17 rtt=317 bytes_acked=11458024 bytes_sent=11475400 phase=slow_start Destination: 192.168.88.253:57470
[338615.577959] TCP: my_cca: seq=3500 cwnd=17 rtt=388 bytes_acked=11770792 bytes_sent=11786720 phase=slow_start Destination: 192.168.88.253:57470
[338615.583969] TCP: my_cca: seq=3600 cwnd=17 rtt=279 bytes_acked=12116864 bytes_sent=12131344 phase=slow_start Destination: 192.168.88.253:57470
[338615.589049] TCP: my_cca: seq=3700 cwnd=17 rtt=404 bytes_acked=12420944 bytes_sent=12442664 phase=slow_start Destination: 192.168.88.253:57470
[338615.594315] TCP: my_cca: seq=3800 cwnd=17 rtt=368 bytes_acked=12733712 bytes_sent=12755432 phase=slow_start Destination: 192.168.88.253:57470
[338615.600040] TCP: my_cca: seq=3900 cwnd=17 rtt=419 bytes_acked=13076888 bytes_sent=13095712 phase=slow_start Destination: 192.168.88.253:57470
[338615.605645] TCP: my_cca: seq=4000 cwnd=17 rtt=374 bytes_acked=13412824 bytes_sent=13430200 phase=slow_start Destination: 192.168.88.253:57470
[338615.611124] TCP: my_cca: seq=4100 cwnd=17 rtt=352 bytes_acked=13741520 bytes_sent=13763240 phase=slow_start Destination: 192.168.88.253:57470
[338615.616885] TCP: my_cca: seq=4200 cwnd=17 rtt=286 bytes_acked=14083248 bytes_sent=14099176 phase=slow_start Destination: 192.168.88.253:57470
[338615.622334] TCP: my_cca: seq=4300 cwnd=17 rtt=329 bytes_acked=14407600 bytes_sent=14426424 phase=slow_start Destination: 192.168.88.253:57470
[338615.627653] TCP: my_cca: seq=4400 cwnd=17 rtt=349 bytes_acked=14727608 bytes_sent=14746432 phase=slow_start Destination: 192.168.88.253:57470
[338615.632856] TCP: my_cca: seq=4500 cwnd=17 rtt=393 bytes_acked=15037480 bytes_sent=15057752 phase=slow_start Destination: 192.168.88.253:57470
