line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,302960.964936,1,10,7240,14480,192.168.88.253,44252,608,,slow_start,
2,302960.982723,100,16,558928,576304,192.168.88.253,44252,871,,slow_start,
3,302961.002583,200,16,1156952,1171432,192.168.88.253,44252,667,,slow_start,
4,302961.023030,300,16,1768008,1789728,192.168.88.253,44252,481,,slow_start,
5,302961.042574,400,16,2347208,2363136,192.168.88.253,44252,746,,slow_start,
6,302961.066854,500,16,3075552,3087136,192.168.88.253,44252,553,,slow_start,
7,302961.093807,600,16,3884984,3896568,192.168.88.253,44252,435,,slow_start,
8,302961.116791,700,16,4569888,4587264,192.168.88.253,44252,581,,slow_start,
9,302961.138727,800,16,5224384,5235968,192.168.88.253,44252,693,,slow_start,
10,302961.163776,900,16,5974448,5986032,192.168.88.253,44252,722,,slow_start,
11,302961.180265,1000,16,6466768,6487040,192.168.88.253,44252,759,,slow_start,
12,302961.201309,1100,16,7095200,7115472,192.168.88.253,44252,761,,slow_start,
13,302961.222165,1200,16,7717840,7729424,192.168.88.253,44252,777,,slow_start,
14,302961.246492,1300,16,8441840,8462112,192.168.88.253,44252,833,,slow_start,
15,302961.269646,1400,16,9132536,9149912,192.168.88.253,44252,749,,slow_start,
16,302961.288541,1500,16,9698704,9720424,192.168.88.253,44252,907,,slow_start,
17,302961.308262,1600,16,10290936,10298176,192.168.88.253,44252,788,,slow_start,
18,302961.327959,1700,16,10874480,10893304,192.168.88.253,44252,627,,slow_start,
19,302961.345173,1800,16,11394312,11407344,192.168.88.253,44252,719,,slow_start,
20,302961.388909,2000,16,12697512,12714888,192.168.88.253,44252,709,,slow_start,
21,302961.417166,2100,16,13540248,13559072,192.168.88.253,44252,528,,slow_start,
22,302961.437075,2200,16,14138272,14149856,192.168.88.253,44252,768,,slow_start,
23,302961.454753,2300,16,14666792,14679824,192.168.88.253,44252,651,,slow_start,
24,302961.475072,2400,16,15273504,15290880,192.168.88.253,44252,863,,slow_start,
25,302961.498063,2500,16,15964200,15975784,192.168.88.253,44252,517,,slow_start,
26,302961.521864,2600,16,16670824,16688200,192.168.88.253,44252,703,,slow_start,
27,302961.546923,2700,16,17423784,17435368,192.168.88.253,44252,696,,slow_start,
28,302961.568700,2800,16,18069592,18088416,192.168.88.253,44252,625,,slow_start,
29,302961.586113,2900,16,18596664,18608248,192.168.88.253,44252,771,,slow_start,
30,302961.613001,3000,16,19398856,19411888,192.168.88.253,44252,529,,slow_start,
31,302961.637509,3100,16,20131544,20135888,192.168.88.253,44252,768,,slow_start,
32,302961.658342,3200,16,20754184,20758528,192.168.88.253,44252,769,,slow_start,
33,302961.681750,3300,16,21455016,21466600,192.168.88.253,44252,581,,slow_start,
34,302961.700063,3400,16,22002360,22015392,192.168.88.253,44252,534,,slow_start,
35,302961.718436,3500,16,22551152,22572872,192.168.88.253,44252,757,,slow_start,
36,302961.739274,3600,16,23169448,23181032,192.168.88.253,44252,884,,slow_start,
