line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,131625.927004,1,10,192.168.88.253,54646,476,,loss_recovery,
2,131625.927142,2,5,192.168.88.253,54646,118,,congestion_avoidance,
3,131625.927161,3,4,192.168.88.253,54646,138,,slow_start,
4,131625.930379,100,4,192.168.88.253,54646,116,,slow_start,
5,131625.933199,200,4,192.168.88.253,54646,108,,slow_start,
6,131625.938314,300,4,192.168.88.253,54646,120,,slow_start,
7,131625.944193,400,4,192.168.88.253,54646,117,,slow_start,
8,131625.950134,500,4,192.168.88.253,54646,121,,slow_start,
9,131625.956077,600,4,192.168.88.253,54646,114,,slow_start,
10,131625.962091,700,4,192.168.88.253,54646,116,,slow_start,
11,131625.968069,800,4,192.168.88.253,54646,118,,slow_start,
12,131625.974177,900,4,192.168.88.253,54646,117,,slow_start,
13,131625.980132,1000,4,192.168.88.253,54646,114,,slow_start,
14,131625.986801,1100,4,192.168.88.253,54646,116,,slow_start,
15,131625.993528,1200,4,192.168.88.253,54646,120,,slow_start,
16,131625.999964,1300,4,192.168.88.253,54646,118,,slow_start,
17,131626.006022,1400,4,192.168.88.253,54646,118,,slow_start,
18,131626.012427,1500,4,192.168.88.253,54646,118,,slow_start,
19,131626.018631,1600,4,192.168.88.253,54646,114,,slow_start,
20,131626.024612,1700,4,192.168.88.253,54646,113,,slow_start,
21,131626.030613,1800,4,192.168.88.253,54646,139,,slow_start,
22,131626.036805,1900,4,192.168.88.253,54646,118,,slow_start,
23,131626.043157,2000,4,192.168.88.253,54646,147,,slow_start,
24,131626.049351,2100,4,192.168.88.253,54646,117,,slow_start,
25,131626.055700,2200,4,192.168.88.253,54646,115,,slow_start,
26,131626.062062,2300,4,192.168.88.253,54646,114,,slow_start,
27,131626.068377,2400,4,192.168.88.253,54646,171,,slow_start,
28,131626.074556,2500,4,192.168.88.253,54646,118,,slow_start,
29,131626.080854,2600,4,192.168.88.253,54646,117,,slow_start,
30,131626.087106,2700,4,192.168.88.253,54646,112,,slow_start,
