line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,132205.358452,1,10,192.168.88.253,51330,248,,slow_start,
2,132205.359444,23,54,192.168.88.253,51330,518,,loss_recovery,
3,132205.361009,47,27,192.168.88.253,51330,733,,congestion_avoidance,
4,132205.364816,100,30,192.168.88.253,51330,1203,,congestion_avoidance,
5,132205.371289,164,34,192.168.88.253,51330,1401,,loss_recovery,
6,132205.372117,171,17,192.168.88.253,51330,684,,congestion_avoidance,
7,132205.375981,200,21,192.168.88.253,51330,769,,congestion_avoidance,
8,132205.389063,300,31,192.168.88.253,51330,1141,,congestion_avoidance,
9,132205.395673,337,35,192.168.88.253,51330,1195,,loss_recovery,
10,132205.396135,343,17,192.168.88.253,51330,399,,congestion_avoidance,
11,132205.403524,400,23,192.168.88.253,51330,1185,,congestion_avoidance,
12,132205.417273,500,33,192.168.88.253,51330,1540,,congestion_avoidance,
13,132205.424778,545,37,192.168.88.253,51330,1657,,loss_recovery,
14,132205.425238,551,18,192.168.88.253,51330,438,,congestion_avoidance,
15,132205.435411,600,26,192.168.88.253,51330,644,,congestion_avoidance,
16,132205.448286,669,34,192.168.88.253,51330,1347,,loss_recovery,
17,132205.448923,671,17,192.168.88.253,51330,316,,congestion_avoidance,
18,132205.453375,700,18,192.168.88.253,51330,841,,congestion_avoidance,
19,132205.473991,753,34,192.168.88.253,51330,1592,,loss_recovery,
20,132205.474564,755,17,192.168.88.253,51330,275,,congestion_avoidance,
21,132205.487432,800,28,192.168.88.253,51330,499,,congestion_avoidance,
22,132205.503261,838,37,192.168.88.253,51330,1661,,loss_recovery,
23,132205.503872,840,18,192.168.88.253,51330,262,,congestion_avoidance,
24,132205.516463,900,28,192.168.88.253,51330,1056,,congestion_avoidance,
25,132205.528308,927,35,192.168.88.253,51330,1356,,loss_recovery,
26,132205.529000,929,17,192.168.88.253,51330,292,,congestion_avoidance,
27,132205.545411,1000,29,192.168.88.253,51330,795,,congestion_avoidance,
28,132205.552875,1023,34,192.168.88.253,51330,1007,,loss_recovery,
29,132205.553164,1027,17,192.168.88.253,51330,258,,congestion_avoidance,
30,132205.573054,1100,32,192.168.88.253,51330,1432,,congestion_avoidance,
31,132205.578252,1113,35,192.168.88.253,51330,1535,,loss_recovery,
32,132205.578921,1115,17,192.168.88.253,51330,267,,congestion_avoidance,
33,132205.602026,1200,33,192.168.88.253,51330,1000,,congestion_avoidance,
34,132205.607045,1214,36,192.168.88.253,51330,1036,,loss_recovery,
35,132205.607859,1219,18,192.168.88.253,51330,579,,congestion_avoidance,
36,132205.628243,1300,33,192.168.88.253,51330,1836,,congestion_avoidance,
37,132205.632039,1316,35,192.168.88.253,51330,900,,loss_recovery,
38,132205.632424,1320,17,192.168.88.253,51330,324,,congestion_avoidance,
39,132205.651055,1400,31,192.168.88.253,51330,1754,,congestion_avoidance,
40,132205.656870,1416,35,192.168.88.253,51330,1094,,loss_recovery,
41,132205.657811,1421,17,192.168.88.253,51330,334,,congestion_avoidance,
42,132205.677703,1500,31,192.168.88.253,51330,1108,,congestion_avoidance,
43,132205.686870,1521,36,192.168.88.253,51330,2054,,loss_recovery,
44,132205.687398,1523,18,192.168.88.253,51330,443,,congestion_avoidance,
45,132205.709236,1600,34,192.168.88.253,51330,1442,,congestion_avoidance,
46,132205.711701,1604,35,192.168.88.253,51330,1429,,loss_recovery,
47,132205.712394,1606,17,192.168.88.253,51330,331,,congestion_avoidance,
48,132205.731029,1700,30,192.168.88.253,51330,1344,,congestion_avoidance,
49,132205.751710,1800,27,192.168.88.253,51330,1164,,congestion_avoidance,
50,132205.762169,1850,34,192.168.88.253,51330,1282,,loss_recovery,
51,132205.762869,1855,17,192.168.88.253,51330,472,,congestion_avoidance,
