[102447.689640] TCP: my_cca: seq=1 cwnd=10 rtt=600 phase=slow_start Destination: 192.168.88.253:47064
[102447.690260] TCP: my_cca: seq=8 cwnd=51 rtt=335 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.690737] TCP: my_cca: seq=11 cwnd=25 rtt=174 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.691897] TCP: my_cca: seq=100 cwnd=29 rtt=264 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.691924] TCP: my_cca: seq=101 cwnd=29 rtt=290 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.692247] TCP: my_cca: seq=118 cwnd=14 rtt=132 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.693793] TCP: my_cca: seq=200 cwnd=19 rtt=232 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.695410] TCP: my_cca: seq=283 cwnd=24 rtt=314 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.695649] TCP: my_cca: seq=298 cwnd=12 rtt=180 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.695685] TCP: my_cca: seq=300 cwnd=12 rtt=215 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.697655] TCP: my_cca: seq=400 cwnd=20 rtt=279 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.698484] TCP: my_cca: seq=441 cwnd=22 rtt=312 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.698804] TCP: my_cca: seq=447 cwnd=11 rtt=127 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.700566] TCP: my_cca: seq=500 cwnd=18 rtt=256 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.701136] TCP: my_cca: seq=515 cwnd=20 rtt=296 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.701386] TCP: my_cca: seq=523 cwnd=10 rtt=144 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.703981] TCP: my_cca: seq=600 cwnd=20 rtt=249 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.704569] TCP: my_cca: seq=619 cwnd=22 rtt=266 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.704849] TCP: my_cca: seq=628 cwnd=11 rtt=148 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.707366] TCP: my_cca: seq=700 cwnd=20 rtt=256 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.707980] TCP: my_cca: seq=718 cwnd=22 rtt=262 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.708241] TCP: my_cca: seq=725 cwnd=11 rtt=144 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.710745] TCP: my_cca: seq=800 cwnd=21 rtt=271 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.710997] TCP: my_cca: seq=807 cwnd=21 rtt=317 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.711271] TCP: my_cca: seq=813 cwnd=10 rtt=167 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.714142] TCP: my_cca: seq=900 cwnd=21 rtt=325 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.714279] TCP: my_cca: seq=905 cwnd=22 rtt=260 phase=loss_recovery Destination: 192.168.88.253:47064
[102447.714561] TCP: my_cca: seq=912 cwnd=11 rtt=129 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.717384] TCP: my_cca: seq=1000 cwnd=21 rtt=229 phase=congestion_avoidance Destination: 192.168.88.253:47064
[102447.717767] TCP: my_cca: seq=1012 cwnd=22 rtt=257 phase=loss_recovery Destination: 192.168.88.253:47064
