line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
41,429209.840351,1,10,192.168.88.253,53244,178,,slow_start,
42,429209.841195,43,78,192.168.88.253,53244,427,,loss_recovery,
43,429209.841848,94,39,192.168.88.253,53244,344,,congestion_avoidance,
44,429209.841911,100,39,192.168.88.253,53244,408,,congestion_avoidance,
45,429209.843328,200,42,192.168.88.253,53244,484,,congestion_avoidance,
46,429209.844599,300,44,192.168.88.253,53244,415,,congestion_avoidance,
47,429209.846100,400,47,192.168.88.253,53244,571,,congestion_avoidance,
48,429209.849004,500,51,192.168.88.253,53244,500,,congestion_avoidance,
49,429209.852069,600,56,192.168.88.253,53244,654,,congestion_avoidance,
50,429209.855478,700,61,192.168.88.253,53244,690,,congestion_avoidance,
51,429209.858806,800,65,192.168.88.253,53244,602,,congestion_avoidance,
52,429209.862160,900,69,192.168.88.253,53244,603,,congestion_avoidance,
53,429209.865321,1000,73,192.168.88.253,53244,571,,congestion_avoidance,
54,429209.866013,1023,74,192.168.88.253,53244,765,,loss_recovery,
55,429209.866734,1049,37,192.168.88.253,53244,313,,congestion_avoidance,
56,429209.868204,1100,40,192.168.88.253,53244,412,,congestion_avoidance,
57,429209.871177,1200,45,192.168.88.253,53244,390,,congestion_avoidance,
58,429209.874413,1300,51,192.168.88.253,53244,518,,congestion_avoidance,
59,429209.877330,1400,55,192.168.88.253,53244,571,,congestion_avoidance,
60,429209.880651,1500,60,192.168.88.253,53244,722,,congestion_avoidance,
61,429209.883691,1600,64,192.168.88.253,53244,609,,congestion_avoidance,
62,429209.887102,1700,68,192.168.88.253,53244,641,,congestion_avoidance,
63,429209.890999,1800,73,192.168.88.253,53244,884,,congestion_avoidance,
64,429209.894071,1886,76,192.168.88.253,53244,780,,loss_recovery,
65,429209.894608,1900,38,192.168.88.253,53244,758,,loss_recovery,
66,429209.894832,1906,38,192.168.88.253,53244,330,,congestion_avoidance,
67,429209.897784,2000,44,192.168.88.253,53244,342,,congestion_avoidance,
68,429209.900826,2100,49,192.168.88.253,53244,442,,congestion_avoidance,
69,429209.903780,2200,54,192.168.88.253,53244,562,,congestion_avoidance,
70,429209.906764,2300,58,192.168.88.253,53244,628,,congestion_avoidance,
71,429209.909723,2400,62,192.168.88.253,53244,725,,congestion_avoidance,
72,429209.912686,2500,66,192.168.88.253,53244,788,,congestion_avoidance,
73,429209.915596,2600,69,192.168.88.253,53244,565,,congestion_avoidance,
74,429209.918493,2700,73,192.168.88.253,53244,854,,congestion_avoidance,
75,429209.921440,2800,76,192.168.88.253,53244,644,,congestion_avoidance,
76,429209.921555,2804,76,192.168.88.253,53244,759,,loss_recovery,
77,429209.922256,2830,38,192.168.88.253,53244,323,,congestion_avoidance,
78,429209.924260,2900,42,192.168.88.253,53244,522,,congestion_avoidance,
79,429209.927457,3000,47,192.168.88.253,53244,700,,congestion_avoidance,
80,429209.930854,3100,52,192.168.88.253,53244,423,,congestion_avoidance,
81,429209.933969,3200,57,192.168.88.253,53244,688,,congestion_avoidance,
82,429209.937073,3300,61,192.168.88.253,53244,655,,congestion_avoidance,
83,429209.940046,3400,65,192.168.88.253,53244,728,,congestion_avoidance,
84,429209.943101,3500,69,192.168.88.253,53244,596,,congestion_avoidance,
85,429209.946246,3600,72,192.168.88.253,53244,653,,congestion_avoidance,
86,429209.949264,3700,76,192.168.88.253,53244,828,,congestion_avoidance,
87,429209.952298,3800,79,192.168.88.253,53244,937,,congestion_avoidance,
88,429209.955465,3900,82,192.168.88.253,53244,956,,congestion_avoidance,
89,429209.958383,4000,85,192.168.88.253,53244,742,,congestion_avoidance,
90,429209.961515,4100,88,192.168.88.253,53244,719,,congestion_avoidance,
91,429209.964135,4182,90,192.168.88.253,53244,1038,,loss_recovery,
92,429209.964731,4200,45,192.168.88.253,53244,1123,,loss_recovery,
93,429209.965111,4212,45,192.168.88.253,53244,697,,congestion_avoidance,
94,429209.967779,4300,49,192.168.88.253,53244,434,,congestion_avoidance,
95,429209.970841,4400,54,192.168.88.253,53244,555,,congestion_avoidance,
96,429209.973923,4500,58,192.168.88.253,53244,709,,congestion_avoidance,
97,429209.977094,4600,63,192.168.88.253,53244,707,,congestion_avoidance,
98,429209.980235,4700,67,192.168.88.253,53244,736,,congestion_avoidance,
99,429209.983494,4800,71,192.168.88.253,53244,864,,congestion_avoidance,
100,429209.986619,4900,74,192.168.88.253,53244,835,,congestion_avoidance,
101,429209.989737,5000,77,192.168.88.253,53244,810,,congestion_avoidance,
102,429209.992867,5100,81,192.168.88.253,53244,808,,congestion_avoidance,
103,429209.995878,5200,84,192.168.88.253,53244,999,,congestion_avoidance,
104,429209.998769,5300,86,192.168.88.253,53244,909,,congestion_avoidance,
105,429210.002300,5400,90,192.168.88.253,53244,766,,congestion_avoidance,
106,429210.005242,5483,92,192.168.88.253,53244,1087,,loss_recovery,
107,429210.005853,5500,46,192.168.88.253,53244,809,,loss_recovery,
108,429210.006003,5506,46,192.168.88.253,53244,398,,congestion_avoidance,
109,429210.008973,5600,51,192.168.88.253,53244,535,,congestion_avoidance,
110,429210.012236,5700,55,192.168.88.253,53244,669,,congestion_avoidance,
111,429210.015266,5800,60,192.168.88.253,53244,553,,congestion_avoidance,
112,429210.018522,5900,64,192.168.88.253,53244,665,,congestion_avoidance,
113,429210.021643,6000,68,192.168.88.253,53244,639,,congestion_avoidance,
114,429210.024793,6100,72,192.168.88.253,53244,668,,congestion_avoidance,
115,429210.027852,6200,75,192.168.88.253,53244,781,,congestion_avoidance,
116,429210.031262,6300,79,192.168.88.253,53244,854,,congestion_avoidance,
117,429210.034286,6400,82,192.168.88.253,53244,916,,congestion_avoidance,
118,429210.037392,6500,85,192.168.88.253,53244,890,,congestion_avoidance,
119,429210.040346,6600,88,192.168.88.253,53244,1070,,congestion_avoidance,
120,429210.043467,6700,90,192.168.88.253,53244,1053,,congestion_avoidance,
121,429210.044529,6736,91,192.168.88.253,53244,1057,,loss_recovery,
122,429210.045529,6770,45,192.168.88.253,53244,716,,congestion_avoidance,
123,429210.046484,6800,46,192.168.88.253,53244,410,,congestion_avoidance,
124,429210.049502,6900,51,192.168.88.253,53244,584,,congestion_avoidance,
125,429210.052671,7000,56,192.168.88.253,53244,604,,congestion_avoidance,
126,429210.055839,7100,60,192.168.88.253,53244,625,,congestion_avoidance,
127,429210.059137,7200,65,192.168.88.253,53244,785,,congestion_avoidance,
128,429210.062177,7300,68,192.168.88.253,53244,681,,congestion_avoidance,
129,429210.065355,7400,72,192.168.88.253,53244,717,,congestion_avoidance,
130,429210.068508,7500,76,192.168.88.253,53244,685,,congestion_avoidance,
131,429210.071767,7600,79,192.168.88.253,53244,831,,congestion_avoidance,
132,429210.075209,7700,83,192.168.88.253,53244,950,,congestion_avoidance,
133,429210.078921,7800,86,192.168.88.253,53244,996,,congestion_avoidance,
134,429210.082704,7900,90,192.168.88.253,53244,754,,congestion_avoidance,
135,429210.084758,7963,91,192.168.88.253,53244,1073,,loss_recovery,
136,429210.085748,7995,45,192.168.88.253,53244,711,,congestion_avoidance,
137,429210.085890,8000,45,192.168.88.253,53244,434,,congestion_avoidance,
138,429210.088971,8100,50,192.168.88.253,53244,527,,congestion_avoidance,
139,429210.091977,8200,55,192.168.88.253,53244,499,,congestion_avoidance,
140,429210.094907,8300,59,192.168.88.253,53244,549,,congestion_avoidance,
141,429210.097923,8400,63,192.168.88.253,53244,662,,congestion_avoidance,
142,429210.100860,8500,67,192.168.88.253,53244,744,,congestion_avoidance,
143,429210.103899,8600,70,192.168.88.253,53244,633,,congestion_avoidance,
144,429210.106898,8700,74,192.168.88.253,53244,803,,congestion_avoidance,
145,429210.109911,8800,77,192.168.88.253,53244,850,,congestion_avoidance,
146,429210.112897,8900,80,192.168.88.253,53244,687,,congestion_avoidance,
147,429210.115913,8999,83,192.168.88.253,53244,911,,loss_recovery,
148,429210.115920,9000,53,192.168.88.253,53244,919,,loss_recovery,
149,429210.116594,9021,41,192.168.88.253,53244,394,,congestion_avoidance,
150,429210.118920,9100,45,192.168.88.253,53244,419,,congestion_avoidance,
151,429210.121826,9200,50,192.168.88.253,53244,378,,congestion_avoidance,
152,429210.124988,9300,55,192.168.88.253,53244,669,,congestion_avoidance,
153,429210.127905,9400,59,192.168.88.253,53244,697,,congestion_avoidance,
154,429210.130886,9500,63,192.168.88.253,53244,583,,congestion_avoidance,
155,429210.133989,9600,67,192.168.88.253,53244,800,,congestion_avoidance,
156,429210.137123,9700,71,192.168.88.253,53244,786,,congestion_avoidance,
157,429210.140112,9800,74,192.168.88.253,53244,841,,congestion_avoidance,
158,429210.144002,9900,78,192.168.88.253,53244,875,,congestion_avoidance,
159,429210.147762,10000,82,192.168.88.253,53244,965,,congestion_avoidance,
160,429210.151384,10100,85,192.168.88.253,53244,967,,congestion_avoidance,
161,429210.153071,10143,87,192.168.88.253,53244,700,,loss_recovery,
162,429210.153969,10169,43,192.168.88.253,53244,571,,congestion_avoidance,
163,429210.155216,10200,45,192.168.88.253,53244,386,,congestion_avoidance,
164,429210.158862,10300,51,192.168.88.253,53244,604,,congestion_avoidance,
165,429210.161732,10400,55,192.168.88.253,53244,666,,congestion_avoidance,
166,429210.164702,10500,60,192.168.88.253,53244,484,,congestion_avoidance,
167,429210.167791,10600,64,192.168.88.253,53244,684,,congestion_avoidance,
168,429210.171296,10700,68,192.168.88.253,53244,778,,congestion_avoidance,
169,429210.201782,11600,70,192.168.88.253,53244,821,,congestion_avoidance,
170,429210.204753,11700,74,192.168.88.253,53244,597,,congestion_avoidance,
171,429210.207669,11800,77,192.168.88.253,53244,701,,congestion_avoidance,
172,429210.210450,11900,80,192.168.88.253,53244,857,,congestion_avoidance,
173,429210.213344,12000,83,192.168.88.253,53244,924,,congestion_avoidance,
174,429210.216540,12100,86,192.168.88.253,53244,909,,congestion_avoidance,
175,429210.216626,12103,86,192.168.88.253,53244,692,,loss_recovery,
176,429210.217529,12134,43,192.168.88.253,53244,420,,congestion_avoidance,
177,429210.219495,12200,46,192.168.88.253,53244,432,,congestion_avoidance,
178,429210.222607,12300,51,192.168.88.253,53244,591,,congestion_avoidance,
179,429210.225583,12400,56,192.168.88.253,53244,659,,congestion_avoidance,
180,429210.228543,12500,60,192.168.88.253,53244,521,,congestion_avoidance,
181,429210.231448,12600,64,192.168.88.253,53244,537,,congestion_avoidance,
182,429210.234558,12700,68,192.168.88.253,53244,791,,congestion_avoidance,
183,429210.237737,12800,71,192.168.88.253,53244,739,,congestion_avoidance,
184,429210.240995,12900,75,192.168.88.253,53244,644,,congestion_avoidance,
185,429210.244236,13000,78,192.168.88.253,53244,755,,congestion_avoidance,
