line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
809,544515.510806,1,10,192.168.88.253,54170,589,,loss_recovery,
810,544515.511010,2,5,192.168.88.253,54170,179,,congestion_avoidance,
811,544515.513674,79,8,192.168.88.253,54170,220,,loss_recovery,
812,544515.513816,82,4,192.168.88.253,54170,115,,congestion_avoidance,
813,544515.514302,100,8,192.168.88.253,54170,122,,congestion_avoidance,
814,544515.514451,106,8,192.168.88.253,54170,129,,loss_recovery,
815,544515.514676,111,4,192.168.88.253,54170,162,,congestion_avoidance,
816,544515.516159,176,8,192.168.88.253,54170,167,,loss_recovery,
817,544515.516341,182,4,192.168.88.253,54170,102,,congestion_avoidance,
818,544515.516688,199,7,192.168.88.253,54170,114,,loss_recovery,
819,544515.516770,200,4,192.168.88.253,54170,151,,loss_recovery,
820,544515.516882,204,3,192.168.88.253,54170,99,,congestion_avoidance,
821,544515.517436,228,8,192.168.88.253,54170,145,,loss_recovery,
822,544515.517554,234,4,192.168.88.253,54170,102,,congestion_avoidance,
823,544515.517963,249,7,192.168.88.253,54170,106,,loss_recovery,
824,544515.518132,255,3,192.168.88.253,54170,100,,congestion_avoidance,
825,544515.518704,279,8,192.168.88.253,54170,126,,loss_recovery,
826,544515.518881,286,4,192.168.88.253,54170,104,,congestion_avoidance,
827,544515.519220,300,7,192.168.88.253,54170,104,,congestion_avoidance,
828,544515.520515,353,8,192.168.88.253,54170,139,,loss_recovery,
829,544515.520695,359,4,192.168.88.253,54170,102,,congestion_avoidance,
830,544515.520999,373,7,192.168.88.253,54170,93,,loss_recovery,
831,544515.521155,378,3,192.168.88.253,54170,100,,congestion_avoidance,
832,544515.521683,400,7,192.168.88.253,54170,163,,congestion_avoidance,
833,544515.521782,405,8,192.168.88.253,54170,177,,loss_recovery,
834,544515.521970,411,4,192.168.88.253,54170,103,,congestion_avoidance,
835,544515.523348,445,8,192.168.88.253,54170,154,,loss_recovery,
836,544515.523554,449,4,192.168.88.253,54170,111,,congestion_avoidance,
837,544515.524059,461,8,192.168.88.253,54170,146,,loss_recovery,
838,544515.524271,465,4,192.168.88.253,54170,137,,congestion_avoidance,
839,544515.525624,497,8,192.168.88.253,54170,147,,loss_recovery,
840,544515.525725,500,4,192.168.88.253,54170,175,,loss_recovery,
841,544515.525841,502,4,192.168.88.253,54170,112,,congestion_avoidance,
842,544515.526437,515,8,192.168.88.253,54170,184,,loss_recovery,
843,544515.526617,519,4,192.168.88.253,54170,122,,congestion_avoidance,
844,544515.527245,535,8,192.168.88.253,54170,124,,loss_recovery,
845,544515.527446,540,4,192.168.88.253,54170,110,,congestion_avoidance,
846,544515.530366,600,8,192.168.88.253,54170,184,,congestion_avoidance,
847,544515.531630,627,8,192.168.88.253,54170,114,,loss_recovery,
848,544515.531863,631,4,192.168.88.253,54170,116,,congestion_avoidance,
849,544515.532437,644,8,192.168.88.253,54170,164,,loss_recovery,
850,544515.532606,648,4,192.168.88.253,54170,108,,congestion_avoidance,
851,544515.533263,664,8,192.168.88.253,54170,195,,loss_recovery,
852,544515.533495,668,4,192.168.88.253,54170,137,,congestion_avoidance,
853,544515.535045,700,8,192.168.88.253,54170,179,,congestion_avoidance,
854,544515.535578,712,8,192.168.88.253,54170,145,,loss_recovery,
855,544515.535797,717,4,192.168.88.253,54170,114,,congestion_avoidance,
856,544515.536643,736,8,192.168.88.253,54170,145,,loss_recovery,
857,544515.536886,741,4,192.168.88.253,54170,137,,congestion_avoidance,
858,544515.537883,764,8,192.168.88.253,54170,185,,loss_recovery,
859,544515.538019,767,4,192.168.88.253,54170,110,,congestion_avoidance,
860,544515.539573,800,8,192.168.88.253,54170,149,,congestion_avoidance,
861,544515.540812,827,8,192.168.88.253,54170,184,,loss_recovery,
862,544515.540949,830,4,192.168.88.253,54170,111,,congestion_avoidance,
863,544515.543088,877,8,192.168.88.253,54170,146,,loss_recovery,
864,544515.543327,882,4,192.168.88.253,54170,136,,congestion_avoidance,
865,544515.544105,900,8,192.168.88.253,54170,178,,congestion_avoidance,
866,544515.545219,924,8,192.168.88.253,54170,145,,loss_recovery,
867,544515.545462,929,4,192.168.88.253,54170,98,,congestion_avoidance,
868,544515.546457,952,8,192.168.88.253,54170,145,,loss_recovery,
869,544515.546730,957,4,192.168.88.253,54170,167,,congestion_avoidance,
870,544515.547345,972,8,192.168.88.253,54170,113,,loss_recovery,
871,544515.547551,977,4,192.168.88.253,54170,111,,congestion_avoidance,
872,544515.548624,1000,8,192.168.88.253,54170,192,,congestion_avoidance,
873,544515.553867,1100,8,192.168.88.253,54170,198,,congestion_avoidance,
874,544515.558946,1200,8,192.168.88.253,54170,189,,congestion_avoidance,
875,544515.560698,1234,8,192.168.88.253,54170,132,,loss_recovery,
876,544515.560905,1239,4,192.168.88.253,54170,116,,congestion_avoidance,
877,544515.563942,1300,8,192.168.88.253,54170,194,,congestion_avoidance,
878,544515.564675,1315,8,192.168.88.253,54170,119,,loss_recovery,
879,544515.564926,1319,4,192.168.88.253,54170,116,,congestion_avoidance,
880,544515.566812,1357,8,192.168.88.253,54170,124,,loss_recovery,
881,544515.567126,1362,4,192.168.88.253,54170,162,,congestion_avoidance,
882,544515.568982,1400,8,192.168.88.253,54170,155,,congestion_avoidance,
883,544515.569044,1401,8,192.168.88.253,54170,138,,loss_recovery,
884,544515.569273,1405,4,192.168.88.253,54170,124,,congestion_avoidance,
885,544515.572559,1460,8,192.168.88.253,54170,176,,loss_recovery,
886,544515.572783,1463,4,192.168.88.253,54170,160,,congestion_avoidance,
887,544515.574711,1500,8,192.168.88.253,54170,233,,congestion_avoidance,
888,544515.579129,1588,8,192.168.88.253,54170,149,,loss_recovery,
889,544515.579389,1592,4,192.168.88.253,54170,159,,congestion_avoidance,
890,544515.579831,1600,7,192.168.88.253,54170,115,,congestion_avoidance,
891,544515.585019,1695,8,192.168.88.253,54170,130,,loss_recovery,
892,544515.585262,1700,4,192.168.88.253,54170,106,,congestion_avoidance,
893,544515.588190,1756,8,192.168.88.253,54170,121,,loss_recovery,
894,544515.588419,1761,4,192.168.88.253,54170,105,,congestion_avoidance,
895,544515.590400,1800,8,192.168.88.253,54170,144,,congestion_avoidance,
896,544515.595671,1900,8,192.168.88.253,54170,132,,congestion_avoidance,
897,544515.596520,1917,8,192.168.88.253,54170,118,,loss_recovery,
898,544515.596751,1922,4,192.168.88.253,54170,105,,congestion_avoidance,
899,544515.599730,1976,8,192.168.88.253,54170,184,,loss_recovery,
900,544515.599979,1980,4,192.168.88.253,54170,165,,congestion_avoidance,
901,544515.600886,2000,8,192.168.88.253,54170,152,,congestion_avoidance,
902,544515.601159,2004,8,192.168.88.253,54170,149,,loss_recovery,
903,544515.601400,2008,4,192.168.88.253,54170,155,,congestion_avoidance,
904,544515.606333,2100,8,192.168.88.253,54170,165,,congestion_avoidance,
905,544515.610984,2190,8,192.168.88.253,54170,146,,loss_recovery,
906,544515.611221,2194,4,192.168.88.253,54170,153,,congestion_avoidance,
907,544515.611551,2200,7,192.168.88.253,54170,153,,congestion_avoidance,
908,544515.612027,2211,8,192.168.88.253,54170,123,,loss_recovery,
909,544515.612364,2215,4,192.168.88.253,54170,117,,congestion_avoidance,
910,544515.615229,2273,8,192.168.88.253,54170,118,,loss_recovery,
911,544515.615470,2278,4,192.168.88.253,54170,115,,congestion_avoidance,
912,544515.616581,2300,8,192.168.88.253,54170,208,,congestion_avoidance,
913,544515.621768,2400,8,192.168.88.253,54170,148,,loss_recovery,
914,544515.622003,2405,4,192.168.88.253,54170,104,,congestion_avoidance,
915,544515.624264,2449,8,192.168.88.253,54170,146,,loss_recovery,
916,544515.624514,2454,4,192.168.88.253,54170,117,,congestion_avoidance,
917,544515.627024,2500,8,192.168.88.253,54170,169,,congestion_avoidance,
918,544515.628625,2531,8,192.168.88.253,54170,149,,loss_recovery,
919,544515.628904,2536,4,192.168.88.253,54170,146,,congestion_avoidance,
920,544515.635648,2600,8,192.168.88.253,54170,190,,congestion_avoidance,
921,544515.637981,2652,8,192.168.88.253,54170,143,,loss_recovery,
922,544515.638233,2657,4,192.168.88.253,54170,148,,congestion_avoidance,
923,544515.640115,2700,8,192.168.88.253,54170,167,,congestion_avoidance,
924,544515.640673,2714,8,192.168.88.253,54170,145,,loss_recovery,
925,544515.640982,2719,4,192.168.88.253,54170,176,,congestion_avoidance,
926,544515.648008,2800,8,192.168.88.253,54170,159,,congestion_avoidance,
927,544515.666299,2900,8,192.168.88.253,54170,113,,congestion_avoidance,
928,544515.668614,2954,8,192.168.88.253,54170,146,,loss_recovery,
929,544515.668835,2959,4,192.168.88.253,54170,117,,congestion_avoidance,
930,544515.670677,2997,8,192.168.88.253,54170,143,,loss_recovery,
931,544515.670827,3000,4,192.168.88.253,54170,143,,loss_recovery,
932,544515.670946,3001,4,192.168.88.253,54170,115,,congestion_avoidance,
933,544515.673176,3048,8,192.168.88.253,54170,184,,loss_recovery,
934,544515.673287,3051,4,192.168.88.253,54170,149,,congestion_avoidance,
935,544515.673870,3064,8,192.168.88.253,54170,117,,loss_recovery,
936,544515.674107,3068,4,192.168.88.253,54170,113,,congestion_avoidance,
937,544515.675736,3100,8,192.168.88.253,54170,130,,congestion_avoidance,
938,544515.675833,3102,8,192.168.88.253,54170,146,,loss_recovery,
939,544515.676101,3107,4,192.168.88.253,54170,130,,congestion_avoidance,
940,544515.676759,3124,8,192.168.88.253,54170,162,,loss_recovery,
941,544515.676972,3128,4,192.168.88.253,54170,99,,congestion_avoidance,
942,544515.678471,3158,8,192.168.88.253,54170,115,,loss_recovery,
943,544515.678705,3163,4,192.168.88.253,54170,129,,congestion_avoidance,
944,544515.680477,3200,8,192.168.88.253,54170,140,,congestion_avoidance,
945,544515.681235,3216,8,192.168.88.253,54170,150,,loss_recovery,
946,544515.681447,3221,4,192.168.88.253,54170,123,,congestion_avoidance,
947,544515.687241,3300,8,192.168.88.253,54170,211,,congestion_avoidance,
948,544515.695385,3400,8,192.168.88.253,54170,194,,congestion_avoidance,
949,544515.703076,3500,8,192.168.88.253,54170,177,,congestion_avoidance,
950,544515.709001,3600,8,192.168.88.253,54170,107,,congestion_avoidance,
