[206115.574207] audit: type=1400 audit(1780869602.243:146): apparmor="DENIED" operation="capable" profile="/usr/sbin/cupsd" pid=137210 comm="cupsd" capability=12  capname="net_admin"
[208747.704640] TCP: my_cca: seq=41500 cwnd=18 rtt=119 bytes_acked=115059528 bytes_sent=115066768 phase=slow_start Destination: 192.168.88.253:42620
[208747.710407] TCP: my_cca: seq=41600 cwnd=18 rtt=153 bytes_acked=115402704 bytes_sent=115408496 phase=slow_start Destination: 192.168.88.253:42620
[208747.715765] TCP: my_cca: seq=41700 cwnd=18 rtt=120 bytes_acked=115731400 bytes_sent=115738640 phase=slow_start Destination: 192.168.88.253:42620
[208747.721144] TCP: my_cca: seq=41800 cwnd=18 rtt=154 bytes_acked=116062992 bytes_sent=116064440 phase=slow_start Destination: 192.168.88.253:42620
[208747.726814] TCP: my_cca: seq=41900 cwnd=18 rtt=119 bytes_acked=116403272 bytes_sent=116410512 phase=slow_start Destination: 192.168.88.253:42620
[208747.732887] TCP: my_cca: seq=42000 cwnd=18 rtt=120 bytes_acked=116765272 bytes_sent=116771064 phase=slow_start Destination: 192.168.88.253:42620
[208747.738578] TCP: my_cca: seq=42100 cwnd=18 rtt=159 bytes_acked=117107000 bytes_sent=117112792 phase=slow_start Destination: 192.168.88.253:42620
[208747.743736] TCP: my_cca: seq=42200 cwnd=18 rtt=98 bytes_acked=117431352 bytes_sent=117435696 phase=slow_start Destination: 192.168.88.253:42620
[208747.749506] TCP: my_cca: seq=42300 cwnd=18 rtt=109 bytes_acked=117778872 bytes_sent=117784664 phase=slow_start Destination: 192.168.88.253:42620
[208747.754957] TCP: my_cca: seq=42400 cwnd=18 rtt=165 bytes_acked=118109016 bytes_sent=118114808 phase=slow_start Destination: 192.168.88.253:42620
[208747.760343] TCP: my_cca: seq=42500 cwnd=18 rtt=127 bytes_acked=118436264 bytes_sent=118443504 phase=slow_start Destination: 192.168.88.253:42620
[208747.765538] TCP: my_cca: seq=42600 cwnd=18 rtt=115 bytes_acked=118749032 bytes_sent=118756272 phase=slow_start Destination: 192.168.88.253:42620
[208747.770961] TCP: my_cca: seq=42700 cwnd=18 rtt=107 bytes_acked=119079176 bytes_sent=119086416 phase=slow_start Destination: 192.168.88.253:42620
[208747.774561] TCP: my_cca: seq=42800 cwnd=18 rtt=121 bytes_acked=119331128 bytes_sent=119336920 phase=slow_start Destination: 192.168.88.253:42620
[208747.779560] TCP: my_cca: seq=42900 cwnd=18 rtt=95 bytes_acked=119616384 bytes_sent=119620728 phase=slow_start Destination: 192.168.88.253:42620
[208747.783759] TCP: my_cca: seq=43000 cwnd=18 rtt=139 bytes_acked=119891504 bytes_sent=119897296 phase=slow_start Destination: 192.168.88.253:42620
[208747.787444] TCP: my_cca: seq=43100 cwnd=18 rtt=115 bytes_acked=120150696 bytes_sent=120157936 phase=slow_start Destination: 192.168.88.253:42620
[208747.790912] TCP: my_cca: seq=43200 cwnd=18 rtt=145 bytes_acked=120395408 bytes_sent=120402648 phase=slow_start Destination: 192.168.88.253:42620
[208747.794376] TCP: my_cca: seq=43300 cwnd=18 rtt=121 bytes_acked=120643016 bytes_sent=120650256 phase=slow_start Destination: 192.168.88.253:42620
[208747.798012] TCP: my_cca: seq=43400 cwnd=18 rtt=130 bytes_acked=120893520 bytes_sent=120900760 phase=slow_start Destination: 192.168.88.253:42620
[208747.801536] TCP: my_cca: seq=43500 cwnd=18 rtt=109 bytes_acked=121141128 bytes_sent=121148368 phase=slow_start Destination: 192.168.88.253:42620
[208747.805147] TCP: my_cca: seq=43600 cwnd=18 rtt=133 bytes_acked=121384392 bytes_sent=121391632 phase=slow_start Destination: 192.168.88.253:42620
[208747.808712] TCP: my_cca: seq=43700 cwnd=18 rtt=162 bytes_acked=121633448 bytes_sent=121640688 phase=slow_start Destination: 192.168.88.253:42620
[208747.812368] TCP: my_cca: seq=43800 cwnd=18 rtt=123 bytes_acked=121885400 bytes_sent=121891192 phase=slow_start Destination: 192.168.88.253:42620
[208747.816119] TCP: my_cca: seq=43900 cwnd=18 rtt=101 bytes_acked=122141696 bytes_sent=122146040 phase=slow_start Destination: 192.168.88.253:42620
[208747.819639] TCP: my_cca: seq=44000 cwnd=18 rtt=118 bytes_acked=122386408 bytes_sent=122393648 phase=slow_start Destination: 192.168.88.253:42620
[208747.823503] TCP: my_cca: seq=44100 cwnd=18 rtt=100 bytes_acked=122638360 bytes_sent=122644152 phase=slow_start Destination: 192.168.88.253:42620
[208747.827429] TCP: my_cca: seq=44200 cwnd=18 rtt=106 bytes_acked=122890312 bytes_sent=122897552 phase=slow_start Destination: 192.168.88.253:42620
[208747.830932] TCP: my_cca: seq=44300 cwnd=18 rtt=102 bytes_acked=123136472 bytes_sent=123142264 phase=slow_start Destination: 192.168.88.253:42620
[208747.834768] TCP: my_cca: seq=44400 cwnd=18 rtt=117 bytes_acked=123394216 bytes_sent=123401456 phase=slow_start Destination: 192.168.88.253:42620
[208747.838139] TCP: my_cca: seq=44500 cwnd=18 rtt=110 bytes_acked=123634584 bytes_sent=123640376 phase=slow_start Destination: 192.168.88.253:42620
[208747.841768] TCP: my_cca: seq=44600 cwnd=18 rtt=133 bytes_acked=123883640 bytes_sent=123889432 phase=slow_start Destination: 192.168.88.253:42620
[208747.845279] TCP: my_cca: seq=44700 cwnd=18 rtt=111 bytes_acked=124129800 bytes_sent=124137040 phase=slow_start Destination: 192.168.88.253:42620
[208747.848828] TCP: my_cca: seq=44800 cwnd=18 rtt=109 bytes_acked=124381752 bytes_sent=124387544 phase=slow_start Destination: 192.168.88.253:42620
[208747.852488] TCP: my_cca: seq=44900 cwnd=18 rtt=110 bytes_acked=124633704 bytes_sent=124640944 phase=slow_start Destination: 192.168.88.253:42620
[208747.856115] TCP: my_cca: seq=45000 cwnd=18 rtt=166 bytes_acked=124890000 bytes_sent=124897240 phase=slow_start Destination: 192.168.88.253:42620
[208747.859871] TCP: my_cca: seq=45100 cwnd=18 rtt=175 bytes_acked=125144848 bytes_sent=125152088 phase=slow_start Destination: 192.168.88.253:42620
[208747.863420] TCP: my_cca: seq=45200 cwnd=18 rtt=135 bytes_acked=125393904 bytes_sent=125401144 phase=slow_start Destination: 192.168.88.253:42620
[208747.867110] TCP: my_cca: seq=45300 cwnd=18 rtt=119 bytes_acked=125647304 bytes_sent=125654544 phase=slow_start Destination: 192.168.88.253:42620
[208747.870677] TCP: my_cca: seq=45400 cwnd=18 rtt=133 bytes_acked=125899256 bytes_sent=125905048 phase=slow_start Destination: 192.168.88.253:42620
[208747.874194] TCP: my_cca: seq=45500 cwnd=18 rtt=123 bytes_acked=126145416 bytes_sent=126152656 phase=slow_start Destination: 192.168.88.253:42620
[208747.877778] TCP: my_cca: seq=45600 cwnd=18 rtt=120 bytes_acked=126394472 bytes_sent=126401712 phase=slow_start Destination: 192.168.88.253:42620
[208747.881200] TCP: my_cca: seq=45700 cwnd=18 rtt=118 bytes_acked=126637736 bytes_sent=126644976 phase=slow_start Destination: 192.168.88.253:42620
[208747.884736] TCP: my_cca: seq=45800 cwnd=18 rtt=115 bytes_acked=126886792 bytes_sent=126894032 phase=slow_start Destination: 192.168.88.253:42620
[208747.888342] TCP: my_cca: seq=45900 cwnd=18 rtt=119 bytes_acked=127135848 bytes_sent=127143088 phase=slow_start Destination: 192.168.88.253:42620
[208747.891934] TCP: my_cca: seq=46000 cwnd=18 rtt=128 bytes_acked=127387800 bytes_sent=127393592 phase=slow_start Destination: 192.168.88.253:42620
[208747.895560] TCP: my_cca: seq=46100 cwnd=18 rtt=166 bytes_acked=127636856 bytes_sent=127642648 phase=slow_start Destination: 192.168.88.253:42620
[208747.899089] TCP: my_cca: seq=46200 cwnd=18 rtt=124 bytes_acked=127883016 bytes_sent=127890256 phase=slow_start Destination: 192.168.88.253:42620
[208747.902774] TCP: my_cca: seq=46300 cwnd=18 rtt=144 bytes_acked=128139312 bytes_sent=128146552 phase=slow_start Destination: 192.168.88.253:42620
[208747.906429] TCP: my_cca: seq=46400 cwnd=18 rtt=122 bytes_acked=128394160 bytes_sent=128401400 phase=slow_start Destination: 192.168.88.253:42620
[208747.910187] TCP: my_cca: seq=46500 cwnd=18 rtt=135 bytes_acked=128649008 bytes_sent=128654800 phase=slow_start Destination: 192.168.88.253:42620
[208747.913834] TCP: my_cca: seq=46600 cwnd=18 rtt=147 bytes_acked=128898064 bytes_sent=128905304 phase=slow_start Destination: 192.168.88.253:42620
[208747.917561] TCP: my_cca: seq=46700 cwnd=18 rtt=101 bytes_acked=129154360 bytes_sent=129160152 phase=slow_start Destination: 192.168.88.253:42620
[208747.921035] TCP: my_cca: seq=46800 cwnd=18 rtt=126 bytes_acked=129401968 bytes_sent=129409208 phase=slow_start Destination: 192.168.88.253:42620
[208747.924701] TCP: my_cca: seq=46900 cwnd=18 rtt=114 bytes_acked=129648128 bytes_sent=129652472 phase=slow_start Destination: 192.168.88.253:42620
[208747.928304] TCP: my_cca: seq=47000 cwnd=18 rtt=146 bytes_acked=129895736 bytes_sent=129901528 phase=slow_start Destination: 192.168.88.253:42620
[208747.931857] TCP: my_cca: seq=47100 cwnd=18 rtt=127 bytes_acked=130143344 bytes_sent=130150584 phase=slow_start Destination: 192.168.88.253:42620
[208747.935645] TCP: my_cca: seq=47200 cwnd=18 rtt=151 bytes_acked=130399640 bytes_sent=130405432 phase=slow_start Destination: 192.168.88.253:42620
[208747.939160] TCP: my_cca: seq=47300 cwnd=18 rtt=120 bytes_acked=130648696 bytes_sent=130654488 phase=slow_start Destination: 192.168.88.253:42620
[208747.942720] TCP: my_cca: seq=47400 cwnd=18 rtt=120 bytes_acked=130900648 bytes_sent=130907888 phase=slow_start Destination: 192.168.88.253:42620
[208747.946437] TCP: my_cca: seq=47500 cwnd=18 rtt=97 bytes_acked=131158392 bytes_sent=131164184 phase=slow_start Destination: 192.168.88.253:42620
[208747.950056] TCP: my_cca: seq=47600 cwnd=18 rtt=230 bytes_acked=131401656 bytes_sent=131406000 phase=slow_start Destination: 192.168.88.253:42620
[208747.954010] TCP: my_cca: seq=47700 cwnd=18 rtt=229 bytes_acked=131666640 bytes_sent=131672432 phase=slow_start Destination: 192.168.88.253:42620
[208747.957694] TCP: my_cca: seq=47800 cwnd=18 rtt=108 bytes_acked=131925832 bytes_sent=131933072 phase=slow_start Destination: 192.168.88.253:42620
[208747.961827] TCP: my_cca: seq=47900 cwnd=18 rtt=118 bytes_acked=132174888 bytes_sent=132182128 phase=slow_start Destination: 192.168.88.253:42620
[208747.965300] TCP: my_cca: seq=48000 cwnd=18 rtt=129 bytes_acked=132421048 bytes_sent=132426840 phase=slow_start Destination: 192.168.88.253:42620
[208747.968961] TCP: my_cca: seq=48100 cwnd=18 rtt=100 bytes_acked=132675896 bytes_sent=132681688 phase=slow_start Destination: 192.168.88.253:42620
[208747.973319] TCP: my_cca: seq=48200 cwnd=18 rtt=121 bytes_acked=132956808 bytes_sent=132964048 phase=slow_start Destination: 192.168.88.253:42620
[208747.979469] TCP: my_cca: seq=48300 cwnd=18 rtt=113 bytes_acked=133330392 bytes_sent=133336184 phase=slow_start Destination: 192.168.88.253:42620
[208747.985926] TCP: my_cca: seq=48400 cwnd=18 rtt=123 bytes_acked=133709768 bytes_sent=133717008 phase=slow_start Destination: 192.168.88.253:42620
[208747.991875] TCP: my_cca: seq=48500 cwnd=18 rtt=113 bytes_acked=134063080 bytes_sent=134070320 phase=slow_start Destination: 192.168.88.253:42620
[208747.998017] TCP: my_cca: seq=48600 cwnd=18 rtt=123 bytes_acked=134425080 bytes_sent=134433768 phase=slow_start Destination: 192.168.88.253:42620
[208748.004336] TCP: my_cca: seq=48700 cwnd=18 rtt=176 bytes_acked=134800112 bytes_sent=134807352 phase=slow_start Destination: 192.168.88.253:42620
[208748.008449] TCP: my_cca: seq=48800 cwnd=18 rtt=155 bytes_acked=135062200 bytes_sent=135067992 phase=slow_start Destination: 192.168.88.253:42620
[208748.011872] TCP: my_cca: seq=48900 cwnd=18 rtt=114 bytes_acked=135302568 bytes_sent=135305464 phase=slow_start Destination: 192.168.88.253:42620
[208748.015593] TCP: my_cca: seq=49000 cwnd=18 rtt=112 bytes_acked=135557416 bytes_sent=135564656 phase=slow_start Destination: 192.168.88.253:42620
[208748.019161] TCP: my_cca: seq=49100 cwnd=18 rtt=122 bytes_acked=135797784 bytes_sent=135803576 phase=slow_start Destination: 192.168.88.253:42620
[208748.022679] TCP: my_cca: seq=49200 cwnd=18 rtt=104 bytes_acked=136048288 bytes_sent=136052632 phase=slow_start Destination: 192.168.88.253:42620
[208748.026372] TCP: my_cca: seq=49300 cwnd=18 rtt=86 bytes_acked=136297344 bytes_sent=136301688 phase=slow_start Destination: 192.168.88.253:42620
[208748.030302] TCP: my_cca: seq=49400 cwnd=18 rtt=119 bytes_acked=136553640 bytes_sent=136560880 phase=slow_start Destination: 192.168.88.253:42620
[208748.036476] TCP: my_cca: seq=49500 cwnd=18 rtt=133 bytes_acked=136925776 bytes_sent=136927224 phase=slow_start Destination: 192.168.88.253:42620
[208748.042315] TCP: my_cca: seq=49600 cwnd=18 rtt=120 bytes_acked=137277640 bytes_sent=137284880 phase=slow_start Destination: 192.168.88.253:42620
[208748.048924] TCP: my_cca: seq=49700 cwnd=18 rtt=122 bytes_acked=137633848 bytes_sent=137639640 phase=slow_start Destination: 192.168.88.253:42620
[208748.055213] TCP: my_cca: seq=49800 cwnd=18 rtt=135 bytes_acked=137981368 bytes_sent=137985712 phase=slow_start Destination: 192.168.88.253:42620
[208748.061067] TCP: my_cca: seq=49900 cwnd=18 rtt=120 bytes_acked=138324544 bytes_sent=138331784 phase=slow_start Destination: 192.168.88.253:42620
[208748.066835] TCP: my_cca: seq=50000 cwnd=18 rtt=143 bytes_acked=138673512 bytes_sent=138674960 phase=slow_start Destination: 192.168.88.253:42620
[208748.072614] TCP: my_cca: seq=50100 cwnd=18 rtt=112 bytes_acked=139022480 bytes_sent=139028272 phase=slow_start Destination: 192.168.88.253:42620
[208748.078124] TCP: my_cca: seq=50200 cwnd=18 rtt=108 bytes_acked=139358416 bytes_sent=139364208 phase=slow_start Destination: 192.168.88.253:42620
[208748.083914] TCP: my_cca: seq=50300 cwnd=18 rtt=124 bytes_acked=139703040 bytes_sent=139710280 phase=slow_start Destination: 192.168.88.253:42620
[208748.089823] TCP: my_cca: seq=50400 cwnd=18 rtt=115 bytes_acked=140053456 bytes_sent=140059248 phase=slow_start Destination: 192.168.88.253:42620
[208748.095954] TCP: my_cca: seq=50500 cwnd=18 rtt=145 bytes_acked=140416904 bytes_sent=140418352 phase=slow_start Destination: 192.168.88.253:42620
[208748.102359] TCP: my_cca: seq=50600 cwnd=18 rtt=145 bytes_acked=140787592 bytes_sent=140789040 phase=slow_start Destination: 192.168.88.253:42620
[208748.108915] TCP: my_cca: seq=50700 cwnd=18 rtt=130 bytes_acked=141164072 bytes_sent=141171312 phase=slow_start Destination: 192.168.88.253:42620
[208748.114967] TCP: my_cca: seq=50800 cwnd=18 rtt=115 bytes_acked=141524624 bytes_sent=141530416 phase=slow_start Destination: 192.168.88.253:42620
[208748.121229] TCP: my_cca: seq=50900 cwnd=18 rtt=151 bytes_acked=141892416 bytes_sent=141895312 phase=slow_start Destination: 192.168.88.253:42620
[208748.127386] TCP: my_cca: seq=51000 cwnd=18 rtt=175 bytes_acked=142254416 bytes_sent=142260208 phase=slow_start Destination: 192.168.88.253:42620
[208748.134167] TCP: my_cca: seq=51100 cwnd=18 rtt=148 bytes_acked=142641032 bytes_sent=142648272 phase=slow_start Destination: 192.168.88.253:42620
[208748.140174] TCP: my_cca: seq=51200 cwnd=18 rtt=130 bytes_acked=142987104 bytes_sent=142994344 phase=slow_start Destination: 192.168.88.253:42620
[208748.146683] TCP: my_cca: seq=51300 cwnd=18 rtt=138 bytes_acked=143359240 bytes_sent=143360688 phase=slow_start Destination: 192.168.88.253:42620
[208748.152907] TCP: my_cca: seq=51400 cwnd=18 rtt=141 bytes_acked=143718344 bytes_sent=143719792 phase=slow_start Destination: 192.168.88.253:42620
[208748.159149] TCP: my_cca: seq=51500 cwnd=18 rtt=168 bytes_acked=144089032 bytes_sent=144094824 phase=slow_start Destination: 192.168.88.253:42620
[208748.165519] TCP: my_cca: seq=51600 cwnd=18 rtt=117 bytes_acked=144461168 bytes_sent=144466960 phase=slow_start Destination: 192.168.88.253:42620
[208748.171325] TCP: my_cca: seq=51700 cwnd=18 rtt=146 bytes_acked=144813032 bytes_sent=144814480 phase=slow_start Destination: 192.168.88.253:42620
[208748.176484] TCP: my_cca: seq=51800 cwnd=18 rtt=115 bytes_acked=145130144 bytes_sent=145137384 phase=slow_start Destination: 192.168.88.253:42620
[208748.182050] TCP: my_cca: seq=51900 cwnd=18 rtt=149 bytes_acked=145471872 bytes_sent=145474768 phase=slow_start Destination: 192.168.88.253:42620
[208748.187946] TCP: my_cca: seq=52000 cwnd=18 rtt=148 bytes_acked=145832424 bytes_sent=145833872 phase=slow_start Destination: 192.168.88.253:42620
[208748.193724] TCP: my_cca: seq=52100 cwnd=18 rtt=122 bytes_acked=146179944 bytes_sent=146187184 phase=slow_start Destination: 192.168.88.253:42620
[208748.199665] TCP: my_cca: seq=52200 cwnd=18 rtt=140 bytes_acked=146537600 bytes_sent=146540496 phase=slow_start Destination: 192.168.88.253:42620
[208748.205079] TCP: my_cca: seq=52300 cwnd=18 rtt=114 bytes_acked=146876432 bytes_sent=146882224 phase=slow_start Destination: 192.168.88.253:42620
[208748.210553] TCP: my_cca: seq=52400 cwnd=18 rtt=130 bytes_acked=147203680 bytes_sent=147206576 phase=slow_start Destination: 192.168.88.253:42620
[208748.215906] TCP: my_cca: seq=52500 cwnd=18 rtt=136 bytes_acked=147529480 bytes_sent=147536720 phase=slow_start Destination: 192.168.88.253:42620
[208748.221662] TCP: my_cca: seq=52600 cwnd=18 rtt=131 bytes_acked=147871208 bytes_sent=147878448 phase=slow_start Destination: 192.168.88.253:42620
[208748.227785] TCP: my_cca: seq=52700 cwnd=18 rtt=117 bytes_acked=148233208 bytes_sent=148237552 phase=slow_start Destination: 192.168.88.253:42620
[208748.233320] TCP: my_cca: seq=52800 cwnd=18 rtt=167 bytes_acked=148567696 bytes_sent=148573488 phase=slow_start Destination: 192.168.88.253:42620
[208748.239197] TCP: my_cca: seq=52900 cwnd=18 rtt=137 bytes_acked=148912320 bytes_sent=148915216 phase=slow_start Destination: 192.168.88.253:42620
[208748.244564] TCP: my_cca: seq=53000 cwnd=18 rtt=147 bytes_acked=149242464 bytes_sent=149245360 phase=slow_start Destination: 192.168.88.253:42620
[208748.250755] TCP: my_cca: seq=53100 cwnd=18 rtt=119 bytes_acked=149607360 bytes_sent=149614600 phase=slow_start Destination: 192.168.88.253:42620
[208748.256004] TCP: my_cca: seq=53200 cwnd=18 rtt=148 bytes_acked=149927368 bytes_sent=149934608 phase=slow_start Destination: 192.168.88.253:42620
[208748.261469] TCP: my_cca: seq=53300 cwnd=18 rtt=149 bytes_acked=150245928 bytes_sent=150253168 phase=slow_start Destination: 192.168.88.253:42620
[208748.266428] TCP: my_cca: seq=53400 cwnd=18 rtt=119 bytes_acked=150551456 bytes_sent=150558696 phase=slow_start Destination: 192.168.88.253:42620
[208748.271672] TCP: my_cca: seq=53500 cwnd=18 rtt=154 bytes_acked=150878704 bytes_sent=150884496 phase=slow_start Destination: 192.168.88.253:42620
[208748.277065] TCP: my_cca: seq=53600 cwnd=18 rtt=164 bytes_acked=151203056 bytes_sent=151208848 phase=slow_start Destination: 192.168.88.253:42620
[208748.282123] TCP: my_cca: seq=53700 cwnd=18 rtt=145 bytes_acked=151514376 bytes_sent=151521616 phase=slow_start Destination: 192.168.88.253:42620
[208748.288232] TCP: my_cca: seq=53800 cwnd=18 rtt=116 bytes_acked=151869136 bytes_sent=151877824 phase=slow_start Destination: 192.168.88.253:42620
[208748.295103] TCP: my_cca: seq=53900 cwnd=18 rtt=116 bytes_acked=152216656 bytes_sent=152222448 phase=slow_start Destination: 192.168.88.253:42620
[208748.300454] TCP: my_cca: seq=54000 cwnd=18 rtt=113 bytes_acked=152541008 bytes_sent=152546800 phase=slow_start Destination: 192.168.88.253:42620
[208748.306298] TCP: my_cca: seq=54100 cwnd=18 rtt=140 bytes_acked=152892872 bytes_sent=152894320 phase=slow_start Destination: 192.168.88.253:42620
[208748.311778] TCP: my_cca: seq=54200 cwnd=18 rtt=139 bytes_acked=153227360 bytes_sent=153230256 phase=slow_start Destination: 192.168.88.253:42620
[208748.317528] TCP: my_cca: seq=54300 cwnd=18 rtt=104 bytes_acked=153573432 bytes_sent=153577776 phase=slow_start Destination: 192.168.88.253:42620
[208748.323334] TCP: my_cca: seq=54400 cwnd=18 rtt=114 bytes_acked=153920952 bytes_sent=153928192 phase=slow_start Destination: 192.168.88.253:42620
[208748.328589] TCP: my_cca: seq=54500 cwnd=18 rtt=135 bytes_acked=154242408 bytes_sent=154248200 phase=slow_start Destination: 192.168.88.253:42620
[208748.333681] TCP: my_cca: seq=54600 cwnd=18 rtt=122 bytes_acked=154553728 bytes_sent=154560968 phase=slow_start Destination: 192.168.88.253:42620
[208748.339227] TCP: my_cca: seq=54700 cwnd=18 rtt=134 bytes_acked=154891112 bytes_sent=154892560 phase=slow_start Destination: 192.168.88.253:42620
[208748.344155] TCP: my_cca: seq=54800 cwnd=18 rtt=129 bytes_acked=155198088 bytes_sent=155205328 phase=slow_start Destination: 192.168.88.253:42620
[208748.350660] TCP: my_cca: seq=54900 cwnd=18 rtt=138 bytes_acked=155551400 bytes_sent=155551400 phase=slow_start Destination: 192.168.88.253:42620
[208748.356262] TCP: my_cca: seq=55000 cwnd=18 rtt=112 bytes_acked=155882992 bytes_sent=155888784 phase=slow_start Destination: 192.168.88.253:42620
[208748.361311] TCP: my_cca: seq=55100 cwnd=18 rtt=154 bytes_acked=156194312 bytes_sent=156201552 phase=slow_start Destination: 192.168.88.253:42620
[208748.366558] TCP: my_cca: seq=55200 cwnd=18 rtt=161 bytes_acked=156514320 bytes_sent=156520112 phase=slow_start Destination: 192.168.88.253:42620
[208748.371856] TCP: my_cca: seq=55300 cwnd=18 rtt=117 bytes_acked=156847360 bytes_sent=156854600 phase=slow_start Destination: 192.168.88.253:42620
[208748.377399] TCP: my_cca: seq=55400 cwnd=18 rtt=111 bytes_acked=157186192 bytes_sent=157191984 phase=slow_start Destination: 192.168.88.253:42620
[208748.383364] TCP: my_cca: seq=55500 cwnd=18 rtt=119 bytes_acked=157530816 bytes_sent=157538056 phase=slow_start Destination: 192.168.88.253:42620
[208748.389197] TCP: my_cca: seq=55600 cwnd=18 rtt=138 bytes_acked=157881232 bytes_sent=157887024 phase=slow_start Destination: 192.168.88.253:42620
[208748.394745] TCP: my_cca: seq=55700 cwnd=18 rtt=166 bytes_acked=158215720 bytes_sent=158221512 phase=slow_start Destination: 192.168.88.253:42620
[208748.400554] TCP: my_cca: seq=55800 cwnd=18 rtt=115 bytes_acked=158558896 bytes_sent=158564688 phase=slow_start Destination: 192.168.88.253:42620
[208748.405850] TCP: my_cca: seq=55900 cwnd=18 rtt=121 bytes_acked=158889040 bytes_sent=158894832 phase=slow_start Destination: 192.168.88.253:42620
[208748.412022] TCP: my_cca: seq=56000 cwnd=18 rtt=145 bytes_acked=159255384 bytes_sent=159259728 phase=slow_start Destination: 192.168.88.253:42620
[208748.417531] TCP: my_cca: seq=56100 cwnd=18 rtt=114 bytes_acked=159589872 bytes_sent=159595664 phase=slow_start Destination: 192.168.88.253:42620
[208748.423324] TCP: my_cca: seq=56200 cwnd=18 rtt=116 bytes_acked=159940288 bytes_sent=159947528 phase=slow_start Destination: 192.168.88.253:42620
[208748.429033] TCP: my_cca: seq=56300 cwnd=18 rtt=116 bytes_acked=160284912 bytes_sent=160290704 phase=slow_start Destination: 192.168.88.253:42620
[208748.434677] TCP: my_cca: seq=56400 cwnd=18 rtt=173 bytes_acked=160619400 bytes_sent=160620848 phase=slow_start Destination: 192.168.88.253:42620
[208748.440041] TCP: my_cca: seq=56500 cwnd=18 rtt=119 bytes_acked=160948096 bytes_sent=160955336 phase=slow_start Destination: 192.168.88.253:42620
[208748.445778] TCP: my_cca: seq=56600 cwnd=18 rtt=118 bytes_acked=161295616 bytes_sent=161302856 phase=slow_start Destination: 192.168.88.253:42620
[208748.451917] TCP: my_cca: seq=56700 cwnd=18 rtt=166 bytes_acked=161657616 bytes_sent=161663408 phase=slow_start Destination: 192.168.88.253:42620
[208748.457578] TCP: my_cca: seq=56800 cwnd=18 rtt=105 bytes_acked=161995000 bytes_sent=162002240 phase=slow_start Destination: 192.168.88.253:42620
[208748.463076] TCP: my_cca: seq=56900 cwnd=18 rtt=122 bytes_acked=162320800 bytes_sent=162328040 phase=slow_start Destination: 192.168.88.253:42620
[208748.468858] TCP: my_cca: seq=57000 cwnd=18 rtt=118 bytes_acked=162668320 bytes_sent=162675560 phase=slow_start Destination: 192.168.88.253:42620
[208748.473985] TCP: my_cca: seq=57100 cwnd=18 rtt=125 bytes_acked=162989776 bytes_sent=162995568 phase=slow_start Destination: 192.168.88.253:42620
[208748.479036] TCP: my_cca: seq=57200 cwnd=18 rtt=111 bytes_acked=163302544 bytes_sent=163308336 phase=slow_start Destination: 192.168.88.253:42620
[208748.484226] TCP: my_cca: seq=57300 cwnd=18 rtt=104 bytes_acked=163621104 bytes_sent=163626896 phase=slow_start Destination: 192.168.88.253:42620
[208748.490635] TCP: my_cca: seq=57400 cwnd=18 rtt=134 bytes_acked=163990344 bytes_sent=163991792 phase=slow_start Destination: 192.168.88.253:42620
[208748.496492] TCP: my_cca: seq=57500 cwnd=18 rtt=149 bytes_acked=164339312 bytes_sent=164345104 phase=slow_start Destination: 192.168.88.253:42620
[208748.502559] TCP: my_cca: seq=57600 cwnd=18 rtt=148 bytes_acked=164679592 bytes_sent=164686832 phase=slow_start Destination: 192.168.88.253:42620
[208748.508609] TCP: my_cca: seq=57700 cwnd=18 rtt=114 bytes_acked=165034352 bytes_sent=165043040 phase=slow_start Destination: 192.168.88.253:42620
[208748.515407] TCP: my_cca: seq=57800 cwnd=18 rtt=557 bytes_acked=165392008 bytes_sent=165392008 phase=slow_start Destination: 192.168.88.253:42620
[208748.521878] TCP: my_cca: seq=57900 cwnd=18 rtt=118 bytes_acked=165749664 bytes_sent=165756904 phase=slow_start Destination: 192.168.88.253:42620
[208748.527898] TCP: my_cca: seq=58000 cwnd=18 rtt=122 bytes_acked=166102976 bytes_sent=166110216 phase=slow_start Destination: 192.168.88.253:42620
[208748.533528] TCP: my_cca: seq=58100 cwnd=18 rtt=154 bytes_acked=166446152 bytes_sent=166447600 phase=slow_start Destination: 192.168.88.253:42620
[208748.539352] TCP: my_cca: seq=58200 cwnd=18 rtt=114 bytes_acked=166795120 bytes_sent=166800912 phase=slow_start Destination: 192.168.88.253:42620
[208748.545121] TCP: my_cca: seq=58300 cwnd=18 rtt=120 bytes_acked=167133952 bytes_sent=167141192 phase=slow_start Destination: 192.168.88.253:42620
[208748.550777] TCP: my_cca: seq=58400 cwnd=18 rtt=115 bytes_acked=167481472 bytes_sent=167487264 phase=slow_start Destination: 192.168.88.253:42620
[208748.557059] TCP: my_cca: seq=58500 cwnd=18 rtt=129 bytes_acked=167852160 bytes_sent=167859400 phase=slow_start Destination: 192.168.88.253:42620
[208748.563183] TCP: my_cca: seq=58600 cwnd=18 rtt=167 bytes_acked=168208368 bytes_sent=168214160 phase=slow_start Destination: 192.168.88.253:42620
[208748.569150] TCP: my_cca: seq=58700 cwnd=18 rtt=155 bytes_acked=168560232 bytes_sent=168567472 phase=slow_start Destination: 192.168.88.253:42620
