line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
2,645403.025005,1,10,7240,14480,192.168.88.253,44938,482,,slow_start,
3,645403.033149,100,33,286704,333040,192.168.88.253,44938,1492,,slow_start,
4,645403.038377,200,33,443088,487976,192.168.88.253,44938,1464,,slow_start,
5,645403.043592,300,33,605264,644360,192.168.88.253,44938,1490,,slow_start,
6,645403.053211,400,33,887624,923824,192.168.88.253,44938,1451,,slow_start,
7,645403.065578,500,33,1261208,1297408,192.168.88.253,44938,1416,,slow_start,
8,645403.078611,600,33,1656512,1688368,192.168.88.253,44938,1659,,slow_start,
9,645403.092303,700,33,2061952,2096704,192.168.88.253,44938,1462,,slow_start,
10,645403.105159,800,33,2447120,2480424,192.168.88.253,44938,1356,,slow_start,
11,645403.117101,900,33,2801880,2839528,192.168.88.253,44938,1367,,slow_start,
12,645403.128993,1000,33,3158088,3198632,192.168.88.253,44938,1318,,slow_start,
13,645403.140616,1100,33,3508504,3538912,192.168.88.253,44938,1451,,slow_start,
14,645403.154083,1200,33,3909600,3947248,192.168.88.253,44938,1504,,slow_start,
15,645403.166294,1300,33,4275944,4304904,192.168.88.253,44938,1288,,slow_start,
16,645403.178213,1400,33,4632152,4675592,192.168.88.253,44938,1505,,slow_start,
17,645403.190575,1500,33,4997048,5033248,192.168.88.253,44938,1410,,slow_start,
18,645403.204658,1600,33,5422760,5457512,192.168.88.253,44938,1476,,slow_start,
19,645403.219767,1700,33,5871640,5904944,192.168.88.253,44938,1483,,slow_start,
20,645403.232417,1800,33,6249568,6278528,192.168.88.253,44938,1554,,slow_start,
21,645403.245319,1900,33,6628944,6670936,192.168.88.253,44938,1154,,slow_start,
22,645403.260244,2000,33,7083616,7125608,192.168.88.253,44938,1364,,slow_start,
23,645403.296002,2100,33,8146448,8169616,192.168.88.253,44938,1352,,slow_start,
24,645403.324168,2200,33,8990632,9018144,192.168.88.253,44938,1306,,slow_start,
25,645403.356026,2300,33,9943416,9970928,192.168.88.253,44938,1401,,slow_start,
26,645403.395422,2400,33,11114848,11135120,192.168.88.253,44938,1593,,slow_start,
27,645403.426968,2500,33,12063288,12106728,192.168.88.253,44938,1480,,slow_start,
28,645403.460194,2600,33,13047928,13085576,192.168.88.253,44938,1212,,slow_start,
29,645403.485852,2700,33,13816816,13845776,192.168.88.253,44938,1425,,slow_start,
30,645403.513487,2800,33,14645072,14669688,192.168.88.253,44938,1290,,slow_start,
31,645403.539275,2900,33,15416856,15450160,192.168.88.253,44938,1311,,slow_start,
32,645403.580069,3000,33,16634624,16662136,192.168.88.253,44938,1399,,slow_start,
33,645403.610321,3100,33,17548312,17585960,192.168.88.253,44938,1380,,slow_start,
34,645403.643169,3200,33,18527160,18567704,192.168.88.253,44938,1581,,slow_start,
35,645403.676494,3300,33,19517592,19556688,192.168.88.253,44938,1426,,slow_start,
36,645403.701540,3400,33,20267656,20305304,192.168.88.253,44938,1538,,slow_start,
37,645403.733462,3500,33,21221888,21255192,192.168.88.253,44938,1158,,slow_start,
38,645403.761921,3600,33,22071864,22093584,192.168.88.253,44938,1626,,slow_start,
39,645403.799114,3700,33,23189720,23233160,192.168.88.253,44938,1629,,slow_start,
40,645403.827583,3800,33,24039696,24080240,192.168.88.253,44938,1237,,slow_start,
41,645403.859798,3900,33,24998272,25043160,192.168.88.253,44938,1428,,slow_start,
42,645403.897317,4000,33,26113232,26140744,192.168.88.253,44938,1515,,slow_start,
43,645403.917216,4100,33,26718496,26763384,192.168.88.253,44938,1527,,slow_start,
