line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
101,335659.775617,1,10,192.168.88.253,40504,184,,slow_start,
102,335659.776514,15,77,192.168.88.253,40504,443,,loss_recovery,
103,335659.777155,28,38,192.168.88.253,40504,296,,congestion_avoidance,
104,335659.778051,100,39,192.168.88.253,40504,465,,congestion_avoidance,
105,335659.779588,200,43,192.168.88.253,40504,416,,congestion_avoidance,
106,335659.780860,300,45,192.168.88.253,40504,472,,congestion_avoidance,
107,335659.783587,400,50,192.168.88.253,40504,519,,congestion_avoidance,
108,335659.792249,500,56,192.168.88.253,40504,625,,congestion_avoidance,
109,335659.794855,569,60,192.168.88.253,40504,410,,loss_recovery,
110,335659.795357,586,30,192.168.88.253,40504,294,,congestion_avoidance,
111,335659.795849,600,31,192.168.88.253,40504,246,,congestion_avoidance,
112,335659.805414,700,45,192.168.88.253,40504,404,,congestion_avoidance,
113,335659.811378,800,55,192.168.88.253,40504,481,,congestion_avoidance,
114,335659.814679,837,60,192.168.88.253,40504,525,,loss_recovery,
115,335659.815164,845,30,192.168.88.253,40504,527,,congestion_avoidance,
116,335659.819173,900,39,192.168.88.253,40504,331,,congestion_avoidance,
117,335659.828948,1000,55,192.168.88.253,40504,606,,congestion_avoidance,
118,335659.835083,1088,63,192.168.88.253,40504,489,,loss_recovery,
119,335659.863047,1700,47,192.168.88.253,40504,567,,congestion_avoidance,
120,335659.867043,1800,54,192.168.88.253,40504,567,,congestion_avoidance,
121,335659.870372,1900,58,192.168.88.253,40504,629,,congestion_avoidance,
122,335659.874157,2000,63,192.168.88.253,40504,664,,congestion_avoidance,
123,335659.877474,2100,67,192.168.88.253,40504,622,,congestion_avoidance,
124,335659.881195,2200,72,192.168.88.253,40504,567,,congestion_avoidance,
125,335659.884864,2300,76,192.168.88.253,40504,677,,congestion_avoidance,
126,335659.888366,2400,79,192.168.88.253,40504,936,,congestion_avoidance,
127,335659.890179,2451,81,192.168.88.253,40504,744,,loss_recovery,
128,335659.890688,2467,40,192.168.88.253,40504,366,,congestion_avoidance,
129,335659.891721,2500,42,192.168.88.253,40504,364,,congestion_avoidance,
130,335659.897391,2600,51,192.168.88.253,40504,586,,congestion_avoidance,
131,335659.902558,2700,59,192.168.88.253,40504,542,,congestion_avoidance,
132,335659.902999,2710,60,192.168.88.253,40504,459,,loss_recovery,
133,335659.903592,2720,30,192.168.88.253,40504,387,,congestion_avoidance,
134,335659.907672,2800,39,192.168.88.253,40504,444,,congestion_avoidance,
135,335659.912531,2900,49,192.168.88.253,40504,470,,congestion_avoidance,
136,335659.917606,3000,56,192.168.88.253,40504,532,,congestion_avoidance,
137,335659.918883,3025,58,192.168.88.253,40504,451,,loss_recovery,
138,335659.919436,3036,29,192.168.88.253,40504,284,,congestion_avoidance,
139,335659.922749,3100,37,192.168.88.253,40504,380,,congestion_avoidance,
140,335659.927702,3200,47,192.168.88.253,40504,567,,congestion_avoidance,
141,335659.932579,3300,54,192.168.88.253,40504,454,,congestion_avoidance,
142,335659.937529,3400,61,192.168.88.253,40504,683,,congestion_avoidance,
143,335659.937906,3407,62,192.168.88.253,40504,477,,loss_recovery,
144,335659.938431,3419,31,192.168.88.253,40504,256,,congestion_avoidance,
145,335659.942491,3500,40,192.168.88.253,40504,356,,congestion_avoidance,
146,335659.947658,3600,49,192.168.88.253,40504,412,,congestion_avoidance,
147,335659.952829,3700,57,192.168.88.253,40504,584,,congestion_avoidance,
148,335659.955991,3759,62,192.168.88.253,40504,557,,loss_recovery,
149,335659.956537,3769,31,192.168.88.253,40504,311,,congestion_avoidance,
150,335659.958126,3800,35,192.168.88.253,40504,265,,congestion_avoidance,
151,335659.963419,3900,46,192.168.88.253,40504,457,,congestion_avoidance,
152,335659.968850,4000,54,192.168.88.253,40504,556,,congestion_avoidance,
153,335659.973797,4100,61,192.168.88.253,40504,683,,congestion_avoidance,
154,335659.974995,4121,63,192.168.88.253,40504,565,,loss_recovery,
155,335659.975563,4131,31,192.168.88.253,40504,302,,congestion_avoidance,
156,335659.979091,4200,39,192.168.88.253,40504,441,,congestion_avoidance,
157,335659.983915,4300,48,192.168.88.253,40504,394,,congestion_avoidance,
158,335659.988652,4400,55,192.168.88.253,40504,651,,congestion_avoidance,
159,335659.993855,4500,63,192.168.88.253,40504,702,,congestion_avoidance,
160,335659.995105,4526,64,192.168.88.253,40504,564,,loss_recovery,
161,335659.995582,4535,32,192.168.88.253,40504,247,,congestion_avoidance,
162,335659.998691,4600,39,192.168.88.253,40504,406,,congestion_avoidance,
163,335660.003460,4700,48,192.168.88.253,40504,524,,congestion_avoidance,
164,335660.008419,4800,56,192.168.88.253,40504,560,,congestion_avoidance,
165,335660.012997,4900,62,192.168.88.253,40504,715,,congestion_avoidance,
166,335660.013095,4902,62,192.168.88.253,40504,450,,loss_recovery,
167,335660.013584,4913,31,192.168.88.253,40504,251,,congestion_avoidance,
168,335660.017632,5000,40,192.168.88.253,40504,348,,congestion_avoidance,
169,335660.022005,5100,48,192.168.88.253,40504,378,,congestion_avoidance,
170,335660.026707,5200,55,192.168.88.253,40504,661,,congestion_avoidance,
171,335660.031082,5300,62,192.168.88.253,40504,547,,congestion_avoidance,
