line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,210249.877319,1,10,7240,14480,192.168.88.253,43692,257,,slow_start,
2,210249.877757,17,15,46336,75296,192.168.88.253,43692,132,,fast_retransmit,
3,210249.878243,31,22,91224,124528,192.168.88.253,43692,137,,congestion_avoidance,
4,210249.878563,39,13,107152,144800,192.168.88.253,43692,130,,fast_retransmit,
5,210249.879010,49,11,139008,166520,192.168.88.253,43692,109,,congestion_avoidance,
6,210249.880966,100,17,302632,340280,192.168.88.253,43692,136,,congestion_avoidance,
7,210249.882152,142,13,437296,483632,192.168.88.253,43692,176,,fast_retransmit,
8,210249.882398,146,11,463360,499560,192.168.88.253,43692,107,,congestion_avoidance,
9,210249.884207,200,19,657392,700832,192.168.88.253,43692,173,,congestion_avoidance,
10,210249.884450,207,18,674768,729792,192.168.88.253,43692,233,,fast_retransmit,
11,210249.884654,210,10,708072,742824,192.168.88.253,43692,126,,congestion_avoidance,
12,210249.886733,276,15,915136,967264,192.168.88.253,43692,157,,fast_retransmit,
13,210249.887089,282,10,952784,990432,192.168.88.253,43692,133,,congestion_avoidance,
14,210249.887768,300,13,1006360,1049800,192.168.88.253,43692,137,,congestion_avoidance,
15,210249.889498,357,14,1198944,1256864,192.168.88.253,43692,221,,fast_retransmit,
16,210249.889782,365,10,1230800,1275688,192.168.88.253,43692,133,,congestion_avoidance,
17,210249.890999,400,13,1326368,1374152,192.168.88.253,43692,160,,congestion_avoidance,
18,210249.892567,453,13,1503024,1563840,192.168.88.253,43692,210,,fast_retransmit,
19,210249.892926,461,10,1537776,1588456,192.168.88.253,43692,126,,congestion_avoidance,
20,210249.894274,500,15,1659408,1715880,192.168.88.253,43692,124,,congestion_avoidance,
21,210249.895102,530,12,1749184,1808552,192.168.88.253,43692,178,,fast_retransmit,
22,210249.895342,533,10,1770904,1818688,192.168.88.253,43692,114,,congestion_avoidance,
23,210249.897598,600,20,2009824,2073536,192.168.88.253,43692,202,,congestion_avoidance,
24,210249.898150,619,15,2070640,2135800,192.168.88.253,43692,197,,fast_retransmit,
25,210249.898659,626,11,2109736,2164760,192.168.88.253,43692,121,,congestion_avoidance,
26,210249.901948,677,18,2377616,2451464,192.168.88.253,43692,356,,fast_retransmit,
27,210249.902146,680,11,2408024,2461600,192.168.88.253,43692,168,,congestion_avoidance,
28,210249.903473,700,15,2489112,2552824,192.168.88.253,43692,143,,congestion_avoidance,
29,210249.904421,723,14,2578888,2646944,192.168.88.253,43692,156,,fast_retransmit,
30,210249.905016,731,9,2615088,2671560,192.168.88.253,43692,194,,congestion_avoidance,
31,210249.907757,790,18,2843872,2923512,192.168.88.253,43692,305,,fast_retransmit,
32,210249.908178,797,10,2882968,2943784,192.168.88.253,43692,172,,congestion_avoidance,
33,210249.908390,800,11,2893104,2958264,192.168.88.253,43692,193,,congestion_avoidance,
34,210249.910407,847,17,3066864,3147952,192.168.88.253,43692,280,,fast_retransmit,
35,210249.910632,851,9,3095824,3158088,192.168.88.253,43692,146,,congestion_avoidance,
36,210249.912540,900,18,3276824,3352120,192.168.88.253,43692,169,,congestion_avoidance,
37,210249.913052,918,19,3330400,3414384,192.168.88.253,43692,207,,fast_retransmit,
38,210249.913319,924,10,3365152,3433208,192.168.88.253,43692,113,,congestion_avoidance,
39,210249.914745,971,15,3507056,3591040,192.168.88.253,43692,159,,fast_retransmit,
40,210249.915027,975,8,3537464,3606968,192.168.88.253,43692,150,,congestion_avoidance,
