line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,328639.194595,1,10,7240,14480,192.168.88.253,58526,383,,slow_start,
2,328639.195391,12,39,44888,98464,192.168.88.253,58526,423,,loss_recovery,
3,328639.195689,19,17,60816,112944,192.168.88.253,58526,546,,fast_retransmit,
4,328639.196188,23,19,97016,143352,192.168.88.253,58526,317,,congestion_avoidance,
5,328639.198532,57,18,218648,279464,192.168.88.253,58526,442,,fast_retransmit,
6,328639.198910,63,11,257744,289600,192.168.88.253,58526,239,,congestion_avoidance,
7,328639.201975,100,18,430056,476392,192.168.88.253,58526,207,,congestion_avoidance,
8,328639.205034,129,19,598024,657392,192.168.88.253,58526,428,,fast_retransmit,
9,328639.205658,134,12,637120,671872,192.168.88.253,58526,409,,congestion_avoidance,
10,328639.212335,191,19,1015048,1078760,192.168.88.253,58526,534,,fast_retransmit,
11,328639.213037,199,13,1067176,1109168,192.168.88.253,58526,351,,congestion_avoidance,
12,328639.213148,200,13,1074416,1113512,192.168.88.253,58526,281,,congestion_avoidance,
13,328639.217723,237,13,1320576,1375600,192.168.88.253,58526,328,,fast_retransmit,
14,328639.218055,241,11,1345192,1392976,192.168.88.253,58526,204,,congestion_avoidance,
15,328639.224396,300,24,1708640,1768008,192.168.88.253,58526,589,,congestion_avoidance,
16,328639.224806,304,21,1727464,1799864,192.168.88.253,58526,364,,fast_retransmit,
17,328639.225365,311,12,1766560,1820136,192.168.88.253,58526,402,,congestion_avoidance,
18,328639.231443,367,22,2101048,2174896,192.168.88.253,58526,278,,fast_retransmit,
19,328639.232035,372,11,2145936,2196616,192.168.88.253,58526,219,,congestion_avoidance,
20,328639.235067,400,19,2319696,2379064,192.168.88.253,58526,362,,congestion_avoidance,
21,328639.237163,421,16,2426848,2494904,192.168.88.253,58526,302,,fast_retransmit,
22,328639.237407,424,11,2454360,2505040,192.168.88.253,58526,162,,congestion_avoidance,
23,328639.242990,474,23,2768576,2842424,192.168.88.253,58526,379,,loss_recovery,
24,328639.243812,481,11,2797536,2858352,192.168.88.253,58526,234,,congestion_avoidance,
25,328639.245862,500,15,2897448,2971296,192.168.88.253,58526,404,,congestion_avoidance,
26,328639.248877,527,17,3062520,3145056,192.168.88.253,58526,360,,fast_retransmit,
27,328639.249192,531,11,3091480,3160984,192.168.88.253,58526,291,,congestion_avoidance,
28,328639.254568,580,21,3397008,3488232,192.168.88.253,58526,319,,fast_retransmit,
29,328639.255066,585,11,3436104,3507056,192.168.88.253,58526,289,,congestion_avoidance,
30,328639.256700,600,15,3520088,3598280,192.168.88.253,58526,285,,congestion_avoidance,
31,328639.260492,633,19,3719912,3811136,192.168.88.253,58526,484,,fast_retransmit,
32,328639.260884,638,11,3757560,3828512,192.168.88.253,58526,236,,congestion_avoidance,
33,328639.266465,692,13,4061640,4147072,192.168.88.253,58526,534,,fast_retransmit,
34,328639.266758,696,11,4086256,4164448,192.168.88.253,58526,164,,congestion_avoidance,
35,328639.267191,700,12,4106528,4180376,192.168.88.253,58526,273,,congestion_avoidance,
36,328639.272943,752,24,4439568,4543824,192.168.88.253,58526,420,,loss_recovery,
37,328639.273639,758,12,4467080,4558304,192.168.88.253,58526,749,,congestion_avoidance,
38,328639.277858,800,20,4703104,4805912,192.168.88.253,58526,363,,congestion_avoidance,
39,328639.279982,820,24,4829080,4946368,192.168.88.253,58526,476,,loss_recovery,
40,328639.280482,826,12,4859488,4952160,192.168.88.253,58526,196,,congestion_avoidance,
41,328639.285835,880,24,5173704,5302576,192.168.88.253,58526,277,,loss_recovery,
42,328639.286550,887,12,5208456,5317056,192.168.88.253,58526,335,,congestion_avoidance,
43,328639.288000,900,15,5289544,5399592,192.168.88.253,58526,318,,congestion_avoidance,
44,328639.292961,944,18,5571904,5709464,192.168.88.253,58526,382,,fast_retransmit,
45,328639.293471,952,12,5611000,5735528,192.168.88.253,58526,318,,congestion_avoidance,
46,328639.298411,1000,22,5899152,6032368,192.168.88.253,58526,299,,congestion_avoidance,
47,328639.299219,1009,19,5931008,6077256,192.168.88.253,58526,457,,fast_retransmit,
48,328639.299959,1018,12,5975896,6107664,192.168.88.253,58526,298,,congestion_avoidance,
49,328639.305273,1072,24,6285768,6436360,192.168.88.253,58526,481,,loss_recovery,
50,328639.305652,1076,10,6304592,6446496,192.168.88.253,58526,549,,fast_retransmit,
51,328639.305894,1079,12,6324864,6460976,192.168.88.253,58526,206,,congestion_avoidance,
52,328639.307922,1100,16,6436360,6573920,192.168.88.253,58526,364,,congestion_avoidance,
53,328639.310945,1131,15,6599984,6750576,192.168.88.253,58526,528,,fast_retransmit,
54,328639.311250,1135,11,6626048,6766504,192.168.88.253,58526,223,,congestion_avoidance,
55,328639.316397,1183,23,6925784,7085064,192.168.88.253,58526,543,,loss_recovery,
56,328639.317110,1188,11,6957640,7108232,192.168.88.253,58526,263,,congestion_avoidance,
57,328639.318206,1200,14,7014112,7163256,192.168.88.253,58526,305,,congestion_avoidance,
58,328639.320854,1225,17,7157464,7323984,192.168.88.253,58526,277,,fast_retransmit,
59,328639.321308,1229,11,7187872,7337016,192.168.88.253,58526,345,,congestion_avoidance,
60,328639.325542,1271,16,7419552,7590416,192.168.88.253,58526,499,,fast_retransmit,
61,328639.326185,1278,10,7462992,7616480,192.168.88.253,58526,200,,congestion_avoidance,
62,328639.328246,1300,15,7575936,7738112,192.168.88.253,58526,170,,congestion_avoidance,
63,328639.332166,1338,23,7810512,7977032,192.168.88.253,58526,401,,loss_recovery,
64,328639.332589,1343,11,7832232,7998752,192.168.88.253,58526,276,,congestion_avoidance,
65,328639.336895,1381,20,8068256,8256496,192.168.88.253,58526,333,,fast_retransmit,
66,328639.337246,1385,10,8103008,8268080,192.168.88.253,58526,213,,congestion_avoidance,
67,328639.338731,1400,13,8176856,8346272,192.168.88.253,58526,294,,congestion_avoidance,
68,328639.342630,1444,17,8389712,8575056,192.168.88.253,58526,387,,fast_retransmit,
69,328639.342977,1448,11,8420120,8588088,192.168.88.253,58526,269,,congestion_avoidance,
70,328639.348036,1500,23,8718408,8899408,192.168.88.253,58526,424,,congestion_avoidance,
71,328639.348266,1503,23,8734336,8934160,192.168.88.253,58526,447,,loss_recovery,
72,328639.348940,1509,11,8763296,8941400,192.168.88.253,58526,719,,congestion_avoidance,
73,328639.354774,1569,22,9084752,9296160,192.168.88.253,58526,325,,loss_recovery,
74,328639.355393,1575,11,9113712,9303400,192.168.88.253,58526,667,,congestion_avoidance,
75,328639.357818,1600,15,9241136,9438064,192.168.88.253,58526,263,,congestion_avoidance,
76,328639.362527,1648,22,9510464,9730560,192.168.88.253,58526,350,,fast_retransmit,
77,328639.362977,1654,12,9549560,9750832,192.168.88.253,58526,235,,congestion_avoidance,
78,328639.367418,1700,21,9804408,10014368,192.168.88.253,58526,320,,congestion_avoidance,
79,328639.369452,1719,20,9910112,10128760,192.168.88.253,58526,481,,fast_retransmit,
80,328639.370001,1726,12,9946312,10147584,192.168.88.253,58526,179,,congestion_avoidance,
81,328639.375284,1774,21,10230120,10457456,192.168.88.253,58526,500,,fast_retransmit,
82,328639.375681,1779,11,10266320,10474832,192.168.88.253,58526,258,,congestion_avoidance,
83,328639.377497,1800,15,10369128,10573296,192.168.88.253,58526,323,,congestion_avoidance,
84,328639.380856,1834,21,10557368,10786152,192.168.88.253,58526,317,,fast_retransmit,
85,328639.381264,1839,11,10592120,10799184,192.168.88.253,58526,343,,congestion_avoidance,
86,328639.385887,1890,18,10855656,11085888,192.168.88.253,58526,345,,fast_retransmit,
87,328639.386377,1894,11,10888960,11097472,192.168.88.253,58526,462,,congestion_avoidance,
88,328639.386913,1900,12,10915024,11126432,192.168.88.253,58526,238,,congestion_avoidance,
89,328639.390798,1945,16,11129328,11358112,192.168.88.253,58526,337,,fast_retransmit,
90,328639.391159,1948,10,11161184,11368248,192.168.88.253,58526,164,,congestion_avoidance,
91,328639.395403,2000,20,11404448,11628888,192.168.88.253,58526,325,,congestion_avoidance,
92,328639.396704,2015,16,11476848,11708528,192.168.88.253,58526,246,,fast_retransmit,
93,328639.397350,2020,11,11514496,11730248,192.168.88.253,58526,290,,congestion_avoidance,
94,328639.400990,2061,19,11721560,11948896,192.168.88.253,58526,583,,loss_recovery,
95,328639.401406,2067,9,11747624,11960480,192.168.88.253,58526,265,,congestion_avoidance,
96,328639.404413,2100,17,11909800,12129896,192.168.88.253,58526,391,,congestion_avoidance,
97,328639.406450,2122,16,12028536,12261664,192.168.88.253,58526,259,,fast_retransmit,
98,328639.406815,2126,11,12056048,12274696,192.168.88.253,58526,344,,congestion_avoidance,
99,328639.411395,2171,21,12313792,12555608,192.168.88.253,58526,348,,fast_retransmit,
100,328639.411769,2175,11,12349992,12567192,192.168.88.253,58526,323,,congestion_avoidance,
101,328639.414020,2200,17,12474520,12698960,192.168.88.253,58526,364,,congestion_avoidance,
102,328639.416846,2237,23,12639592,12891544,192.168.88.253,58526,453,,loss_recovery,
103,328639.417363,2242,11,12670000,12897336,192.168.88.253,58526,570,,congestion_avoidance,
104,328639.422042,2300,22,12937880,13182592,192.168.88.253,58526,486,,congestion_avoidance,
105,328639.423306,2316,16,12998696,13246304,192.168.88.253,58526,510,,fast_retransmit,
106,328639.423593,2320,12,13026208,13259336,192.168.88.253,58526,177,,congestion_avoidance,
