line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
2,307604.967054,1,10,7240,14480,192.168.88.253,57288,604,,slow_start,
3,307604.967718,13,41,46336,104256,192.168.88.253,57288,391,,loss_recovery,
4,307604.968151,28,20,89776,136112,192.168.88.253,57288,391,,congestion_avoidance,
5,307604.969893,100,24,236024,286704,192.168.88.253,57288,318,,congestion_avoidance,
6,307604.972688,200,30,464808,528520,192.168.88.253,57288,452,,congestion_avoidance,
7,307604.974137,255,34,628432,679112,192.168.88.253,57288,371,,loss_recovery,
8,307604.974459,257,17,632776,697936,192.168.88.253,57288,299,,congestion_avoidance,
9,307604.975648,300,20,716760,787712,192.168.88.253,57288,349,,congestion_avoidance,
10,307604.978935,400,27,980296,1068624,192.168.88.253,57288,288,,congestion_avoidance,
11,307604.982856,433,34,1287272,1397320,192.168.88.253,57288,350,,loss_recovery,
12,307604.983510,436,17,1322024,1421936,192.168.88.253,57288,286,,congestion_avoidance,
13,307605.202845,477,34,1944664,2093808,192.168.88.253,57288,429,,loss_recovery,
14,307605.203144,478,17,1949008,2116976,192.168.88.253,57288,253,,congestion_avoidance,
15,307605.204166,500,18,2030096,2193720,192.168.88.253,57288,219,,congestion_avoidance,
16,307605.210524,580,34,2615088,2797536,192.168.88.253,57288,380,,loss_recovery,
17,307605.210887,585,17,2635360,2822152,192.168.88.253,57288,232,,congestion_avoidance,
18,307605.211848,600,19,2713552,2903240,192.168.88.253,57288,283,,congestion_avoidance,
19,307605.217915,700,34,3308680,3525880,192.168.88.253,57288,529,,congestion_avoidance,
20,307605.219089,725,37,3453480,3676472,192.168.88.253,57288,407,,loss_recovery,
21,307605.219449,731,18,3489680,3702536,192.168.88.253,57288,292,,congestion_avoidance,
22,307605.223641,800,29,3870504,4106528,192.168.88.253,57288,474,,congestion_avoidance,
23,307605.226017,844,35,4149968,4410608,192.168.88.253,57288,312,,loss_recovery,
24,307605.226323,849,17,4174584,4435224,192.168.88.253,57288,163,,congestion_avoidance,
25,307605.229054,900,25,4423640,4706000,192.168.88.253,57288,331,,congestion_avoidance,
26,307605.233290,980,36,4901480,5199768,192.168.88.253,57288,349,,loss_recovery,
27,307605.233642,988,18,4934784,5224384,192.168.88.253,57288,291,,congestion_avoidance,
28,307605.234326,1000,20,4992704,5280856,192.168.88.253,57288,303,,congestion_avoidance,
