line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
88,212360.012937,1,10,2896,14480,192.168.88.253,55400,224,,slow_start,
89,212360.015648,100,32,315664,335936,192.168.88.253,55400,172,,slow_start,
90,212360.018586,200,32,640016,660288,192.168.88.253,55400,231,,slow_start,
91,212360.022268,300,32,1004912,1022288,192.168.88.253,55400,170,,slow_start,
92,212360.025224,400,32,1335056,1355328,192.168.88.253,55400,173,,slow_start,
93,212360.027849,500,32,1644928,1659408,192.168.88.253,55400,195,,slow_start,
94,212360.042978,600,32,2021408,2040232,192.168.88.253,55400,132,,slow_start,
95,212360.045592,700,32,2325488,2344312,192.168.88.253,55400,175,,slow_start,
96,212360.052933,800,32,2686040,2703416,192.168.88.253,55400,189,,slow_start,
97,212360.055448,900,32,2977088,2993016,192.168.88.253,55400,228,,slow_start,
98,212360.057860,1000,32,3263792,3282616,192.168.88.253,55400,184,,slow_start,
99,212360.060433,1100,32,3564976,3583800,192.168.88.253,55400,199,,slow_start,
100,212360.062904,1200,32,3857472,3873400,192.168.88.253,55400,187,,slow_start,
101,212360.066828,1300,32,4176032,4197752,192.168.88.253,55400,168,,slow_start,
102,212360.069416,1400,32,4483008,4498936,192.168.88.253,55400,166,,slow_start,
103,212360.072596,1500,32,4821840,4843560,192.168.88.253,55400,184,,slow_start,
104,212360.075289,1600,32,5133160,5147640,192.168.88.253,55400,190,,slow_start,
105,212360.077798,1700,32,5430000,5445928,192.168.88.253,55400,132,,slow_start,
106,212360.080240,1800,32,5716704,5735528,192.168.88.253,55400,137,,slow_start,
107,212360.083156,1900,32,6029472,6048296,192.168.88.253,55400,153,,slow_start,
108,212360.085675,2000,32,6326312,6340792,192.168.88.253,55400,194,,slow_start,
109,212360.088120,2100,32,6614464,6630392,192.168.88.253,55400,194,,slow_start,
110,212360.090610,2200,32,6906960,6928680,192.168.88.253,55400,189,,slow_start,
111,212360.093571,2300,32,7234208,7253032,192.168.88.253,55400,152,,slow_start,
112,212360.096825,2400,32,7587520,7603448,192.168.88.253,55400,194,,slow_start,
113,212360.099903,2500,32,7926352,7948072,192.168.88.253,55400,164,,slow_start,
114,212360.102383,2600,32,8218848,8240568,192.168.88.253,55400,162,,slow_start,
115,212360.104955,2700,32,8520032,8538856,192.168.88.253,55400,140,,slow_start,
116,212360.107562,2800,32,8824112,8842936,192.168.88.253,55400,193,,slow_start,
117,212360.110097,2900,32,9125296,9144120,192.168.88.253,55400,142,,slow_start,
118,212360.113353,3000,32,9478608,9500328,192.168.88.253,55400,211,,slow_start,
119,212360.118232,3100,32,9941968,9963688,192.168.88.253,55400,188,,slow_start,
120,212360.122838,3200,32,10400984,10418360,192.168.88.253,55400,160,,slow_start,
121,212360.126963,3300,32,10825248,10846968,192.168.88.253,55400,124,,slow_start,
122,212360.131430,3400,32,11282816,11298744,192.168.88.253,55400,189,,slow_start,
123,212360.136237,3500,32,11763552,11785272,192.168.88.253,55400,130,,slow_start,
124,212360.140617,3600,32,12210984,12225464,192.168.88.253,55400,196,,slow_start,
125,212360.144566,3700,32,12643936,12665656,192.168.88.253,55400,129,,slow_start,
126,212360.148486,3800,32,13069648,13082680,192.168.88.253,55400,168,,slow_start,
127,212360.152562,3900,32,13498256,13511288,192.168.88.253,55400,177,,slow_start,
128,212360.157157,4000,32,13957272,13974648,192.168.88.253,55400,161,,slow_start,
129,212360.161966,4100,32,14426424,14448144,192.168.88.253,55400,153,,slow_start,
130,212360.165975,4200,32,14844896,14866616,192.168.88.253,55400,131,,slow_start,
131,212360.169967,4300,32,15286536,15306808,192.168.88.253,55400,140,,slow_start,
132,212360.174172,4400,32,15728176,15747000,192.168.88.253,55400,167,,slow_start,
133,212360.178085,4500,32,16142304,16162576,192.168.88.253,55400,139,,slow_start,
134,212360.182144,4600,32,16583944,16602768,192.168.88.253,55400,137,,slow_start,
135,212360.186495,4700,32,17014000,17032824,192.168.88.253,55400,182,,slow_start,
136,212360.190466,4800,32,17428128,17449848,192.168.88.253,55400,132,,slow_start,
137,212360.195152,4900,32,17895832,17913208,192.168.88.253,55400,152,,slow_start,
138,212360.199439,5000,32,18327336,18341816,192.168.88.253,55400,259,,slow_start,
139,212360.204237,5100,32,18809520,18828344,192.168.88.253,55400,213,,slow_start,
140,212360.208339,5200,32,19235232,19255504,192.168.88.253,55400,131,,slow_start,
141,212360.212362,5300,32,19672528,19694248,192.168.88.253,55400,203,,slow_start,
142,212360.216365,5400,32,20117064,20135888,192.168.88.253,55400,134,,slow_start,
143,212360.220445,5500,32,20571736,20589112,192.168.88.253,55400,152,,slow_start,
144,212360.224358,5600,32,20993104,21006136,192.168.88.253,55400,209,,slow_start,
145,212360.228503,5700,32,21444880,21457912,192.168.88.253,55400,204,,slow_start,
146,212360.232584,5800,32,21895208,21898104,192.168.88.253,55400,257,,slow_start,
147,212360.236771,5900,32,22312232,22326712,192.168.88.253,55400,284,,slow_start,
148,212360.240971,6000,32,22727808,22743736,192.168.88.253,55400,176,,slow_start,
149,212360.244325,6100,32,23072432,23091256,192.168.88.253,55400,180,,slow_start,
150,212360.248522,6200,32,23498144,23516968,192.168.88.253,55400,139,,slow_start,
151,212360.251406,6300,32,23816704,23832632,192.168.88.253,55400,200,,slow_start,
152,212360.254159,6400,32,24135264,24156984,192.168.88.253,55400,157,,slow_start,
