line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
14,89010.212126,1,10,192.168.88.253,34614,192,,slow_start,
15,89010.213104,32,65,192.168.88.253,34614,405,,loss_recovery,
16,89010.213618,73,32,192.168.88.253,34614,287,,congestion_avoidance,
17,89010.213945,100,32,192.168.88.253,34614,366,,congestion_avoidance,
18,89010.215470,200,36,192.168.88.253,34614,258,,congestion_avoidance,
19,89010.216746,300,39,192.168.88.253,34614,354,,congestion_avoidance,
20,89010.218598,400,42,192.168.88.253,34614,450,,congestion_avoidance,
21,89010.221726,500,48,192.168.88.253,34614,570,,congestion_avoidance,
22,89010.224888,600,53,192.168.88.253,34614,560,,congestion_avoidance,
23,89010.227236,670,57,192.168.88.253,34614,489,,loss_recovery,
24,89010.227716,685,28,192.168.88.253,34614,251,,congestion_avoidance,
25,89010.228251,700,29,192.168.88.253,34614,249,,congestion_avoidance,
26,89010.231617,800,37,192.168.88.253,34614,338,,congestion_avoidance,
27,89010.234958,900,44,192.168.88.253,34614,411,,congestion_avoidance,
28,89010.238222,1000,50,192.168.88.253,34614,580,,congestion_avoidance,
29,89010.241467,1100,55,192.168.88.253,34614,495,,congestion_avoidance,
30,89010.245215,1199,60,192.168.88.253,34614,523,,loss_recovery,
31,89010.245250,1200,38,192.168.88.253,34614,559,,loss_recovery,
32,89010.245721,1212,30,192.168.88.253,34614,285,,congestion_avoidance,
33,89010.248885,1300,37,192.168.88.253,34614,332,,congestion_avoidance,
34,89010.251947,1400,43,192.168.88.253,34614,477,,congestion_avoidance,
35,89010.255087,1500,49,192.168.88.253,34614,475,,congestion_avoidance,
36,89010.258150,1600,54,192.168.88.253,34614,529,,congestion_avoidance,
37,89010.260814,1689,58,192.168.88.253,34614,561,,loss_recovery,
38,89010.261159,1700,29,192.168.88.253,34614,598,,loss_recovery,
39,89010.261312,1704,29,192.168.88.253,34614,294,,congestion_avoidance,
40,89010.264203,1800,36,192.168.88.253,34614,289,,congestion_avoidance,
41,89010.267339,1900,42,192.168.88.253,34614,507,,congestion_avoidance,
42,89010.270416,2000,48,192.168.88.253,34614,542,,congestion_avoidance,
43,89010.273632,2100,53,192.168.88.253,34614,572,,congestion_avoidance,
44,89010.274028,2114,54,192.168.88.253,34614,508,,loss_recovery,
45,89010.274494,2130,27,192.168.88.253,34614,271,,congestion_avoidance,
46,89010.276655,2200,33,192.168.88.253,34614,288,,congestion_avoidance,
47,89010.279636,2300,39,192.168.88.253,34614,421,,congestion_avoidance,
48,89010.282617,2400,45,192.168.88.253,34614,465,,congestion_avoidance,
49,89010.285871,2500,50,192.168.88.253,34614,937,,congestion_avoidance,
50,89010.286318,2512,25,192.168.88.253,34614,179,,fast_retransmit,
51,89010.286869,2530,25,192.168.88.253,34614,273,,congestion_avoidance,
52,89010.288985,2600,31,192.168.88.253,34614,256,,congestion_avoidance,
53,89010.292311,2700,38,192.168.88.253,34614,345,,congestion_avoidance,
54,89010.295695,2800,45,192.168.88.253,34614,371,,congestion_avoidance,
55,89010.298889,2900,51,192.168.88.253,34614,600,,congestion_avoidance,
56,89010.302311,3000,56,192.168.88.253,34614,584,,congestion_avoidance,
57,89010.305595,3100,60,192.168.88.253,34614,700,,congestion_avoidance,
58,89010.308572,3199,64,192.168.88.253,34614,550,,loss_recovery,
59,89010.308609,3200,40,192.168.88.253,34614,587,,loss_recovery,
60,89010.309113,3216,32,192.168.88.253,34614,307,,congestion_avoidance,
61,89010.311955,3300,38,192.168.88.253,34614,378,,congestion_avoidance,
62,89010.315361,3400,45,192.168.88.253,34614,498,,congestion_avoidance,
63,89010.318398,3500,50,192.168.88.253,34614,537,,congestion_avoidance,
64,89010.321628,3600,55,192.168.88.253,34614,599,,congestion_avoidance,
65,89010.324839,3700,60,192.168.88.253,34614,658,,congestion_avoidance,
66,89010.328012,3800,64,192.168.88.253,34614,672,,congestion_avoidance,
67,89010.329200,3838,65,192.168.88.253,34614,537,,loss_recovery,
68,89010.329734,3855,32,192.168.88.253,34614,293,,congestion_avoidance,
69,89010.331189,3900,35,192.168.88.253,34614,326,,congestion_avoidance,
70,89010.334227,4000,42,192.168.88.253,34614,442,,congestion_avoidance,
71,89010.337360,4100,47,192.168.88.253,34614,421,,congestion_avoidance,
72,89010.340536,4200,52,192.168.88.253,34614,433,,congestion_avoidance,
73,89010.343726,4300,57,192.168.88.253,34614,480,,congestion_avoidance,
74,89010.347109,4400,62,192.168.88.253,34614,705,,congestion_avoidance,
75,89010.349832,4488,65,192.168.88.253,34614,548,,loss_recovery,
76,89010.350167,4500,32,192.168.88.253,34614,619,,loss_recovery,
77,89010.350381,4506,32,192.168.88.253,34614,316,,congestion_avoidance,
78,89010.353235,4600,38,192.168.88.253,34614,364,,congestion_avoidance,
79,89010.356440,4700,45,192.168.88.253,34614,456,,congestion_avoidance,
80,89010.359682,4800,50,192.168.88.253,34614,518,,congestion_avoidance,
81,89010.362763,4900,55,192.168.88.253,34614,473,,congestion_avoidance,
82,89010.365939,5000,59,192.168.88.253,34614,719,,congestion_avoidance,
83,89010.369242,5100,64,192.168.88.253,34614,634,,congestion_avoidance,
84,89010.391899,5800,40,192.168.88.253,34614,457,,congestion_avoidance,
85,89010.395175,5900,46,192.168.88.253,34614,403,,congestion_avoidance,
86,89010.398498,6000,51,192.168.88.253,34614,428,,congestion_avoidance,
87,89010.401939,6100,56,192.168.88.253,34614,466,,congestion_avoidance,
88,89010.405254,6200,61,192.168.88.253,34614,626,,congestion_avoidance,
89,89010.408037,6282,65,192.168.88.253,34614,525,,loss_recovery,
90,89010.408577,6296,32,192.168.88.253,34614,296,,congestion_avoidance,
91,89010.408715,6300,32,192.168.88.253,34614,288,,congestion_avoidance,
