# R_arrival samples from kprobe:tbf_enqueue
# interval_seconds=0.001000000
timestamp,interval_seconds,bytes,packets,r_arrival_mbit
# bpftrace: Attaching 2 probes...
1779288565.790765,0.000999266,0,0,0.000000
1779288565.790855,0.000999939,0,0,0.000000
1779288565.790874,0.000999823,0,0,0.000000
1779288565.790890,0.001018972,0,0,0.000000
1779288565.790904,0.000999859,0,0,0.000000
1779288565.790919,0.000999712,0,0,0.000000
1779288565.790936,0.000981278,0,0,0.000000
1779288565.790953,0.001019310,0,0,0.000000
1779288565.790968,0.000999321,0,0,0.000000
1779288565.790982,0.001000809,0,0,0.000000
1779288565.790996,0.000980777,0,0,0.000000
1779288565.791010,0.001019143,0,0,0.000000
1779288565.791039,0.001000016,0,0,0.000000
1779288565.791054,0.000999952,0,0,0.000000
1779288565.791069,0.000981325,0,0,0.000000
1779288565.791083,0.001019289,0,0,0.000000
1779288565.791101,0.000998862,0,0,0.000000
1779288565.791123,0.001000788,0,0,0.000000
1779288565.791139,0.000980239,0,0,0.000000
1779288565.791153,0.001018882,0,0,0.000000
1779288565.791167,0.001000205,0,0,0.000000
1779288565.791180,0.001001099,0,0,0.000000
1779288565.791196,0.000979947,0,0,0.000000
1779288565.791212,0.001019389,0,0,0.000000
1779288565.791226,0.000999603,0,0,0.000000
1779288565.791240,0.001000755,0,0,0.000000
1779288565.791254,0.000980124,0,0,0.000000
1779288565.791270,0.001020737,0,0,0.000000
1779288565.791287,0.000998440,0,0,0.000000
1779288565.791301,0.000999587,0,0,0.000000
1779288565.791315,0.000981583,0,0,0.000000
1779288565.791331,0.001023055,0,0,0.000000
1779288565.791348,0.000995968,0,0,0.000000
1779288565.791362,0.001000935,0,0,0.000000
1779288565.791375,0.000979887,0,0,0.000000
1779288565.791389,0.001019079,0,0,0.000000
1779288565.791413,0.001005016,0,0,0.000000
1779288565.791431,0.000995659,0,0,0.000000
1779288565.791445,0.000980336,0,0,0.000000
1779288565.791458,0.001019206,0,0,0.000000
1779288565.791472,0.001000386,0,0,0.000000
1779288565.791485,0.000999121,0,0,0.000000
1779288565.791499,0.000981479,0,0,0.000000
1779288565.791521,0.001022109,0,0,0.000000
1779288565.791536,0.000996728,0,0,0.000000
1779288565.791550,0.001000399,0,0,0.000000
1779288565.791564,0.000980558,0,0,0.000000
1779288565.791581,0.000999982,0,0,0.000000
1779288565.791602,0.000999627,0,0,0.000000
1779288565.791616,0.001005331,0,0,0.000000
1779288565.791651,0.000999471,0,0,0.000000
1779288565.792648,0.001001277,0,0,0.000000
1779288565.793666,0.001018300,0,0,0.000000
1779288565.794694,0.001001138,0,0,0.000000
1779288565.795669,0.000980320,0,0,0.000000
1779288565.796691,0.001018696,0,0,0.000000
1779288565.797689,0.001000215,0,0,0.000000
1779288565.798742,0.001000921,0,0,0.000000
1779288565.799673,0.000979767,0,0,0.000000
1779288565.800689,0.001019211,0,0,0.000000
1779288565.801689,0.001000372,0,0,0.000000
1779288565.802690,0.001000875,0,0,0.000000
1779288565.803691,0.000979443,0,0,0.000000
1779288565.804716,0.001019281,0,0,0.000000
1779288565.805696,0.001000247,0,0,0.000000
1779288565.806717,0.001000033,0,0,0.000000
1779288565.807679,0.000980777,0,0,0.000000
1779288565.808723,0.001021163,0,0,0.000000
1779288565.809700,0.000998373,0,0,0.000000
1779288565.810723,0.001000113,0,0,0.000000
1779288565.811687,0.000980991,0,0,0.000000
1779288565.812701,0.001018402,0,0,0.000000
1779288565.813684,0.000980432,0,0,0.000000
1779288565.814705,0.001020614,0,0,0.000000
1779288565.815682,0.000979759,0,0,0.000000
1779288565.816716,0.001021329,146,1,1.143608
1779288565.817705,0.001002631,0,0,0.000000
1779288565.818705,0.000996019,0,0,0.000000
1779288565.819686,0.000980492,0,0,0.000000
1779288565.820704,0.001019753,0,0,0.000000
1779288565.821708,0.001001741,0,0,0.000000
1779288565.822704,0.000997874,0,0,0.000000
1779288565.823687,0.000980410,0,0,0.000000
1779288565.824704,0.001019782,0,0,0.000000
1779288565.825706,0.000999921,0,0,0.000000
1779288565.826717,0.001000589,0,0,0.000000
1779288565.827675,0.000980752,0,0,0.000000
1779288565.828692,0.001020460,0,0,0.000000
1779288565.829710,0.000999352,170,1,1.360882
1779288565.830705,0.000999474,0,0,0.000000
1779288565.831682,0.000979538,0,0,0.000000
1779288565.832705,0.001020024,0,0,0.000000
1779288565.833708,0.001000637,0,0,0.000000
1779288565.834776,0.001016731,0,0,0.000000
1779288565.835689,0.000962297,0,0,0.000000
1779288565.836725,0.001020844,0,0,0.000000
1779288565.837817,0.001004961,67004,6,533.385873
1779288565.838678,0.000974915,68898,5,565.366211
1779288565.839672,0.001000003,0,0,0.000000
1779288565.840662,0.001000004,78654,7,629.229483
1779288565.841663,0.000999960,17442,1,139.541582
1779288565.842685,0.001020956,32054,3,251.168513
1779288565.843664,0.000979133,45086,3,368.374879
1779288565.844686,0.001020033,18956,2,148.669700
1779288565.845682,0.000999156,23234,1,186.029008
1779288565.846686,0.001000808,40742,3,325.672856
1779288565.847665,0.000980373,43638,3,356.093038
1779288565.848688,0.001019082,20404,2,160.175531
1779288565.849688,0.001004344,43770,5,348.645484
1779288565.850684,0.000996339,33568,4,269.530752
1779288565.851663,0.000979687,29158,3,238.100536
1779288565.852684,0.001020121,30606,3,240.018586
1779288565.853683,0.000999624,26196,2,209.646827
1779288565.854684,0.001000687,36398,3,290.984094
1779288565.855673,0.000979562,35016,4,285.972710
1779288565.856672,0.001020185,24748,2,194.066762
1779288565.857668,0.000999452,29092,2,232.863609
1779288565.858684,0.001000501,26196,2,209.463059
1779288565.859645,0.000980060,36398,3,297.108340
1779288565.860662,0.001019659,30540,2,239.609517
1779288565.861664,0.001000155,31988,2,255.864341
1779288565.862662,0.001000853,39294,3,314.084086
1779288565.863643,0.000979359,23300,2,190.328572
1779288565.864662,0.001019662,36332,2,285.051321
1779288565.865660,0.000999880,21786,1,174.308917
1779288565.866660,0.001000396,23300,2,186.326215
1779288565.867672,0.000982569,43572,2,354.759818
1779288565.868715,0.001016894,20338,1,160.000944
1779288565.869685,0.000999723,42124,2,337.085373
1779288565.870684,0.001001068,24682,1,197.245342
1779288565.871699,0.000979010,20338,1,166.192378
1779288565.872693,0.001024631,34884,2,272.363417
1779288565.873683,0.000996405,26196,2,210.324115
1779288565.874683,0.000999121,34950,3,279.845985
1779288565.875672,0.000981131,36464,4,297.322172
1779288565.876698,0.001019099,27710,3,217.525481
1779288565.877686,0.001000388,30606,3,244.753036
1779288565.878718,0.001001415,32054,3,256.069661
1779288565.879678,0.000978819,40742,3,332.989041
1779288565.880683,0.001019250,34950,3,274.319352
1779288565.881735,0.000999957,13098,1,104.788506
1779288565.882690,0.001001495,49496,4,395.376912
1779288565.883661,0.000978446,15994,1,130.770630
1779288565.884708,0.001020890,33502,3,262.531713
1779288565.885687,0.000999589,29092,2,232.831694
1779288565.886688,0.001004798,33502,3,266.736200
1779288565.887662,0.000975198,30540,2,250.533738
1779288565.888682,0.001020221,32054,3,251.349463
1779288565.889661,0.000979848,30540,2,249.344796
1779288565.890692,0.001019431,31988,2,251.026308
1779288565.891690,0.000980104,18890,1,154.187719
1779288565.892682,0.001020548,43638,3,342.075042
1779288565.893712,0.001000455,31988,2,255.787617
1779288565.894683,0.000999167,26196,2,209.742716
1779288565.895666,0.000980341,21918,3,178.860213
1779288565.896696,0.001019100,37846,3,297.093514
1779288565.897695,0.000999684,39360,4,314.979534
1779288565.898681,0.000999891,23300,2,186.420320
1779288565.899678,0.000980807,35070,5,286.050161
1779288565.900700,0.001024816,26196,2,204.493294
1779288565.901689,0.000994450,26196,2,210.737594
1779288565.902684,0.000999991,39294,3,314.354829
1779288565.903665,0.000980864,36398,3,296.864805
1779288565.904682,0.001018852,27644,2,217.059985
1779288565.905686,0.001000971,34950,3,279.328772
1779288565.906713,0.001000268,14546,1,116.336822
1779288565.907698,0.000979612,34950,3,285.419125
1779288565.908683,0.001019372,31988,2,251.040837
1779288565.909681,0.001000150,30540,2,244.283357
1779288565.910682,0.000999838,33436,2,267.531340
1779288565.911687,0.000981076,29092,2,237.225251
1779288565.912683,0.001020567,33436,2,262.097442
1779288565.913690,0.000998889,29092,2,232.994857
1779288565.914680,0.000980606,36332,2,296.404468
1779288565.915664,0.000999741,26196,2,209.622292
1779288565.916682,0.001019293,34884,2,273.789774
1779288565.917664,0.000980923,23300,2,190.025109
1779288565.918740,0.001018855,27710,3,217.577575
1779288565.919684,0.000980804,34950,3,285.072247
1779288565.920674,0.001000266,36464,4,291.634425
1779288565.921702,0.001019730,32054,3,251.470487
1779288565.922663,0.000980376,33568,4,273.919394
1779288565.923663,0.000999556,21852,2,174.893653
1779288565.924682,0.001020453,29092,2,228.071259
1779288565.925682,0.000999474,33502,3,268.157051
1779288565.926727,0.000999771,29092,2,232.789309
1779288565.927676,0.000980549,39294,3,320.587752
1779288565.928683,0.001019511,36398,3,285.611435
1779288565.929684,0.001001473,13098,1,104.629880
1779288565.930724,0.001002422,36332,2,289.953732
1779288565.931663,0.000976660,40676,2,333.184527
1779288565.932729,0.001019037,20338,1,159.664468
1779288565.933675,0.000981262,34950,3,284.939191
1779288565.934683,0.001018895,29092,2,228.420004
1779288565.935664,0.000980631,31988,2,260.958505
1779288565.936686,0.001024353,30540,2,238.511529
1779288565.937682,0.000995926,31988,2,256.950818
1779288565.938689,0.000999184,30540,2,244.519528
1779288565.939664,0.000980865,33436,2,272.706234
1779288565.940720,0.001019070,29092,2,228.380779
1779288565.941689,0.001000391,36332,2,290.542398
1779288565.942683,0.000999874,21786,1,174.309963
1779288565.943789,0.000981193,23300,2,189.972819
1779288565.944718,0.001021375,18890,1,147.957410
1779288565.945746,0.000999928,50812,2,406.525270
1779288565.946763,0.000979641,26196,2,213.923264
1779288565.947685,0.000998791,26196,2,209.821674
1779288565.948727,0.001027103,48048,4,374.240948
1779288565.949720,0.000994829,24814,3,199.543841
1779288565.950719,0.000999822,39294,3,314.407965
1779288565.951698,0.000978242,23300,2,190.545898
1779288565.952723,0.001022461,39294,3,307.446445
1779288565.953720,0.000999851,23300,2,186.427778
1779288565.954698,0.000977565,24748,2,202.527709
1779288565.955702,0.001000267,37846,3,302.687183
1779288565.956722,0.001021715,27644,2,216.451750
1779288565.957725,0.001000044,34950,3,279.587698
1779288565.958718,0.000999694,30540,2,244.394785
1779288565.959698,0.000978820,31988,2,261.441327
1779288565.960698,0.001000422,31988,2,255.796054
1779288565.961720,0.001022298,21786,1,170.486492
1779288565.962720,0.000998964,30540,2,244.573378
1779288565.963700,0.000978293,40742,3,333.168080
1779288565.964723,0.001022105,37780,2,295.703475
