line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,211262.931643,1,10,2896,11584,192.168.88.253,46940,304,,slow_start,
2,211262.938735,100,18,259192,266432,192.168.88.253,46940,409,,slow_start,
3,211262.946836,200,18,503904,509696,192.168.88.253,46940,222,,slow_start,
4,211262.955696,300,18,767440,774680,192.168.88.253,46940,294,,slow_start,
5,211262.965529,400,18,1059936,1065728,192.168.88.253,46940,304,,slow_start,
6,211262.975496,500,18,1359672,1365464,192.168.88.253,46940,205,,slow_start,
7,211262.984183,600,18,1618864,1626104,192.168.88.253,46940,318,,slow_start,
8,211262.992147,700,18,1857784,1865024,192.168.88.253,46940,281,,slow_start,
9,211263.001143,800,18,2122768,2130008,192.168.88.253,46940,414,,slow_start,
10,211263.009336,900,18,2370376,2374720,192.168.88.253,46940,293,,slow_start,
11,211263.025959,1100,18,2864144,2871384,192.168.88.253,46940,300,,slow_start,
12,211263.034027,1200,18,3108856,3116096,192.168.88.253,46940,283,,slow_start,
13,211263.042271,1300,18,3353568,3359360,192.168.88.253,46940,296,,slow_start,
14,211263.050358,1400,18,3593936,3601176,192.168.88.253,46940,338,,slow_start,
15,211263.058824,1500,18,3850232,3856024,192.168.88.253,46940,282,,slow_start,
16,211263.067163,1600,18,4097840,4103632,192.168.88.253,46940,249,,slow_start,
17,211263.075922,1700,18,4359928,4367168,192.168.88.253,46940,338,,slow_start,
18,211263.085199,1800,18,4637944,4645184,192.168.88.253,46940,322,,slow_start,
19,211263.094488,1900,18,4914512,4921752,192.168.88.253,46940,275,,slow_start,
20,211263.102222,2000,18,5149088,5154880,192.168.88.253,46940,230,,slow_start,
21,211263.111012,2100,18,5406832,5414072,192.168.88.253,46940,305,,slow_start,
22,211263.120438,2200,18,5692088,5697880,192.168.88.253,46940,363,,slow_start,
23,211263.129536,2300,18,5962864,5970104,192.168.88.253,46940,323,,slow_start,
24,211263.138487,2400,18,6230744,6237984,192.168.88.253,46940,289,,slow_start,
25,211263.146827,2500,18,6478352,6485592,192.168.88.253,46940,264,,slow_start,
26,211263.155413,2600,18,6734648,6741888,192.168.88.253,46940,451,,slow_start,
27,211263.163742,2700,18,6985152,6990944,192.168.88.253,46940,313,,slow_start,
28,211263.171811,2800,18,7226968,7234208,192.168.88.253,46940,252,,slow_start,
29,211263.180440,2900,18,7483264,7489056,192.168.88.253,46940,271,,slow_start,
30,211263.188769,3000,18,7729424,7736664,192.168.88.253,46940,332,,slow_start,
31,211263.196821,3100,18,7974136,7981376,192.168.88.253,46940,316,,slow_start,
32,211263.205373,3200,18,8228984,8236224,192.168.88.253,46940,361,,slow_start,
33,211263.213476,3300,18,8470800,8478040,192.168.88.253,46940,379,,slow_start,
34,211263.222365,3400,18,8738680,8745920,192.168.88.253,46940,275,,slow_start,
35,211263.231893,3500,18,9019592,9026832,192.168.88.253,46940,238,,slow_start,
36,211263.241855,3600,18,9317880,9325120,192.168.88.253,46940,381,,slow_start,
37,211263.250168,3700,18,9568384,9577072,192.168.88.253,46940,199,,slow_start,
38,211263.258754,3800,18,9823232,9829024,192.168.88.253,46940,388,,slow_start,
39,211263.267383,3900,18,10083872,10089664,192.168.88.253,46940,232,,slow_start,
40,211263.276200,4000,18,10344512,10350304,192.168.88.253,46940,334,,slow_start,
41,211263.284655,4100,18,10596464,10603704,192.168.88.253,46940,336,,slow_start,
42,211263.292947,4200,18,10846968,10854208,192.168.88.253,46940,301,,slow_start,
43,211263.301125,4300,18,11090232,11097472,192.168.88.253,46940,380,,slow_start,
44,211263.309173,4400,18,11332048,11340736,192.168.88.253,46940,353,,slow_start,
45,211263.317667,4500,18,11585448,11589792,192.168.88.253,46940,259,,slow_start,
46,211263.326131,4600,18,11835952,11843192,192.168.88.253,46940,275,,slow_start,
47,211263.334793,4700,18,12098040,12103832,192.168.88.253,46940,367,,slow_start,
48,211263.343106,4800,18,12347096,12354336,192.168.88.253,46940,239,,slow_start,
49,211263.352070,4900,18,12614976,12620768,192.168.88.253,46940,164,,slow_start,
50,211263.361707,5000,18,12903128,12908920,192.168.88.253,46940,238,,slow_start,
51,211263.369830,5100,18,13143496,13147840,192.168.88.253,46940,248,,slow_start,
52,211263.378350,5200,18,13398344,13402688,192.168.88.253,46940,268,,slow_start,
53,211263.387063,5300,18,13656088,13663328,192.168.88.253,46940,436,,slow_start,
54,211263.395555,5400,18,13912384,13918176,192.168.88.253,46940,217,,slow_start,
55,211263.403991,5500,18,14167232,14173024,192.168.88.253,46940,170,,slow_start,
56,211263.412347,5600,18,14414840,14422080,192.168.88.253,46940,307,,slow_start,
57,211263.421229,5700,18,14681272,14688512,192.168.88.253,46940,286,,slow_start,
58,211263.429525,5800,18,14930328,14936120,192.168.88.253,46940,233,,slow_start,
59,211263.437609,5900,18,15169248,15177936,192.168.88.253,46940,238,,slow_start,
60,211263.446370,6000,18,15431336,15435680,192.168.88.253,46940,229,,slow_start,
61,211263.454859,6100,18,15684736,15690528,192.168.88.253,46940,385,,slow_start,
62,211263.463321,6200,18,15938136,15943928,192.168.88.253,46940,343,,slow_start,
63,211263.471877,6300,18,16192984,16200224,192.168.88.253,46940,427,,slow_start,
64,211263.479989,6400,18,16434800,16442040,192.168.88.253,46940,216,,slow_start,
65,211263.488299,6500,18,16683856,16691096,192.168.88.253,46940,256,,slow_start,
66,211263.496478,6600,18,16930016,16935808,192.168.88.253,46940,266,,slow_start,
67,211263.505071,6700,18,17184864,17190656,192.168.88.253,46940,355,,slow_start,
68,211263.513110,6800,18,17426680,17433920,192.168.88.253,46940,254,,slow_start,
69,211263.530245,7000,18,17937824,17943616,192.168.88.253,46940,274,,slow_start,
70,211263.539071,7100,18,18201360,18208600,192.168.88.253,46940,267,,slow_start,
71,211263.547176,7200,18,18444624,18451864,192.168.88.253,46940,172,,slow_start,
72,211263.556288,7300,18,18719744,18725536,192.168.88.253,46940,199,,slow_start,
73,211263.565497,7400,18,18990520,18996312,192.168.88.253,46940,461,,slow_start,
74,211263.573551,7500,18,19233784,19241024,192.168.88.253,46940,215,,slow_start,
75,211263.582433,7600,18,19498768,19506008,192.168.88.253,46940,320,,slow_start,
76,211263.592194,7700,18,19791264,19797056,192.168.88.253,46940,261,,slow_start,
77,211263.601701,7800,18,20075072,20080864,192.168.88.253,46940,225,,slow_start,
78,211263.611510,7900,18,20367568,20374808,192.168.88.253,46940,365,,slow_start,
79,211263.620170,8000,18,20625312,20631104,192.168.88.253,46940,324,,slow_start,
80,211263.628199,8100,18,20865680,20874368,192.168.88.253,46940,402,,slow_start,
81,211263.636665,8200,18,21119080,21123424,192.168.88.253,46940,229,,slow_start,
82,211263.646779,8300,18,21420264,21427504,192.168.88.253,46940,237,,slow_start,
83,211263.655758,8400,18,21691040,21696832,192.168.88.253,46940,228,,slow_start,
84,211263.665071,8500,18,21969056,21974848,192.168.88.253,46940,238,,slow_start,
85,211263.674905,8600,18,22263000,22270240,192.168.88.253,46940,296,,slow_start,
86,211263.683108,8700,18,22507712,22513504,192.168.88.253,46940,255,,slow_start,
