line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,334791.595233,1,10,192.168.88.253,49806,187,,slow_start,
2,334791.596196,49,66,192.168.88.253,49806,343,,loss_recovery,
3,334791.596722,88,33,192.168.88.253,49806,287,,congestion_avoidance,
4,334791.596878,100,33,192.168.88.253,49806,302,,congestion_avoidance,
5,334791.598129,200,36,192.168.88.253,49806,361,,congestion_avoidance,
6,334791.599435,300,39,192.168.88.253,49806,337,,congestion_avoidance,
7,334791.600715,400,41,192.168.88.253,49806,409,,congestion_avoidance,
8,334791.603145,500,46,192.168.88.253,49806,556,,congestion_avoidance,
9,334791.605996,600,51,192.168.88.253,49806,391,,congestion_avoidance,
10,334791.607714,654,53,192.168.88.253,49806,527,,loss_recovery,
11,334791.608187,669,26,192.168.88.253,49806,258,,congestion_avoidance,
12,334791.609168,700,29,192.168.88.253,49806,330,,congestion_avoidance,
13,334791.612394,800,37,192.168.88.253,49806,393,,congestion_avoidance,
14,334791.619055,900,46,192.168.88.253,49806,557,,congestion_avoidance,
15,334791.623106,1000,52,192.168.88.253,49806,433,,congestion_avoidance,
16,334791.624768,1052,55,192.168.88.253,49806,505,,loss_recovery,
17,334791.625253,1067,27,192.168.88.253,49806,314,,congestion_avoidance,
18,334791.626418,1100,30,192.168.88.253,49806,281,,congestion_avoidance,
19,334791.629659,1200,38,192.168.88.253,49806,461,,congestion_avoidance,
20,334791.632973,1300,44,192.168.88.253,49806,442,,congestion_avoidance,
21,334791.636185,1400,50,192.168.88.253,49806,490,,congestion_avoidance,
22,334791.638539,1470,54,192.168.88.253,49806,527,,loss_recovery,
23,334791.639012,1481,27,192.168.88.253,49806,278,,congestion_avoidance,
24,334791.639605,1500,28,192.168.88.253,49806,251,,congestion_avoidance,
25,334791.642865,1600,37,192.168.88.253,49806,403,,congestion_avoidance,
26,334791.646122,1700,43,192.168.88.253,49806,457,,congestion_avoidance,
27,334791.649340,1800,48,192.168.88.253,49806,477,,congestion_avoidance,
28,334791.652596,1900,53,192.168.88.253,49806,433,,congestion_avoidance,
29,334791.655752,2000,58,192.168.88.253,49806,659,,congestion_avoidance,
30,334791.658855,2100,62,192.168.88.253,49806,549,,congestion_avoidance,
31,334791.662007,2200,66,192.168.88.253,49806,619,,congestion_avoidance,
32,334791.665268,2300,66,192.168.88.253,49806,737,,congestion_avoidance,
33,334791.669053,2400,66,192.168.88.253,49806,792,,congestion_avoidance,
34,334791.672258,2500,66,192.168.88.253,49806,576,,congestion_avoidance,
35,334791.675771,2600,66,192.168.88.253,49806,611,,congestion_avoidance,
36,334791.679096,2700,66,192.168.88.253,49806,777,,congestion_avoidance,
37,334791.682533,2800,66,192.168.88.253,49806,773,,congestion_avoidance,
38,334791.686190,2900,66,192.168.88.253,49806,750,,congestion_avoidance,
39,334791.689527,3000,66,192.168.88.253,49806,651,,congestion_avoidance,
40,334791.693210,3100,66,192.168.88.253,49806,634,,congestion_avoidance,
41,334791.696682,3200,66,192.168.88.253,49806,691,,congestion_avoidance,
42,334791.700054,3300,66,192.168.88.253,49806,597,,congestion_avoidance,
43,334791.703543,3400,66,192.168.88.253,49806,611,,congestion_avoidance,
44,334791.706827,3500,66,192.168.88.253,49806,784,,congestion_avoidance,
45,334791.710265,3600,66,192.168.88.253,49806,747,,congestion_avoidance,
46,334791.713772,3700,66,192.168.88.253,49806,490,,congestion_avoidance,
47,334791.716956,3800,66,192.168.88.253,49806,570,,congestion_avoidance,
48,334791.720373,3900,66,192.168.88.253,49806,827,,congestion_avoidance,
49,334791.723623,4000,66,192.168.88.253,49806,609,,congestion_avoidance,
50,334791.727294,4100,66,192.168.88.253,49806,589,,congestion_avoidance,
51,334791.730852,4200,66,192.168.88.253,49806,697,,congestion_avoidance,
52,334791.734349,4300,66,192.168.88.253,49806,767,,congestion_avoidance,
53,334791.738029,4400,66,192.168.88.253,49806,753,,congestion_avoidance,
54,334791.741573,4500,66,192.168.88.253,49806,600,,congestion_avoidance,
55,334791.745017,4600,66,192.168.88.253,49806,591,,congestion_avoidance,
56,334791.748535,4700,66,192.168.88.253,49806,637,,congestion_avoidance,
57,334791.752055,4800,66,192.168.88.253,49806,711,,congestion_avoidance,
58,334791.755291,4900,66,192.168.88.253,49806,801,,congestion_avoidance,
59,334791.758935,5000,66,192.168.88.253,49806,727,,congestion_avoidance,
60,334791.762341,5100,66,192.168.88.253,49806,693,,congestion_avoidance,
61,334791.765623,5200,66,192.168.88.253,49806,828,,congestion_avoidance,
62,334791.769067,5300,66,192.168.88.253,49806,822,,congestion_avoidance,
63,334791.772288,5400,66,192.168.88.253,49806,607,,congestion_avoidance,
64,334791.775810,5500,66,192.168.88.253,49806,658,,congestion_avoidance,
65,334791.779223,5600,66,192.168.88.253,49806,670,,congestion_avoidance,
66,334791.782880,5700,66,192.168.88.253,49806,616,,congestion_avoidance,
67,334791.786684,5800,66,192.168.88.253,49806,672,,congestion_avoidance,
68,334791.789962,5900,66,192.168.88.253,49806,550,,congestion_avoidance,
69,334791.793470,6000,66,192.168.88.253,49806,621,,congestion_avoidance,
70,334791.794030,6016,66,192.168.88.253,49806,897,,loss_recovery,
71,334791.794605,6028,33,192.168.88.253,49806,409,,congestion_avoidance,
72,334791.796803,6100,38,192.168.88.253,49806,425,,congestion_avoidance,
73,334791.800341,6200,45,192.168.88.253,49806,439,,congestion_avoidance,
74,334791.803740,6300,51,192.168.88.253,49806,601,,congestion_avoidance,
75,334791.806921,6400,55,192.168.88.253,49806,640,,congestion_avoidance,
76,334791.810569,6500,61,192.168.88.253,49806,589,,congestion_avoidance,
77,334791.812312,6545,63,192.168.88.253,49806,332,,loss_recovery,
78,334791.813070,6572,31,192.168.88.253,49806,262,,congestion_avoidance,
79,334791.814158,6600,33,192.168.88.253,49806,414,,congestion_avoidance,
80,334791.817597,6700,41,192.168.88.253,49806,330,,congestion_avoidance,
81,334791.821400,6800,48,192.168.88.253,49806,371,,congestion_avoidance,
82,334791.824805,6900,53,192.168.88.253,49806,552,,congestion_avoidance,
83,334791.828505,7000,59,192.168.88.253,49806,631,,congestion_avoidance,
84,334791.832136,7100,63,192.168.88.253,49806,545,,congestion_avoidance,
85,334791.835439,7200,66,192.168.88.253,49806,680,,congestion_avoidance,
86,334791.838969,7300,66,192.168.88.253,49806,761,,congestion_avoidance,
87,334791.842562,7400,66,192.168.88.253,49806,644,,congestion_avoidance,
88,334791.845912,7500,66,192.168.88.253,49806,572,,congestion_avoidance,
89,334791.847238,7537,66,192.168.88.253,49806,562,,loss_recovery,
90,334791.847799,7556,33,192.168.88.253,49806,351,,congestion_avoidance,
91,334791.849547,7600,36,192.168.88.253,49806,366,,congestion_avoidance,
92,334791.852669,7700,43,192.168.88.253,49806,325,,congestion_avoidance,
93,334791.855930,7800,49,192.168.88.253,49806,508,,congestion_avoidance,
94,334791.859190,7900,54,192.168.88.253,49806,616,,congestion_avoidance,
95,334791.862120,8000,58,192.168.88.253,49806,689,,congestion_avoidance,
96,334791.863841,8058,60,192.168.88.253,49806,468,,loss_recovery,
97,334791.864362,8075,30,192.168.88.253,49806,304,,congestion_avoidance,
98,334791.865079,8100,32,192.168.88.253,49806,378,,congestion_avoidance,
99,334791.868078,8200,38,192.168.88.253,49806,392,,congestion_avoidance,
100,334791.871195,8300,45,192.168.88.253,49806,374,,congestion_avoidance,
101,334791.874188,8400,50,192.168.88.253,49806,553,,congestion_avoidance,
102,334791.877343,8500,55,192.168.88.253,49806,582,,congestion_avoidance,
103,334791.880771,8600,60,192.168.88.253,49806,489,,congestion_avoidance,
104,334791.884691,8700,65,192.168.88.253,49806,534,,congestion_avoidance,
105,334791.887800,8800,66,192.168.88.253,49806,753,,congestion_avoidance,
106,334791.890853,8900,66,192.168.88.253,49806,613,,congestion_avoidance,
107,334791.893807,9000,66,192.168.88.253,49806,660,,congestion_avoidance,
108,334791.896861,9100,66,192.168.88.253,49806,813,,congestion_avoidance,
109,334791.899796,9200,66,192.168.88.253,49806,589,,congestion_avoidance,
110,334791.902710,9300,66,192.168.88.253,49806,607,,congestion_avoidance,
111,334791.958199,11100,44,192.168.88.253,49806,378,,congestion_avoidance,
112,334791.961411,11200,50,192.168.88.253,49806,482,,congestion_avoidance,
113,334791.964432,11300,54,192.168.88.253,49806,565,,congestion_avoidance,
114,334791.967569,11400,59,192.168.88.253,49806,508,,congestion_avoidance,
115,334791.970714,11500,63,192.168.88.253,49806,571,,congestion_avoidance,
116,334791.973796,11600,66,192.168.88.253,49806,781,,congestion_avoidance,
117,334791.976811,11700,66,192.168.88.253,49806,611,,congestion_avoidance,
118,334791.979756,11800,66,192.168.88.253,49806,672,,congestion_avoidance,
119,334791.982768,11900,66,192.168.88.253,49806,772,,congestion_avoidance,
120,334791.985945,12000,66,192.168.88.253,49806,746,,congestion_avoidance,
121,334791.989018,12100,66,192.168.88.253,49806,651,,congestion_avoidance,
122,334791.992025,12200,66,192.168.88.253,49806,758,,congestion_avoidance,
123,334791.995087,12300,66,192.168.88.253,49806,629,,congestion_avoidance,
124,334791.998344,12400,66,192.168.88.253,49806,720,,congestion_avoidance,
125,334792.001473,12500,66,192.168.88.253,49806,629,,congestion_avoidance,
126,334792.004514,12600,66,192.168.88.253,49806,550,,congestion_avoidance,
127,334792.007615,12700,66,192.168.88.253,49806,727,,congestion_avoidance,
128,334792.010783,12800,66,192.168.88.253,49806,730,,congestion_avoidance,
129,334792.013878,12900,66,192.168.88.253,49806,665,,congestion_avoidance,
130,334792.016895,13000,66,192.168.88.253,49806,732,,congestion_avoidance,
131,334792.020097,13100,66,192.168.88.253,49806,767,,congestion_avoidance,
132,334792.023172,13200,66,192.168.88.253,49806,693,,congestion_avoidance,
133,334792.026420,13300,66,192.168.88.253,49806,777,,congestion_avoidance,
134,334792.029453,13400,66,192.168.88.253,49806,598,,congestion_avoidance,
135,334792.032590,13500,66,192.168.88.253,49806,587,,congestion_avoidance,
136,334792.035664,13600,66,192.168.88.253,49806,753,,congestion_avoidance,
137,334792.038879,13700,66,192.168.88.253,49806,764,,congestion_avoidance,
138,334792.041988,13800,66,192.168.88.253,49806,728,,congestion_avoidance,
139,334792.044935,13900,66,192.168.88.253,49806,757,,congestion_avoidance,
140,334792.048203,14000,66,192.168.88.253,49806,580,,congestion_avoidance,
141,334792.051906,14100,66,192.168.88.253,49806,561,,congestion_avoidance,
142,334792.055709,14200,66,192.168.88.253,49806,678,,congestion_avoidance,
143,334792.059303,14300,66,192.168.88.253,49806,808,,congestion_avoidance,
144,334792.062352,14400,66,192.168.88.253,49806,716,,congestion_avoidance,
145,334792.065259,14500,66,192.168.88.253,49806,712,,congestion_avoidance,
146,334792.068245,14600,66,192.168.88.253,49806,755,,congestion_avoidance,
147,334792.068550,14611,66,192.168.88.253,49806,808,,loss_recovery,
148,334792.069143,14629,33,192.168.88.253,49806,351,,congestion_avoidance,
149,334792.071322,14700,38,192.168.88.253,49806,449,,congestion_avoidance,
150,334792.074409,14800,44,192.168.88.253,49806,417,,congestion_avoidance,
151,334792.077479,14900,49,192.168.88.253,49806,546,,congestion_avoidance,
152,334792.080553,15000,54,192.168.88.253,49806,589,,congestion_avoidance,
153,334792.083477,15100,58,192.168.88.253,49806,606,,congestion_avoidance,
154,334792.086595,15200,62,192.168.88.253,49806,553,,congestion_avoidance,
155,334792.089488,15300,66,192.168.88.253,49806,583,,congestion_avoidance,
156,334792.092453,15400,66,192.168.88.253,49806,626,,congestion_avoidance,
157,334792.095491,15500,66,192.168.88.253,49806,790,,congestion_avoidance,
158,334792.098456,15600,66,192.168.88.253,49806,577,,congestion_avoidance,
159,334792.101679,15700,66,192.168.88.253,49806,629,,congestion_avoidance,
160,334792.104805,15800,66,192.168.88.253,49806,577,,congestion_avoidance,
161,334792.107815,15900,66,192.168.88.253,49806,658,,congestion_avoidance,
162,334792.110965,16000,66,192.168.88.253,49806,650,,congestion_avoidance,
163,334792.113998,16100,66,192.168.88.253,49806,770,,congestion_avoidance,
164,334792.116945,16200,66,192.168.88.253,49806,782,,congestion_avoidance,
165,334792.119848,16300,66,192.168.88.253,49806,540,,congestion_avoidance,
166,334792.122887,16400,66,192.168.88.253,49806,671,,congestion_avoidance,
167,334792.125827,16500,66,192.168.88.253,49806,708,,congestion_avoidance,
168,334792.128896,16600,66,192.168.88.253,49806,856,,congestion_avoidance,
169,334792.132027,16700,66,192.168.88.253,49806,520,,congestion_avoidance,
170,334792.135910,16800,66,192.168.88.253,49806,718,,congestion_avoidance,
171,334792.139553,16900,66,192.168.88.253,49806,672,,congestion_avoidance,
172,334792.142389,17000,66,192.168.88.253,49806,603,,congestion_avoidance,
173,334792.145266,17100,66,192.168.88.253,49806,564,,congestion_avoidance,
174,334792.148177,17200,66,192.168.88.253,49806,832,,congestion_avoidance,
175,334792.151280,17300,66,192.168.88.253,49806,739,,congestion_avoidance,
176,334792.154398,17400,66,192.168.88.253,49806,676,,congestion_avoidance,
177,334792.157304,17500,66,192.168.88.253,49806,689,,congestion_avoidance,
178,334792.160431,17600,66,192.168.88.253,49806,630,,congestion_avoidance,
179,334792.163347,17700,66,192.168.88.253,49806,624,,congestion_avoidance,
180,334792.166398,17800,66,192.168.88.253,49806,787,,congestion_avoidance,
181,334792.169587,17900,66,192.168.88.253,49806,799,,congestion_avoidance,
182,334792.169620,17902,66,192.168.88.253,49806,833,,loss_recovery,
183,334792.170161,17922,33,192.168.88.253,49806,290,,congestion_avoidance,
184,334792.172681,18000,38,192.168.88.253,49806,310,,congestion_avoidance,
185,334792.175714,18100,44,192.168.88.253,49806,455,,congestion_avoidance,
186,334792.178863,18200,50,192.168.88.253,49806,455,,congestion_avoidance,
187,334792.181963,18300,55,192.168.88.253,49806,655,,congestion_avoidance,
188,334792.185077,18400,59,192.168.88.253,49806,607,,congestion_avoidance,
189,334792.187937,18500,63,192.168.88.253,49806,631,,congestion_avoidance,
190,334792.189705,18558,65,192.168.88.253,49806,429,,loss_recovery,
191,334792.190260,18578,32,192.168.88.253,49806,302,,congestion_avoidance,
192,334792.190891,18600,33,192.168.88.253,49806,405,,congestion_avoidance,
193,334792.193890,18700,40,192.168.88.253,49806,459,,congestion_avoidance,
194,334792.196896,18800,46,192.168.88.253,49806,493,,congestion_avoidance,
195,334792.200111,18900,51,192.168.88.253,49806,545,,congestion_avoidance,
196,334792.203140,19000,56,192.168.88.253,49806,677,,congestion_avoidance,
197,334792.206127,19100,60,192.168.88.253,49806,489,,congestion_avoidance,
198,334792.209181,19200,64,192.168.88.253,49806,664,,congestion_avoidance,
199,334792.212330,19300,66,192.168.88.253,49806,628,,congestion_avoidance,
200,334792.215272,19400,66,192.168.88.253,49806,730,,congestion_avoidance,
201,334792.218217,19500,66,192.168.88.253,49806,773,,congestion_avoidance,
202,334792.221355,19600,66,192.168.88.253,49806,725,,congestion_avoidance,
203,334792.224347,19700,66,192.168.88.253,49806,827,,congestion_avoidance,
204,334792.227259,19800,66,192.168.88.253,49806,545,,congestion_avoidance,
205,334792.230354,19900,66,192.168.88.253,49806,701,,congestion_avoidance,
206,334792.233344,20000,66,192.168.88.253,49806,799,,congestion_avoidance,
207,334792.236469,20100,66,192.168.88.253,49806,735,,congestion_avoidance,
208,334792.239483,20200,66,192.168.88.253,49806,604,,congestion_avoidance,
209,334792.242593,20300,66,192.168.88.253,49806,798,,congestion_avoidance,
210,334792.245611,20400,66,192.168.88.253,49806,629,,congestion_avoidance,
211,334792.248849,20500,66,192.168.88.253,49806,677,,congestion_avoidance,
212,334792.251760,20600,66,192.168.88.253,49806,707,,congestion_avoidance,
213,334792.254638,20700,66,192.168.88.253,49806,674,,congestion_avoidance,
214,334792.257777,20800,66,192.168.88.253,49806,643,,congestion_avoidance,
215,334792.260648,20900,66,192.168.88.253,49806,607,,congestion_avoidance,
216,334792.263674,21000,66,192.168.88.253,49806,715,,congestion_avoidance,
217,334792.266553,21100,66,192.168.88.253,49806,667,,congestion_avoidance,
218,334792.269530,21200,66,192.168.88.253,49806,748,,congestion_avoidance,
219,334792.272327,21300,66,192.168.88.253,49806,621,,congestion_avoidance,
220,334792.275375,21400,66,192.168.88.253,49806,791,,congestion_avoidance,
221,334792.278279,21500,66,192.168.88.253,49806,789,,congestion_avoidance,
222,334792.281166,21600,66,192.168.88.253,49806,749,,congestion_avoidance,
223,334792.284168,21700,66,192.168.88.253,49806,586,,congestion_avoidance,
224,334792.287247,21800,66,192.168.88.253,49806,748,,congestion_avoidance,
225,334792.290166,21900,66,192.168.88.253,49806,763,,congestion_avoidance,
226,334792.293179,22000,66,192.168.88.253,49806,602,,congestion_avoidance,
227,334792.296250,22100,66,192.168.88.253,49806,763,,congestion_avoidance,
228,334792.299073,22200,66,192.168.88.253,49806,669,,congestion_avoidance,
229,334792.302149,22300,66,192.168.88.253,49806,565,,congestion_avoidance,
230,334792.305195,22400,66,192.168.88.253,49806,696,,congestion_avoidance,
231,334792.308094,22500,66,192.168.88.253,49806,705,,congestion_avoidance,
232,334792.309298,22542,66,192.168.88.253,49806,554,,loss_recovery,
233,334792.309839,22561,33,192.168.88.253,49806,294,,congestion_avoidance,
234,334792.310950,22600,35,192.168.88.253,49806,373,,congestion_avoidance,
235,334792.314132,22700,42,192.168.88.253,49806,442,,congestion_avoidance,
236,334792.317253,22800,48,192.168.88.253,49806,413,,congestion_avoidance,
237,334792.320216,22900,52,192.168.88.253,49806,563,,congestion_avoidance,
238,334792.323157,23000,57,192.168.88.253,49806,558,,congestion_avoidance,
239,334792.326030,23100,61,192.168.88.253,49806,571,,congestion_avoidance,
240,334792.329177,23200,65,192.168.88.253,49806,590,,congestion_avoidance,
241,334792.332026,23300,66,192.168.88.253,49806,531,,congestion_avoidance,
242,334792.335000,23400,66,192.168.88.253,49806,618,,congestion_avoidance,
243,334792.338003,23500,66,192.168.88.253,49806,718,,congestion_avoidance,
244,334792.340993,23600,66,192.168.88.253,49806,774,,congestion_avoidance,
245,334792.343959,23700,66,192.168.88.253,49806,566,,congestion_avoidance,
246,334792.346943,23800,66,192.168.88.253,49806,659,,congestion_avoidance,
247,334792.350011,23900,66,192.168.88.253,49806,527,,congestion_avoidance,
248,334792.352940,24000,66,192.168.88.253,49806,811,,congestion_avoidance,
249,334792.356031,24100,66,192.168.88.253,49806,761,,congestion_avoidance,
250,334792.358994,24200,66,192.168.88.253,49806,804,,congestion_avoidance,
251,334792.361996,24300,66,192.168.88.253,49806,649,,congestion_avoidance,
252,334792.365073,24400,66,192.168.88.253,49806,780,,congestion_avoidance,
253,334792.368124,24500,66,192.168.88.253,49806,677,,congestion_avoidance,
254,334792.371166,24600,66,192.168.88.253,49806,793,,congestion_avoidance,
