line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,542073.094606,1,10,192.168.88.253,34886,173,,slow_start,
2,542073.095303,29,34,192.168.88.253,34886,246,,loss_recovery,
3,542073.095571,52,17,192.168.88.253,34886,157,,congestion_avoidance,
4,542073.096473,100,20,192.168.88.253,34886,333,,congestion_avoidance,
5,542073.098121,200,25,192.168.88.253,34886,243,,congestion_avoidance,
6,542073.099675,300,30,192.168.88.253,34886,253,,congestion_avoidance,
7,542073.101523,400,34,192.168.88.253,34886,344,,congestion_avoidance,
8,542073.104641,493,34,192.168.88.253,34886,448,,loss_recovery,
9,542073.104844,500,17,192.168.88.253,34886,305,,loss_recovery,
10,542073.104914,502,17,192.168.88.253,34886,170,,congestion_avoidance,
11,542073.108406,600,28,192.168.88.253,34886,365,,congestion_avoidance,
12,542073.111615,700,34,192.168.88.253,34886,404,,congestion_avoidance,
13,542073.114810,800,34,192.168.88.253,34886,425,,congestion_avoidance,
14,542073.117919,900,34,192.168.88.253,34886,342,,congestion_avoidance,
15,542073.120922,1000,34,192.168.88.253,34886,404,,congestion_avoidance,
16,542073.123865,1100,34,192.168.88.253,34886,325,,congestion_avoidance,
17,542073.126909,1200,34,192.168.88.253,34886,362,,congestion_avoidance,
18,542073.130052,1300,34,192.168.88.253,34886,312,,congestion_avoidance,
19,542073.133224,1400,34,192.168.88.253,34886,308,,congestion_avoidance,
20,542073.136321,1500,34,192.168.88.253,34886,372,,congestion_avoidance,
21,542073.139354,1600,34,192.168.88.253,34886,294,,congestion_avoidance,
22,542073.142405,1700,34,192.168.88.253,34886,360,,congestion_avoidance,
23,542073.145458,1800,34,192.168.88.253,34886,382,,congestion_avoidance,
24,542073.148546,1900,34,192.168.88.253,34886,248,,congestion_avoidance,
25,542073.151650,2000,34,192.168.88.253,34886,364,,congestion_avoidance,
26,542073.154895,2100,34,192.168.88.253,34886,453,,congestion_avoidance,
27,542073.158116,2200,34,192.168.88.253,34886,347,,congestion_avoidance,
28,542073.161323,2300,34,192.168.88.253,34886,396,,congestion_avoidance,
29,542073.164281,2400,34,192.168.88.253,34886,370,,congestion_avoidance,
30,542073.167356,2500,34,192.168.88.253,34886,268,,congestion_avoidance,
31,542073.170409,2600,34,192.168.88.253,34886,294,,congestion_avoidance,
32,542073.173627,2700,34,192.168.88.253,34886,343,,congestion_avoidance,
33,542073.176696,2800,34,192.168.88.253,34886,396,,congestion_avoidance,
34,542073.179700,2900,34,192.168.88.253,34886,369,,congestion_avoidance,
35,542073.182849,3000,34,192.168.88.253,34886,412,,congestion_avoidance,
36,542073.185933,3100,34,192.168.88.253,34886,325,,congestion_avoidance,
37,542073.189026,3200,34,192.168.88.253,34886,400,,congestion_avoidance,
38,542073.192095,3300,34,192.168.88.253,34886,262,,congestion_avoidance,
39,542073.195162,3400,34,192.168.88.253,34886,328,,congestion_avoidance,
40,542073.198113,3500,34,192.168.88.253,34886,321,,congestion_avoidance,
41,542073.201184,3600,34,192.168.88.253,34886,389,,congestion_avoidance,
42,542073.204287,3700,34,192.168.88.253,34886,311,,congestion_avoidance,
43,542073.207373,3800,34,192.168.88.253,34886,419,,congestion_avoidance,
44,542073.210650,3900,34,192.168.88.253,34886,293,,congestion_avoidance,
45,542073.213967,4000,34,192.168.88.253,34886,296,,congestion_avoidance,
46,542073.217175,4100,34,192.168.88.253,34886,351,,congestion_avoidance,
47,542073.220242,4200,34,192.168.88.253,34886,388,,congestion_avoidance,
48,542073.223588,4300,34,192.168.88.253,34886,388,,congestion_avoidance,
49,542073.226832,4400,34,192.168.88.253,34886,397,,loss_recovery,
50,542073.227071,4406,17,192.168.88.253,34886,194,,congestion_avoidance,
51,542073.230004,4500,28,192.168.88.253,34886,311,,congestion_avoidance,
52,542073.233346,4600,34,192.168.88.253,34886,267,,congestion_avoidance,
53,542073.236435,4700,34,192.168.88.253,34886,342,,congestion_avoidance,
54,542073.239456,4800,34,192.168.88.253,34886,395,,congestion_avoidance,
55,542073.242805,4900,34,192.168.88.253,34886,336,,congestion_avoidance,
56,542073.245987,5000,34,192.168.88.253,34886,364,,congestion_avoidance,
57,542073.249222,5100,34,192.168.88.253,34886,293,,congestion_avoidance,
58,542073.252505,5200,34,192.168.88.253,34886,404,,congestion_avoidance,
59,542073.255783,5300,34,192.168.88.253,34886,308,,congestion_avoidance,
60,542073.259148,5400,34,192.168.88.253,34886,305,,congestion_avoidance,
61,542073.262642,5500,34,192.168.88.253,34886,295,,congestion_avoidance,
62,542073.265945,5600,34,192.168.88.253,34886,361,,congestion_avoidance,
63,542073.269337,5700,34,192.168.88.253,34886,416,,congestion_avoidance,
64,542073.272647,5800,34,192.168.88.253,34886,429,,congestion_avoidance,
65,542073.275763,5900,34,192.168.88.253,34886,327,,congestion_avoidance,
66,542073.278901,6000,34,192.168.88.253,34886,329,,congestion_avoidance,
67,542073.282282,6100,34,192.168.88.253,34886,343,,congestion_avoidance,
68,542073.285686,6200,34,192.168.88.253,34886,355,,congestion_avoidance,
69,542073.288999,6300,34,192.168.88.253,34886,404,,congestion_avoidance,
70,542073.292138,6400,34,192.168.88.253,34886,322,,congestion_avoidance,
71,542073.293104,6425,34,192.168.88.253,34886,380,,loss_recovery,
72,542073.293347,6432,17,192.168.88.253,34886,186,,congestion_avoidance,
73,542073.295525,6500,25,192.168.88.253,34886,214,,congestion_avoidance,
74,542073.298736,6600,34,192.168.88.253,34886,336,,congestion_avoidance,
75,542073.300734,6654,34,192.168.88.253,34886,318,,loss_recovery,
76,542073.301002,6662,17,192.168.88.253,34886,187,,congestion_avoidance,
77,542073.302264,6700,22,192.168.88.253,34886,219,,congestion_avoidance,
78,542073.305633,6800,32,192.168.88.253,34886,319,,congestion_avoidance,
79,542073.338028,7500,29,192.168.88.253,34886,274,,congestion_avoidance,
80,542073.341663,7600,34,192.168.88.253,34886,325,,congestion_avoidance,
81,542073.344763,7700,34,192.168.88.253,34886,398,,congestion_avoidance,
82,542073.348004,7794,34,192.168.88.253,34886,302,,loss_recovery,
83,542073.348286,7799,17,192.168.88.253,34886,257,,congestion_avoidance,
84,542073.348320,7800,17,192.168.88.253,34886,202,,congestion_avoidance,
85,542073.352219,7900,30,192.168.88.253,34886,352,,congestion_avoidance,
86,542073.355916,8000,34,192.168.88.253,34886,419,,congestion_avoidance,
87,542073.358490,8069,34,192.168.88.253,34886,367,,loss_recovery,
88,542073.358727,8072,17,192.168.88.253,34886,123,,congestion_avoidance,
89,542073.359683,8100,21,192.168.88.253,34886,243,,congestion_avoidance,
90,542073.362980,8200,31,192.168.88.253,34886,350,,congestion_avoidance,
91,542073.366172,8300,34,192.168.88.253,34886,355,,congestion_avoidance,
92,542073.369384,8400,34,192.168.88.253,34886,369,,congestion_avoidance,
93,542073.372771,8500,34,192.168.88.253,34886,300,,congestion_avoidance,
94,542073.375908,8600,34,192.168.88.253,34886,267,,congestion_avoidance,
95,542073.379083,8700,34,192.168.88.253,34886,263,,congestion_avoidance,
96,542073.382044,8800,34,192.168.88.253,34886,405,,congestion_avoidance,
97,542073.385311,8900,34,192.168.88.253,34886,322,,congestion_avoidance,
98,542073.388695,9000,34,192.168.88.253,34886,346,,congestion_avoidance,
99,542073.391642,9100,34,192.168.88.253,34886,286,,congestion_avoidance,
100,542073.394960,9200,34,192.168.88.253,34886,277,,congestion_avoidance,
101,542073.398039,9300,34,192.168.88.253,34886,330,,congestion_avoidance,
102,542073.401250,9400,34,192.168.88.253,34886,384,,congestion_avoidance,
103,542073.404754,9500,34,192.168.88.253,34886,337,,congestion_avoidance,
104,542073.408045,9600,34,192.168.88.253,34886,287,,congestion_avoidance,
105,542073.411120,9700,34,192.168.88.253,34886,364,,congestion_avoidance,
106,542073.414387,9795,34,192.168.88.253,34886,275,,loss_recovery,
107,542073.414634,9800,17,192.168.88.253,34886,195,,loss_recovery,
108,542073.414655,9801,17,192.168.88.253,34886,228,,congestion_avoidance,
109,542073.417736,9900,28,192.168.88.253,34886,202,,congestion_avoidance,
110,542073.420849,10000,34,192.168.88.253,34886,338,,congestion_avoidance,
111,542073.423978,10100,34,192.168.88.253,34886,280,,congestion_avoidance,
112,542073.427272,10200,34,192.168.88.253,34886,374,,congestion_avoidance,
113,542073.430365,10300,34,192.168.88.253,34886,339,,congestion_avoidance,
114,542073.433483,10400,34,192.168.88.253,34886,398,,congestion_avoidance,
115,542073.437204,10500,34,192.168.88.253,34886,280,,congestion_avoidance,
116,542073.440734,10600,34,192.168.88.253,34886,413,,congestion_avoidance,
117,542073.444437,10700,34,192.168.88.253,34886,394,,congestion_avoidance,
118,542073.448127,10800,34,192.168.88.253,34886,390,,congestion_avoidance,
119,542073.451888,10900,34,192.168.88.253,34886,270,,congestion_avoidance,
120,542073.454986,11000,34,192.168.88.253,34886,382,,congestion_avoidance,
121,542073.458060,11100,34,192.168.88.253,34886,328,,congestion_avoidance,
122,542073.461231,11200,34,192.168.88.253,34886,344,,congestion_avoidance,
123,542073.464178,11300,34,192.168.88.253,34886,425,,congestion_avoidance,
124,542073.467284,11400,34,192.168.88.253,34886,341,,congestion_avoidance,
125,542073.470387,11500,34,192.168.88.253,34886,254,,congestion_avoidance,
126,542073.473636,11600,34,192.168.88.253,34886,370,,congestion_avoidance,
127,542073.476625,11700,34,192.168.88.253,34886,377,,congestion_avoidance,
128,542073.479462,11800,34,192.168.88.253,34886,324,,congestion_avoidance,
129,542073.482399,11900,34,192.168.88.253,34886,319,,congestion_avoidance,
130,542073.485389,12000,34,192.168.88.253,34886,294,,congestion_avoidance,
131,542073.488440,12100,34,192.168.88.253,34886,361,,congestion_avoidance,
132,542073.491430,12200,34,192.168.88.253,34886,368,,congestion_avoidance,
133,542073.494625,12300,34,192.168.88.253,34886,401,,congestion_avoidance,
134,542073.497561,12400,34,192.168.88.253,34886,285,,congestion_avoidance,
135,542073.500600,12500,34,192.168.88.253,34886,352,,congestion_avoidance,
136,542073.503857,12600,34,192.168.88.253,34886,393,,congestion_avoidance,
137,542073.507015,12700,34,192.168.88.253,34886,400,,congestion_avoidance,
138,542073.510219,12800,34,192.168.88.253,34886,418,,congestion_avoidance,
139,542073.513412,12900,34,192.168.88.253,34886,424,,congestion_avoidance,
140,542073.516559,13000,34,192.168.88.253,34886,384,,congestion_avoidance,
141,542073.519625,13100,34,192.168.88.253,34886,276,,congestion_avoidance,
142,542073.522933,13200,34,192.168.88.253,34886,275,,congestion_avoidance,
143,542073.526034,13300,34,192.168.88.253,34886,347,,congestion_avoidance,
144,542073.528938,13400,34,192.168.88.253,34886,299,,congestion_avoidance,
145,542073.531995,13500,34,192.168.88.253,34886,335,,congestion_avoidance,
146,542073.535048,13600,34,192.168.88.253,34886,375,,congestion_avoidance,
147,542073.538129,13700,34,192.168.88.253,34886,262,,congestion_avoidance,
148,542073.541438,13800,34,192.168.88.253,34886,390,,congestion_avoidance,
149,542073.544543,13900,34,192.168.88.253,34886,348,,congestion_avoidance,
150,542073.547550,14000,34,192.168.88.253,34886,358,,congestion_avoidance,
151,542073.550658,14100,34,192.168.88.253,34886,313,,congestion_avoidance,
152,542073.553684,14200,34,192.168.88.253,34886,305,,congestion_avoidance,
153,542073.557635,14300,34,192.168.88.253,34886,418,,congestion_avoidance,
154,542073.560820,14400,34,192.168.88.253,34886,358,,congestion_avoidance,
155,542073.563926,14500,34,192.168.88.253,34886,357,,congestion_avoidance,
156,542073.566972,14600,34,192.168.88.253,34886,401,,congestion_avoidance,
157,542073.570025,14700,34,192.168.88.253,34886,392,,congestion_avoidance,
158,542073.572895,14800,34,192.168.88.253,34886,329,,congestion_avoidance,
159,542073.575875,14900,34,192.168.88.253,34886,289,,congestion_avoidance,
160,542073.578773,15000,34,192.168.88.253,34886,400,,congestion_avoidance,
161,542073.582456,15100,34,192.168.88.253,34886,336,,congestion_avoidance,
162,542073.586099,15200,34,192.168.88.253,34886,430,,congestion_avoidance,
163,542073.589058,15300,34,192.168.88.253,34886,391,,congestion_avoidance,
164,542073.592282,15400,34,192.168.88.253,34886,245,,congestion_avoidance,
165,542073.595421,15500,34,192.168.88.253,34886,434,,congestion_avoidance,
166,542073.598459,15600,34,192.168.88.253,34886,287,,congestion_avoidance,
167,542073.601789,15700,34,192.168.88.253,34886,262,,congestion_avoidance,
168,542073.605307,15800,34,192.168.88.253,34886,380,,congestion_avoidance,
169,542073.609228,15900,34,192.168.88.253,34886,282,,congestion_avoidance,
170,542073.612444,16000,34,192.168.88.253,34886,344,,congestion_avoidance,
171,542073.615609,16100,34,192.168.88.253,34886,322,,congestion_avoidance,
172,542073.618658,16200,34,192.168.88.253,34886,349,,congestion_avoidance,
173,542073.621688,16300,34,192.168.88.253,34886,394,,congestion_avoidance,
174,542073.624789,16400,34,192.168.88.253,34886,356,,congestion_avoidance,
175,542073.627909,16500,34,192.168.88.253,34886,283,,congestion_avoidance,
176,542073.631170,16600,34,192.168.88.253,34886,368,,congestion_avoidance,
177,542073.631981,16621,34,192.168.88.253,34886,309,,loss_recovery,
178,542073.632141,16626,17,192.168.88.253,34886,143,,congestion_avoidance,
179,542073.634751,16700,26,192.168.88.253,34886,307,,congestion_avoidance,
180,542073.638311,16800,34,192.168.88.253,34886,398,,congestion_avoidance,
181,542073.641682,16890,34,192.168.88.253,34886,431,,loss_recovery,
182,542073.641899,16895,17,192.168.88.253,34886,194,,congestion_avoidance,
183,542073.642034,16900,18,192.168.88.253,34886,171,,congestion_avoidance,
184,542073.645794,17000,30,192.168.88.253,34886,298,,congestion_avoidance,
185,542073.649459,17100,34,192.168.88.253,34886,331,,congestion_avoidance,
186,542073.649713,17106,34,192.168.88.253,34886,422,,loss_recovery,
187,542073.649937,17114,17,192.168.88.253,34886,177,,congestion_avoidance,
188,542073.653007,17200,27,192.168.88.253,34886,329,,congestion_avoidance,
189,542073.656036,17277,34,192.168.88.253,34886,398,,loss_recovery,
190,542073.656305,17282,17,192.168.88.253,34886,149,,congestion_avoidance,
191,542073.657128,17300,20,192.168.88.253,34886,236,,congestion_avoidance,
192,542073.660554,17400,31,192.168.88.253,34886,310,,congestion_avoidance,
193,542073.663528,17500,34,192.168.88.253,34886,435,,congestion_avoidance,
194,542073.666569,17600,34,192.168.88.253,34886,384,,congestion_avoidance,
195,542073.667971,17642,34,192.168.88.253,34886,313,,loss_recovery,
196,542073.668224,17647,17,192.168.88.253,34886,227,,congestion_avoidance,
197,542073.670236,17700,24,192.168.88.253,34886,287,,congestion_avoidance,
198,542073.674030,17800,34,192.168.88.253,34886,450,,congestion_avoidance,
199,542073.675121,17834,34,192.168.88.253,34886,303,,loss_recovery,
200,542073.675387,17839,17,192.168.88.253,34886,245,,congestion_avoidance,
201,542073.677417,17900,24,192.168.88.253,34886,295,,congestion_avoidance,
202,542073.680816,18000,34,192.168.88.253,34886,371,,congestion_avoidance,
203,542073.684208,18100,34,192.168.88.253,34886,352,,congestion_avoidance,
204,542073.684841,18118,34,192.168.88.253,34886,435,,loss_recovery,
205,542073.685121,18124,17,192.168.88.253,34886,245,,congestion_avoidance,
206,542073.687964,18200,27,192.168.88.253,34886,311,,congestion_avoidance,
207,542073.691386,18286,34,192.168.88.253,34886,433,,loss_recovery,
208,542073.691617,18292,17,192.168.88.253,34886,193,,congestion_avoidance,
209,542073.691843,18300,18,192.168.88.253,34886,207,,congestion_avoidance,
210,542073.695490,18400,30,192.168.88.253,34886,323,,congestion_avoidance,
211,542073.698892,18500,34,192.168.88.253,34886,395,,congestion_avoidance,
212,542073.702366,18600,34,192.168.88.253,34886,366,,congestion_avoidance,
213,542073.703345,18624,34,192.168.88.253,34886,419,,loss_recovery,
214,542073.703549,18632,17,192.168.88.253,34886,197,,congestion_avoidance,
215,542073.705828,18700,25,192.168.88.253,34886,311,,congestion_avoidance,
216,542073.709325,18796,34,192.168.88.253,34886,338,,loss_recovery,
217,542073.709458,18800,17,192.168.88.253,34886,299,,loss_recovery,
218,542073.709565,18803,17,192.168.88.253,34886,191,,congestion_avoidance,
219,542073.712803,18900,28,192.168.88.253,34886,282,,congestion_avoidance,
220,542073.716187,18998,34,192.168.88.253,34886,421,,loss_recovery,
221,542073.716244,19000,15,192.168.88.253,34886,337,,loss_recovery,
222,542073.716396,19005,17,192.168.88.253,34886,198,,congestion_avoidance,
223,542073.719738,19100,28,192.168.88.253,34886,313,,congestion_avoidance,
224,542073.722234,19171,34,192.168.88.253,34886,191,,loss_recovery,
225,542073.722469,19181,17,192.168.88.253,34886,188,,congestion_avoidance,
226,542073.723007,19200,19,192.168.88.253,34886,196,,congestion_avoidance,
227,542073.727424,19300,32,192.168.88.253,34886,295,,congestion_avoidance,
228,542073.730139,19364,34,192.168.88.253,34886,425,,loss_recovery,
229,542073.730383,19370,17,192.168.88.253,34886,213,,congestion_avoidance,
230,542073.731675,19400,22,192.168.88.253,34886,190,,congestion_avoidance,
231,542073.735019,19500,32,192.168.88.253,34886,385,,congestion_avoidance,
232,542073.738512,19600,34,192.168.88.253,34886,352,,congestion_avoidance,
233,542073.738738,19605,34,192.168.88.253,34886,419,,loss_recovery,
234,542073.738953,19612,17,192.168.88.253,34886,193,,congestion_avoidance,
235,542073.741925,19700,27,192.168.88.253,34886,199,,congestion_avoidance,
236,542073.745446,19800,34,192.168.88.253,34886,283,,congestion_avoidance,
237,542073.746852,19844,34,192.168.88.253,34886,287,,loss_recovery,
238,542073.747118,19849,17,192.168.88.253,34886,244,,congestion_avoidance,
239,542073.748810,19900,23,192.168.88.253,34886,244,,congestion_avoidance,
240,542073.752062,20000,32,192.168.88.253,34886,355,,congestion_avoidance,
241,542073.755315,20100,34,192.168.88.253,34886,410,,congestion_avoidance,
242,542073.756188,20123,34,192.168.88.253,34886,361,,loss_recovery,
243,542073.756446,20127,17,192.168.88.253,34886,194,,congestion_avoidance,
244,542073.758733,20200,25,192.168.88.253,34886,232,,congestion_avoidance,
245,542073.761797,20300,34,192.168.88.253,34886,306,,congestion_avoidance,
246,542073.764742,20400,34,192.168.88.253,34886,381,,congestion_avoidance,
247,542073.767578,20500,34,192.168.88.253,34886,417,,congestion_avoidance,
248,542073.770606,20600,34,192.168.88.253,34886,393,,congestion_avoidance,
249,542073.773592,20700,34,192.168.88.253,34886,397,,congestion_avoidance,
250,542073.776650,20800,34,192.168.88.253,34886,309,,congestion_avoidance,
251,542073.779795,20900,34,192.168.88.253,34886,424,,congestion_avoidance,
252,542073.782703,21000,34,192.168.88.253,34886,352,,congestion_avoidance,
253,542073.785629,21100,34,192.168.88.253,34886,260,,congestion_avoidance,
254,542073.788501,21200,34,192.168.88.253,34886,343,,congestion_avoidance,
255,542073.791585,21300,34,192.168.88.253,34886,381,,congestion_avoidance,
256,542073.794537,21400,34,192.168.88.253,34886,380,,congestion_avoidance,
257,542073.797574,21500,34,192.168.88.253,34886,414,,congestion_avoidance,
258,542073.800708,21600,34,192.168.88.253,34886,345,,congestion_avoidance,
259,542073.803730,21700,34,192.168.88.253,34886,340,,congestion_avoidance,
260,542073.806719,21800,34,192.168.88.253,34886,359,,congestion_avoidance,
261,542073.809801,21900,34,192.168.88.253,34886,401,,congestion_avoidance,
262,542073.813045,22000,34,192.168.88.253,34886,382,,congestion_avoidance,
263,542073.816121,22100,34,192.168.88.253,34886,426,,congestion_avoidance,
264,542073.819173,22200,34,192.168.88.253,34886,394,,congestion_avoidance,
265,542073.822365,22300,34,192.168.88.253,34886,362,,congestion_avoidance,
266,542073.825841,22400,34,192.168.88.253,34886,283,,congestion_avoidance,
267,542073.827959,22451,34,192.168.88.253,34886,311,,loss_recovery,
268,542073.828247,22456,17,192.168.88.253,34886,208,,congestion_avoidance,
269,542073.830056,22500,23,192.168.88.253,34886,341,,congestion_avoidance,
270,542073.833426,22600,33,192.168.88.253,34886,392,,congestion_avoidance,
271,542073.836678,22700,34,192.168.88.253,34886,348,,congestion_avoidance,
272,542073.839726,22800,34,192.168.88.253,34886,402,,congestion_avoidance,
273,542073.842768,22900,34,192.168.88.253,34886,283,,congestion_avoidance,
274,542073.845615,23000,34,192.168.88.253,34886,267,,congestion_avoidance,
275,542073.848692,23100,34,192.168.88.253,34886,416,,congestion_avoidance,
276,542073.851703,23200,34,192.168.88.253,34886,351,,congestion_avoidance,
277,542073.854492,23300,34,192.168.88.253,34886,384,,congestion_avoidance,
278,542073.857519,23400,34,192.168.88.253,34886,404,,congestion_avoidance,
279,542073.860497,23500,34,192.168.88.253,34886,449,,congestion_avoidance,
280,542073.863637,23600,34,192.168.88.253,34886,368,,congestion_avoidance,
281,542073.867012,23700,34,192.168.88.253,34886,421,,congestion_avoidance,
282,542073.870741,23800,34,192.168.88.253,34886,289,,congestion_avoidance,
283,542073.874481,23900,34,192.168.88.253,34886,331,,congestion_avoidance,
284,542073.877790,24000,34,192.168.88.253,34886,319,,congestion_avoidance,
285,542073.880777,24100,34,192.168.88.253,34886,423,,congestion_avoidance,
286,542073.883702,24200,34,192.168.88.253,34886,414,,congestion_avoidance,
287,542073.886728,24300,34,192.168.88.253,34886,400,,congestion_avoidance,
288,542073.889756,24400,34,192.168.88.253,34886,405,,congestion_avoidance,
