line_number,timestamp,cwnd,ip,port,rtt,ssthresh,phase,ca_state
55,80063.709165,50,192.168.88.253,34030,488,,congestion_avoidance,
56,80063.709754,51,192.168.88.253,34030,513,,congestion_avoidance,
57,80063.710655,52,192.168.88.253,34030,618,,congestion_avoidance,
58,80063.711302,53,192.168.88.253,34030,512,,congestion_avoidance,
59,80063.711941,54,192.168.88.253,34030,604,,congestion_avoidance,
60,80063.712552,55,192.168.88.253,34030,648,,congestion_avoidance,
61,80063.713300,56,192.168.88.253,34030,634,,congestion_avoidance,
62,80063.713823,57,192.168.88.253,34030,637,,congestion_avoidance,
63,80063.714713,58,192.168.88.253,34030,500,,congestion_avoidance,
64,80063.715290,59,192.168.88.253,34030,543,,congestion_avoidance,
65,80063.715859,60,192.168.88.253,34030,597,,congestion_avoidance,
66,80063.716782,61,192.168.88.253,34030,683,,congestion_avoidance,
67,80063.717397,62,192.168.88.253,34030,572,,congestion_avoidance,
68,80063.718262,63,192.168.88.253,34030,621,,congestion_avoidance,
69,80063.719194,64,192.168.88.253,34030,504,,congestion_avoidance,
70,80063.719736,65,192.168.88.253,34030,537,,congestion_avoidance,
71,80063.731481,32,192.168.88.253,34030,1000,,fast_retransmit,
72,80063.732291,33,192.168.88.253,34030,362,,congestion_avoidance,
73,80063.732953,34,192.168.88.253,34030,360,,congestion_avoidance,
74,80063.733279,35,192.168.88.253,34030,283,,congestion_avoidance,
75,80063.733602,36,192.168.88.253,34030,409,,congestion_avoidance,
76,80063.733948,37,192.168.88.253,34030,428,,congestion_avoidance,
77,80063.734653,38,192.168.88.253,34030,407,,congestion_avoidance,
78,80063.734970,39,192.168.88.253,34030,423,,congestion_avoidance,
79,80063.735567,40,192.168.88.253,34030,483,,congestion_avoidance,
80,80063.735883,41,192.168.88.253,34030,430,,congestion_avoidance,
81,80063.736573,42,192.168.88.253,34030,455,,congestion_avoidance,
82,80063.736863,43,192.168.88.253,34030,404,,congestion_avoidance,
83,80063.737618,44,192.168.88.253,34030,429,,congestion_avoidance,
84,80063.737986,45,192.168.88.253,34030,471,,congestion_avoidance,
85,80063.738669,46,192.168.88.253,34030,460,,congestion_avoidance,
86,80063.739292,47,192.168.88.253,34030,471,,congestion_avoidance,
87,80063.739617,48,192.168.88.253,34030,535,,congestion_avoidance,
88,80063.740251,49,192.168.88.253,34030,463,,congestion_avoidance,
89,80063.740896,50,192.168.88.253,34030,537,,congestion_avoidance,
90,80063.741764,51,192.168.88.253,34030,525,,congestion_avoidance,
91,80063.742126,52,192.168.88.253,34030,458,,congestion_avoidance,
92,80063.742792,53,192.168.88.253,34030,579,,congestion_avoidance,
93,80063.743728,54,192.168.88.253,34030,462,,congestion_avoidance,
94,80063.744109,55,192.168.88.253,34030,501,,congestion_avoidance,
95,80063.744880,56,192.168.88.253,34030,543,,congestion_avoidance,
96,80063.745694,57,192.168.88.253,34030,586,,congestion_avoidance,
97,80063.746355,58,192.168.88.253,34030,453,,congestion_avoidance,
98,80063.746947,59,192.168.88.253,34030,556,,congestion_avoidance,
99,80063.747669,60,192.168.88.253,34030,514,,congestion_avoidance,
100,80063.749001,61,192.168.88.253,34030,230,,congestion_avoidance,
101,80063.749582,62,192.168.88.253,34030,727,,congestion_avoidance,
102,80063.750273,63,192.168.88.253,34030,546,,congestion_avoidance,
103,80063.751158,64,192.168.88.253,34030,664,,congestion_avoidance,
104,80063.751775,65,192.168.88.253,34030,725,,congestion_avoidance,
