[335835.017821] TCP: my_cca: seq=1 cwnd=10 rtt=180 phase=slow_start Destination: 192.168.88.253:48670
[335835.019008] TCP: my_cca: seq=36 cwnd=77 rtt=565 phase=loss_recovery Destination: 192.168.88.253:48670
[335835.020960] TCP: my_cca: seq=85 cwnd=38 rtt=689 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.021149] TCP: my_cca: seq=100 cwnd=38 rtt=420 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.022995] TCP: my_cca: seq=200 cwnd=40 rtt=647 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.024657] TCP: my_cca: seq=300 cwnd=43 rtt=451 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.026362] TCP: my_cca: seq=400 cwnd=45 rtt=453 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.028813] TCP: my_cca: seq=500 cwnd=49 rtt=387 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.032145] TCP: my_cca: seq=600 cwnd=54 rtt=563 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.035526] TCP: my_cca: seq=700 cwnd=59 rtt=493 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.038945] TCP: my_cca: seq=800 cwnd=63 rtt=820 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.042069] TCP: my_cca: seq=900 cwnd=67 rtt=521 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.045386] TCP: my_cca: seq=1000 cwnd=71 rtt=658 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.048570] TCP: my_cca: seq=1100 cwnd=75 rtt=729 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.051566] TCP: my_cca: seq=1200 cwnd=78 rtt=799 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.054706] TCP: my_cca: seq=1300 cwnd=81 rtt=753 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.057891] TCP: my_cca: seq=1400 cwnd=84 rtt=824 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.061240] TCP: my_cca: seq=1500 cwnd=87 rtt=1022 phase=congestion_avoidance Destination: 192.168.88.253:48670
[335835.064563] TCP: my_cca: seq=1600 cwnd=90 rtt=759 phase=congestion_avoidance Destination: 192.168.88.253:48670
