line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,335835.017821,1,10,192.168.88.253,48670,180,,slow_start,
2,335835.019008,36,77,192.168.88.253,48670,565,,loss_recovery,
3,335835.020960,85,38,192.168.88.253,48670,689,,congestion_avoidance,
4,335835.021149,100,38,192.168.88.253,48670,420,,congestion_avoidance,
5,335835.022995,200,40,192.168.88.253,48670,647,,congestion_avoidance,
6,335835.024657,300,43,192.168.88.253,48670,451,,congestion_avoidance,
7,335835.026362,400,45,192.168.88.253,48670,453,,congestion_avoidance,
8,335835.028813,500,49,192.168.88.253,48670,387,,congestion_avoidance,
9,335835.032145,600,54,192.168.88.253,48670,563,,congestion_avoidance,
10,335835.035526,700,59,192.168.88.253,48670,493,,congestion_avoidance,
11,335835.038945,800,63,192.168.88.253,48670,820,,congestion_avoidance,
12,335835.042069,900,67,192.168.88.253,48670,521,,congestion_avoidance,
13,335835.045386,1000,71,192.168.88.253,48670,658,,congestion_avoidance,
14,335835.048570,1100,75,192.168.88.253,48670,729,,congestion_avoidance,
15,335835.051566,1200,78,192.168.88.253,48670,799,,congestion_avoidance,
16,335835.054706,1300,81,192.168.88.253,48670,753,,congestion_avoidance,
17,335835.057891,1400,84,192.168.88.253,48670,824,,congestion_avoidance,
18,335835.061240,1500,87,192.168.88.253,48670,1022,,congestion_avoidance,
19,335835.064563,1600,90,192.168.88.253,48670,759,,congestion_avoidance,
20,335835.066089,1644,92,192.168.88.253,48670,711,,loss_recovery,
21,335835.066837,1668,46,192.168.88.253,48670,533,,congestion_avoidance,
22,335835.067815,1700,47,192.168.88.253,48670,418,,congestion_avoidance,
23,335835.071166,1800,53,192.168.88.253,48670,697,,congestion_avoidance,
24,335835.074422,1900,58,192.168.88.253,48670,595,,congestion_avoidance,
25,335835.078037,2000,62,192.168.88.253,48670,769,,congestion_avoidance,
26,335835.081971,2100,67,192.168.88.253,48670,724,,congestion_avoidance,
27,335835.085094,2200,71,192.168.88.253,48670,721,,congestion_avoidance,
28,335835.088100,2300,75,192.168.88.253,48670,848,,congestion_avoidance,
29,335835.091184,2400,78,192.168.88.253,48670,778,,congestion_avoidance,
30,335835.091579,2411,78,192.168.88.253,48670,597,,loss_recovery,
31,335835.092162,2430,39,192.168.88.253,48670,419,,congestion_avoidance,
32,335835.094339,2500,43,192.168.88.253,48670,505,,congestion_avoidance,
33,335835.097501,2600,49,192.168.88.253,48670,531,,congestion_avoidance,
34,335835.101267,2700,54,192.168.88.253,48670,597,,congestion_avoidance,
35,335835.104241,2800,59,192.168.88.253,48670,728,,congestion_avoidance,
36,335835.106955,2900,62,192.168.88.253,48670,555,,congestion_avoidance,
37,335835.110297,3000,67,192.168.88.253,48670,747,,congestion_avoidance,
38,335835.113441,3100,70,192.168.88.253,48670,749,,congestion_avoidance,
39,335835.118406,3156,71,192.168.88.253,48670,1704,,loss_recovery,
40,335835.120100,3165,35,192.168.88.253,48670,1411,,congestion_avoidance,
41,335835.123843,3200,37,192.168.88.253,48670,1294,,congestion_avoidance,
42,335835.134680,3300,42,192.168.88.253,48670,972,,congestion_avoidance,
43,335835.145547,3400,46,192.168.88.253,48670,1228,,congestion_avoidance,
44,335835.155692,3500,50,192.168.88.253,48670,564,,congestion_avoidance,
45,335835.166074,3600,55,192.168.88.253,48670,1056,,congestion_avoidance,
46,335835.176683,3700,59,192.168.88.253,48670,1185,,congestion_avoidance,
47,335835.186563,3800,62,192.168.88.253,48670,983,,congestion_avoidance,
48,335835.199476,3900,66,192.168.88.253,48670,1242,,congestion_avoidance,
49,335835.209608,4000,69,192.168.88.253,48670,1658,,congestion_avoidance,
50,335835.220201,4100,73,192.168.88.253,48670,1325,,congestion_avoidance,
51,335835.230718,4200,74,192.168.88.253,48670,1558,,congestion_avoidance,
52,335835.240070,4300,77,192.168.88.253,48670,1003,,congestion_avoidance,
53,335835.240450,4305,77,192.168.88.253,48670,447,,loss_recovery,
54,335835.241294,4310,38,192.168.88.253,48670,771,,congestion_avoidance,
55,335835.249342,4400,45,192.168.88.253,48670,797,,congestion_avoidance,
56,335835.259469,4500,53,192.168.88.253,48670,645,,congestion_avoidance,
57,335835.264747,4600,61,192.168.88.253,48670,748,,congestion_avoidance,
58,335835.269874,4700,67,192.168.88.253,48670,658,,congestion_avoidance,
59,335835.274568,4794,73,192.168.88.253,48670,677,,loss_recovery,
60,335835.274934,4800,36,192.168.88.253,48670,712,,loss_recovery,
61,335835.275163,4805,36,192.168.88.253,48670,447,,congestion_avoidance,
62,335835.280429,4900,46,192.168.88.253,48670,463,,congestion_avoidance,
63,335835.285317,5000,54,192.168.88.253,48670,441,,congestion_avoidance,
64,335835.290002,5100,60,192.168.88.253,48670,756,,congestion_avoidance,
65,335835.294721,5200,67,192.168.88.253,48670,737,,congestion_avoidance,
66,335835.299541,5300,72,192.168.88.253,48670,526,,congestion_avoidance,
67,335835.304146,5400,77,192.168.88.253,48670,932,,congestion_avoidance,
68,335835.304328,5403,77,192.168.88.253,48670,602,,loss_recovery,
69,335835.304901,5415,38,192.168.88.253,48670,364,,congestion_avoidance,
