line_number,timestamp,cwnd,ip,port,rtt,ssthresh,phase,ca_state
105,76752.930856,35,192.168.88.253,44928,385,,congestion_avoidance,
106,76752.931311,36,192.168.88.253,44928,283,,congestion_avoidance,
107,76752.931820,37,192.168.88.253,44928,337,,congestion_avoidance,
108,76752.932286,38,192.168.88.253,44928,291,,congestion_avoidance,
109,76752.932810,39,192.168.88.253,44928,428,,congestion_avoidance,
110,76752.933168,40,192.168.88.253,44928,443,,congestion_avoidance,
111,76752.933604,41,192.168.88.253,44928,324,,congestion_avoidance,
112,76752.934473,42,192.168.88.253,44928,409,,congestion_avoidance,
113,76752.935038,43,192.168.88.253,44928,431,,congestion_avoidance,
114,76752.935575,44,192.168.88.253,44928,346,,congestion_avoidance,
115,76752.936029,45,192.168.88.253,44928,356,,congestion_avoidance,
116,76752.936484,46,192.168.88.253,44928,450,,congestion_avoidance,
117,76752.937026,47,192.168.88.253,44928,539,,congestion_avoidance,
118,76752.937456,48,192.168.88.253,44928,425,,congestion_avoidance,
119,76752.938210,49,192.168.88.253,44928,454,,congestion_avoidance,
120,76752.938636,50,192.168.88.253,44928,510,,congestion_avoidance,
121,76752.939644,51,192.168.88.253,44928,531,,congestion_avoidance,
122,76752.940253,52,192.168.88.253,44928,614,,congestion_avoidance,
123,76752.940665,53,192.168.88.253,44928,408,,congestion_avoidance,
124,76752.941578,54,192.168.88.253,44928,616,,congestion_avoidance,
125,76752.942036,55,192.168.88.253,44928,562,,congestion_avoidance,
126,76752.942601,56,192.168.88.253,44928,569,,congestion_avoidance,
127,76752.943544,57,192.168.88.253,44928,516,,congestion_avoidance,
128,76752.943982,58,192.168.88.253,44928,682,,congestion_avoidance,
129,76752.944906,59,192.168.88.253,44928,499,,congestion_avoidance,
130,76752.945526,60,192.168.88.253,44928,626,,congestion_avoidance,
131,76752.946408,61,192.168.88.253,44928,526,,congestion_avoidance,
132,76752.946907,62,192.168.88.253,44928,666,,congestion_avoidance,
133,76752.947900,63,192.168.88.253,44928,611,,congestion_avoidance,
134,76752.948405,64,192.168.88.253,44928,664,,congestion_avoidance,
135,76752.949320,65,192.168.88.253,44928,523,,congestion_avoidance,
136,76752.950197,66,192.168.88.253,44928,597,,congestion_avoidance,
137,76752.950730,67,192.168.88.253,44928,621,,congestion_avoidance,
138,76752.951610,68,192.168.88.253,44928,695,,congestion_avoidance,
139,76752.952793,34,192.168.88.253,44928,278,,congestion_avoidance,
140,76752.953223,35,192.168.88.253,44928,358,,congestion_avoidance,
141,76752.953692,36,192.168.88.253,44928,376,,congestion_avoidance,
142,76752.954143,37,192.168.88.253,44928,249,,congestion_avoidance,
143,76752.954637,38,192.168.88.253,44928,401,,congestion_avoidance,
144,76752.955076,39,192.168.88.253,44928,361,,congestion_avoidance,
145,76752.955488,40,192.168.88.253,44928,408,,congestion_avoidance,
146,76752.956518,41,192.168.88.253,44928,466,,congestion_avoidance,
147,76752.957032,42,192.168.88.253,44928,510,,congestion_avoidance,
148,76752.957636,43,192.168.88.253,44928,491,,congestion_avoidance,
149,76752.958115,44,192.168.88.253,44928,475,,congestion_avoidance,
150,76752.958720,45,192.168.88.253,44928,516,,congestion_avoidance,
151,76752.959143,46,192.168.88.253,44928,531,,congestion_avoidance,
152,76752.959636,47,192.168.88.253,44928,515,,congestion_avoidance,
153,76752.960156,48,192.168.88.253,44928,514,,congestion_avoidance,
154,76752.960791,49,192.168.88.253,44928,631,,congestion_avoidance,
155,76752.961298,50,192.168.88.253,44928,405,,congestion_avoidance,
156,76752.962475,51,192.168.88.253,44928,474,,congestion_avoidance,
157,76752.962966,52,192.168.88.253,44928,614,,congestion_avoidance,
158,76752.963378,53,192.168.88.253,44928,549,,congestion_avoidance,
159,76752.963917,54,192.168.88.253,44928,584,,congestion_avoidance,
160,76752.964958,55,192.168.88.253,44928,552,,congestion_avoidance,
161,76752.965448,56,192.168.88.253,44928,486,,congestion_avoidance,
162,76752.965888,57,192.168.88.253,44928,465,,congestion_avoidance,
163,76752.967059,58,192.168.88.253,44928,527,,congestion_avoidance,
164,76752.967519,59,192.168.88.253,44928,409,,congestion_avoidance,
165,76752.968009,60,192.168.88.253,44928,484,,congestion_avoidance,
166,76752.969235,61,192.168.88.253,44928,691,,congestion_avoidance,
167,76752.969862,62,192.168.88.253,44928,622,,congestion_avoidance,
168,76752.970704,63,192.168.88.253,44928,579,,congestion_avoidance,
169,76752.971171,64,192.168.88.253,44928,462,,congestion_avoidance,
170,76752.972098,65,192.168.88.253,44928,675,,congestion_avoidance,
171,76752.972690,66,192.168.88.253,44928,716,,congestion_avoidance,
172,76752.973802,67,192.168.88.253,44928,700,,congestion_avoidance,
173,76752.976527,34,192.168.88.253,44928,228,,congestion_avoidance,
174,76752.977188,36,192.168.88.253,44928,217,,congestion_avoidance,
175,76752.977711,37,192.168.88.253,44928,413,,congestion_avoidance,
176,76752.978143,38,192.168.88.253,44928,398,,congestion_avoidance,
177,76752.978658,39,192.168.88.253,44928,399,,congestion_avoidance,
178,76752.979160,40,192.168.88.253,44928,398,,congestion_avoidance,
179,76752.979691,41,192.168.88.253,44928,329,,congestion_avoidance,
180,76752.980241,42,192.168.88.253,44928,293,,congestion_avoidance,
181,76752.980772,43,192.168.88.253,44928,428,,congestion_avoidance,
182,76752.981236,44,192.168.88.253,44928,497,,congestion_avoidance,
183,76752.981799,45,192.168.88.253,44928,340,,congestion_avoidance,
184,76752.982394,46,192.168.88.253,44928,473,,congestion_avoidance,
185,76752.982884,47,192.168.88.253,44928,364,,congestion_avoidance,
186,76752.983294,48,192.168.88.253,44928,534,,congestion_avoidance,
187,76752.984268,49,192.168.88.253,44928,416,,congestion_avoidance,
188,76752.984838,50,192.168.88.253,44928,437,,congestion_avoidance,
189,76752.985367,51,192.168.88.253,44928,522,,congestion_avoidance,
190,76752.985747,52,192.168.88.253,44928,512,,congestion_avoidance,
191,76752.986728,53,192.168.88.253,44928,578,,congestion_avoidance,
192,76752.987219,54,192.168.88.253,44928,585,,congestion_avoidance,
193,76752.987704,55,192.168.88.253,44928,480,,congestion_avoidance,
194,76752.988665,56,192.168.88.253,44928,618,,congestion_avoidance,
195,76752.989411,57,192.168.88.253,44928,624,,congestion_avoidance,
196,76752.989879,58,192.168.88.253,44928,516,,congestion_avoidance,
197,76752.990835,59,192.168.88.253,44928,685,,congestion_avoidance,
198,76752.991330,60,192.168.88.253,44928,490,,congestion_avoidance,
199,76752.991909,30,192.168.88.253,44928,709,,loss_recovery,
200,76752.992838,31,192.168.88.253,44928,319,,congestion_avoidance,
201,76752.993377,33,192.168.88.253,44928,359,,congestion_avoidance,
202,76752.993878,34,192.168.88.253,44928,262,,congestion_avoidance,
203,76752.994324,35,192.168.88.253,44928,368,,congestion_avoidance,
204,76752.994725,36,192.168.88.253,44928,453,,congestion_avoidance,
205,76752.995071,37,192.168.88.253,44928,368,,congestion_avoidance,
206,76752.995605,38,192.168.88.253,44928,436,,congestion_avoidance,
207,76752.996042,39,192.168.88.253,44928,332,,congestion_avoidance,
208,76752.996608,40,192.168.88.253,44928,292,,congestion_avoidance,
209,76752.997049,41,192.168.88.253,44928,464,,congestion_avoidance,
210,76752.997538,42,192.168.88.253,44928,384,,congestion_avoidance,
211,76752.998070,43,192.168.88.253,44928,425,,congestion_avoidance,
212,76752.998610,44,192.168.88.253,44928,465,,congestion_avoidance,
213,76752.999124,45,192.168.88.253,44928,447,,congestion_avoidance,
214,76752.999635,46,192.168.88.253,44928,415,,congestion_avoidance,
215,76753.000504,47,192.168.88.253,44928,570,,congestion_avoidance,
216,76753.000853,48,192.168.88.253,44928,458,,congestion_avoidance,
217,76753.001313,49,192.168.88.253,44928,548,,congestion_avoidance,
218,76753.002256,50,192.168.88.253,44928,436,,congestion_avoidance,
219,76753.002648,51,192.168.88.253,44928,569,,congestion_avoidance,
220,76753.003120,52,192.168.88.253,44928,580,,congestion_avoidance,
221,76753.003969,53,192.168.88.253,44928,598,,congestion_avoidance,
222,76753.004615,54,192.168.88.253,44928,488,,congestion_avoidance,
223,76753.005062,55,192.168.88.253,44928,652,,congestion_avoidance,
224,76753.006010,56,192.168.88.253,44928,529,,congestion_avoidance,
225,76753.006840,57,192.168.88.253,44928,525,,congestion_avoidance,
226,76753.007296,58,192.168.88.253,44928,549,,congestion_avoidance,
227,76753.008361,59,192.168.88.253,44928,555,,congestion_avoidance,
228,76753.008735,60,192.168.88.253,44928,637,,congestion_avoidance,
229,76753.009686,61,192.168.88.253,44928,567,,congestion_avoidance,
230,76753.010133,62,192.168.88.253,44928,439,,congestion_avoidance,
231,76753.011112,63,192.168.88.253,44928,659,,congestion_avoidance,
232,76753.011942,64,192.168.88.253,44928,746,,congestion_avoidance,
233,76753.012692,65,192.168.88.253,44928,667,,congestion_avoidance,
234,76753.013493,66,192.168.88.253,44928,698,,congestion_avoidance,
235,76753.014420,67,192.168.88.253,44928,553,,loss_recovery,
236,76753.014977,33,192.168.88.253,44928,345,,congestion_avoidance,
237,76753.015414,34,192.168.88.253,44928,356,,congestion_avoidance,
238,76753.015790,35,192.168.88.253,44928,288,,congestion_avoidance,
239,76753.016375,36,192.168.88.253,44928,311,,congestion_avoidance,
240,76753.017209,38,192.168.88.253,44928,293,,congestion_avoidance,
241,76753.017665,39,192.168.88.253,44928,356,,congestion_avoidance,
242,76753.018136,40,192.168.88.253,44928,373,,congestion_avoidance,
243,76753.018516,41,192.168.88.253,44928,404,,congestion_avoidance,
244,76753.019754,43,192.168.88.253,44928,313,,congestion_avoidance,
245,76753.020276,44,192.168.88.253,44928,436,,congestion_avoidance,
246,76753.020658,45,192.168.88.253,44928,378,,congestion_avoidance,
247,76753.021868,47,192.168.88.253,44928,421,,congestion_avoidance,
248,76753.022801,48,192.168.88.253,44928,458,,congestion_avoidance,
249,76753.023159,49,192.168.88.253,44928,451,,congestion_avoidance,
250,76753.023795,50,192.168.88.253,44928,520,,congestion_avoidance,
251,76753.024485,51,192.168.88.253,44928,445,,congestion_avoidance,
252,76753.024922,52,192.168.88.253,44928,538,,congestion_avoidance,
253,76753.025746,53,192.168.88.253,44928,444,,congestion_avoidance,
254,76753.026611,54,192.168.88.253,44928,410,,congestion_avoidance,
255,76753.027002,55,192.168.88.253,44928,559,,congestion_avoidance,
256,76753.027370,56,192.168.88.253,44928,456,,congestion_avoidance,
257,76753.028340,57,192.168.88.253,44928,625,,congestion_avoidance,
258,76753.029107,58,192.168.88.253,44928,656,,congestion_avoidance,
259,76753.029478,59,192.168.88.253,44928,544,,congestion_avoidance,
260,76753.030338,60,192.168.88.253,44928,511,,congestion_avoidance,
261,76753.031217,61,192.168.88.253,44928,609,,congestion_avoidance,
262,76753.031738,62,192.168.88.253,44928,601,,congestion_avoidance,
263,76753.032715,63,192.168.88.253,44928,596,,congestion_avoidance,
264,76753.033680,64,192.168.88.253,44928,780,,congestion_avoidance,
265,76753.034410,65,192.168.88.253,44928,695,,congestion_avoidance,
266,76753.034911,66,192.168.88.253,44928,651,,congestion_avoidance,
267,76753.035883,67,192.168.88.253,44928,623,,congestion_avoidance,
268,76753.036880,68,192.168.88.253,44928,807,,congestion_avoidance,
269,76753.038644,34,192.168.88.253,44928,719,,loss_recovery,
270,76753.039476,35,192.168.88.253,44928,413,,congestion_avoidance,
271,76753.039970,36,192.168.88.253,44928,286,,congestion_avoidance,
272,76753.040490,37,192.168.88.253,44928,424,,congestion_avoidance,
273,76753.040975,38,192.168.88.253,44928,392,,congestion_avoidance,
274,76753.041359,39,192.168.88.253,44928,480,,congestion_avoidance,
275,76753.041805,40,192.168.88.253,44928,350,,congestion_avoidance,
276,76753.042412,41,192.168.88.253,44928,436,,congestion_avoidance,
277,76753.042853,42,192.168.88.253,44928,417,,congestion_avoidance,
278,76753.043277,43,192.168.88.253,44928,514,,congestion_avoidance,
279,76753.043744,44,192.168.88.253,44928,376,,congestion_avoidance,
280,76753.044566,45,192.168.88.253,44928,284,,congestion_avoidance,
281,76753.045152,46,192.168.88.253,44928,464,,congestion_avoidance,
282,76753.045566,47,192.168.88.253,44928,510,,congestion_avoidance,
283,76753.046004,48,192.168.88.253,44928,446,,congestion_avoidance,
284,76753.046717,49,192.168.88.253,44928,556,,congestion_avoidance,
285,76753.047145,50,192.168.88.253,44928,525,,congestion_avoidance,
286,76753.047966,51,192.168.88.253,44928,554,,congestion_avoidance,
287,76753.048826,52,192.168.88.253,44928,504,,congestion_avoidance,
288,76753.049182,53,192.168.88.253,44928,553,,congestion_avoidance,
289,76753.049616,54,192.168.88.253,44928,517,,congestion_avoidance,
290,76753.050377,55,192.168.88.253,44928,609,,congestion_avoidance,
291,76753.051249,56,192.168.88.253,44928,475,,congestion_avoidance,
292,76753.051589,57,192.168.88.253,44928,493,,congestion_avoidance,
293,76753.052504,58,192.168.88.253,44928,694,,congestion_avoidance,
294,76753.053415,59,192.168.88.253,44928,502,,congestion_avoidance,
295,76753.053823,60,192.168.88.253,44928,648,,congestion_avoidance,
296,76753.054652,61,192.168.88.253,44928,732,,congestion_avoidance,
297,76753.055610,62,192.168.88.253,44928,648,,congestion_avoidance,
298,76753.056085,63,192.168.88.253,44928,562,,congestion_avoidance,
299,76753.056946,32,192.168.88.253,44928,581,,loss_recovery,
300,76753.057886,33,192.168.88.253,44928,365,,congestion_avoidance,
301,76753.058314,34,192.168.88.253,44928,351,,congestion_avoidance,
302,76753.058709,35,192.168.88.253,44928,421,,congestion_avoidance,
303,76753.059143,36,192.168.88.253,44928,363,,congestion_avoidance,
304,76753.059783,37,192.168.88.253,44928,425,,congestion_avoidance,
305,76753.060327,38,192.168.88.253,44928,461,,congestion_avoidance,
306,76753.060667,39,192.168.88.253,44928,334,,congestion_avoidance,
307,76753.061113,40,192.168.88.253,44928,364,,congestion_avoidance,
308,76753.061611,41,192.168.88.253,44928,321,,congestion_avoidance,
309,76753.062026,42,192.168.88.253,44928,407,,congestion_avoidance,
310,76753.062439,43,192.168.88.253,44928,407,,congestion_avoidance,
311,76753.062870,44,192.168.88.253,44928,358,,congestion_avoidance,
312,76753.063560,45,192.168.88.253,44928,370,,congestion_avoidance,
313,76753.064046,46,192.168.88.253,44928,396,,congestion_avoidance,
314,76753.064490,47,192.168.88.253,44928,440,,congestion_avoidance,
315,76753.065296,48,192.168.88.253,44928,393,,congestion_avoidance,
316,76753.065689,49,192.168.88.253,44928,466,,congestion_avoidance,
317,76753.066600,50,192.168.88.253,44928,442,,congestion_avoidance,
318,76753.067017,51,192.168.88.253,44928,560,,congestion_avoidance,
319,76753.067896,52,192.168.88.253,44928,555,,congestion_avoidance,
320,76753.068357,53,192.168.88.253,44928,614,,congestion_avoidance,
321,76753.068790,54,192.168.88.253,44928,496,,congestion_avoidance,
322,76753.069793,55,192.168.88.253,44928,512,,congestion_avoidance,
323,76753.070229,56,192.168.88.253,44928,618,,congestion_avoidance,
324,76753.071088,57,192.168.88.253,44928,380,,congestion_avoidance,
325,76753.071623,58,192.168.88.253,44928,724,,congestion_avoidance,
326,76753.072529,59,192.168.88.253,44928,561,,congestion_avoidance,
327,76753.073015,60,192.168.88.253,44928,493,,congestion_avoidance,
328,76753.073967,61,192.168.88.253,44928,720,,congestion_avoidance,
329,76753.074902,62,192.168.88.253,44928,570,,congestion_avoidance,
330,76753.075358,63,192.168.88.253,44928,550,,congestion_avoidance,
331,76753.076244,64,192.168.88.253,44928,624,,congestion_avoidance,
332,76753.077135,65,192.168.88.253,44928,701,,congestion_avoidance,
333,76753.077923,66,192.168.88.253,44928,723,,congestion_avoidance,
334,76753.078434,33,192.168.88.253,44928,749,,loss_recovery,
335,76753.080107,35,192.168.88.253,44928,354,,congestion_avoidance,
336,76753.080550,36,192.168.88.253,44928,328,,congestion_avoidance,
337,76753.080993,37,192.168.88.253,44928,364,,congestion_avoidance,
338,76753.081440,38,192.168.88.253,44928,366,,congestion_avoidance,
339,76753.081886,39,192.168.88.253,44928,273,,congestion_avoidance,
340,76753.082303,40,192.168.88.253,44928,413,,congestion_avoidance,
341,76753.083142,41,192.168.88.253,44928,335,,congestion_avoidance,
342,76753.083564,42,192.168.88.253,44928,445,,congestion_avoidance,
343,76753.083979,43,192.168.88.253,44928,334,,congestion_avoidance,
344,76753.084460,44,192.168.88.253,44928,486,,congestion_avoidance,
345,76753.084884,45,192.168.88.253,44928,416,,congestion_avoidance,
346,76753.085735,46,192.168.88.253,44928,513,,congestion_avoidance,
347,76753.086178,47,192.168.88.253,44928,449,,congestion_avoidance,
348,76753.086960,48,192.168.88.253,44928,518,,congestion_avoidance,
349,76753.087388,49,192.168.88.253,44928,408,,congestion_avoidance,
350,76753.087788,50,192.168.88.253,44928,494,,congestion_avoidance,
351,76753.088646,51,192.168.88.253,44928,526,,congestion_avoidance,
352,76753.089128,52,192.168.88.253,44928,542,,congestion_avoidance,
353,76753.089879,53,192.168.88.253,44928,496,,congestion_avoidance,
354,76753.090690,54,192.168.88.253,44928,584,,congestion_avoidance,
355,76753.091077,55,192.168.88.253,44928,638,,congestion_avoidance,
356,76753.092060,56,192.168.88.253,44928,582,,congestion_avoidance,
357,76753.092412,57,192.168.88.253,44928,678,,congestion_avoidance,
358,76753.093297,58,192.168.88.253,44928,565,,congestion_avoidance,
359,76753.094212,59,192.168.88.253,44928,677,,congestion_avoidance,
360,76753.094690,60,192.168.88.253,44928,627,,congestion_avoidance,
361,76753.095658,61,192.168.88.253,44928,520,,congestion_avoidance,
362,76753.096104,62,192.168.88.253,44928,703,,congestion_avoidance,
363,76753.096952,63,192.168.88.253,44928,744,,congestion_avoidance,
364,76753.097953,64,192.168.88.253,44928,706,,congestion_avoidance,
365,76753.098861,65,192.168.88.253,44928,311,,congestion_avoidance,
366,76753.099294,45,192.168.88.253,44928,580,,loss_recovery,
367,76753.099722,32,192.168.88.253,44928,297,,congestion_avoidance,
368,76753.100201,33,192.168.88.253,44928,389,,congestion_avoidance,
369,76753.100760,34,192.168.88.253,44928,293,,congestion_avoidance,
370,76753.101222,36,192.168.88.253,44928,377,,congestion_avoidance,
371,76753.101744,37,192.168.88.253,44928,448,,congestion_avoidance,
372,76753.102180,38,192.168.88.253,44928,271,,congestion_avoidance,
373,76753.102732,39,192.168.88.253,44928,371,,congestion_avoidance,
374,76753.103207,40,192.168.88.253,44928,470,,congestion_avoidance,
375,76753.103642,41,192.168.88.253,44928,361,,congestion_avoidance,
376,76753.104481,42,192.168.88.253,44928,386,,congestion_avoidance,
377,76753.104960,43,192.168.88.253,44928,489,,congestion_avoidance,
378,76753.105291,44,192.168.88.253,44928,514,,congestion_avoidance,
379,76753.105699,45,192.168.88.253,44928,403,,congestion_avoidance,
380,76753.106595,46,192.168.88.253,44928,533,,congestion_avoidance,
381,76753.107029,47,192.168.88.253,44928,429,,congestion_avoidance,
382,76753.107916,48,192.168.88.253,44928,406,,congestion_avoidance,
383,76753.108319,49,192.168.88.253,44928,397,,congestion_avoidance,
384,76753.108778,50,192.168.88.253,44928,556,,congestion_avoidance,
385,76753.109231,51,192.168.88.253,44928,573,,congestion_avoidance,
386,76753.110388,52,192.168.88.253,44928,562,,congestion_avoidance,
387,76753.110965,53,192.168.88.253,44928,599,,congestion_avoidance,
388,76753.111399,54,192.168.88.253,44928,524,,congestion_avoidance,
389,76753.111844,55,192.168.88.253,44928,569,,congestion_avoidance,
390,76753.112925,56,192.168.88.253,44928,557,,congestion_avoidance,
391,76753.113314,57,192.168.88.253,44928,384,,congestion_avoidance,
392,76753.114312,58,192.168.88.253,44928,658,,congestion_avoidance,
393,76753.114704,59,192.168.88.253,44928,507,,congestion_avoidance,
394,76753.115584,60,192.168.88.253,44928,624,,congestion_avoidance,
395,76753.116049,61,192.168.88.253,44928,562,,congestion_avoidance,
396,76753.116977,62,192.168.88.253,44928,674,,congestion_avoidance,
397,76753.117860,63,192.168.88.253,44928,515,,congestion_avoidance,
398,76753.118391,64,192.168.88.253,44928,525,,congestion_avoidance,
399,76753.119250,65,192.168.88.253,44928,582,,congestion_avoidance,
400,76753.120280,66,192.168.88.253,44928,539,,congestion_avoidance,
401,76753.120805,33,192.168.88.253,44928,543,,loss_recovery,
402,76753.121596,34,192.168.88.253,44928,278,,congestion_avoidance,
403,76753.121980,35,192.168.88.253,44928,381,,congestion_avoidance,
404,76753.122394,36,192.168.88.253,44928,229,,congestion_avoidance,
405,76753.122828,37,192.168.88.253,44928,339,,congestion_avoidance,
406,76753.123269,38,192.168.88.253,44928,436,,congestion_avoidance,
407,76753.123738,39,192.168.88.253,44928,378,,congestion_avoidance,
408,76753.124281,40,192.168.88.253,44928,398,,congestion_avoidance,
409,76753.124759,41,192.168.88.253,44928,291,,congestion_avoidance,
410,76753.125117,42,192.168.88.253,44928,466,,congestion_avoidance,
