line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,333524.194185,1,10,192.168.88.253,53118,234,,slow_start,
2,333524.197713,100,66,192.168.88.253,53118,666,,slow_start,
3,333524.199465,200,66,192.168.88.253,53118,560,,slow_start,
4,333524.203236,300,66,192.168.88.253,53118,589,,slow_start,
5,333524.208935,400,66,192.168.88.253,53118,639,,slow_start,
6,333524.213728,500,66,192.168.88.253,53118,768,,slow_start,
7,333524.218153,600,66,192.168.88.253,53118,642,,slow_start,
8,333524.222739,700,66,192.168.88.253,53118,717,,slow_start,
9,333524.227246,800,66,192.168.88.253,53118,778,,slow_start,
10,333524.231913,900,66,192.168.88.253,53118,684,,slow_start,
11,333524.236725,1000,66,192.168.88.253,53118,722,,slow_start,
12,333524.241257,1100,66,192.168.88.253,53118,729,,slow_start,
13,333524.245672,1200,66,192.168.88.253,53118,642,,slow_start,
14,333524.250346,1300,66,192.168.88.253,53118,611,,slow_start,
15,333524.255688,1400,66,192.168.88.253,53118,642,,slow_start,
16,333524.260673,1500,66,192.168.88.253,53118,570,,slow_start,
17,333524.266197,1600,66,192.168.88.253,53118,576,,slow_start,
18,333524.271236,1700,66,192.168.88.253,53118,526,,slow_start,
19,333524.276501,1800,66,192.168.88.253,53118,521,,slow_start,
20,333524.281439,1900,66,192.168.88.253,53118,700,,slow_start,
21,333524.286399,2000,66,192.168.88.253,53118,627,,slow_start,
22,333524.291390,2100,66,192.168.88.253,53118,588,,slow_start,
23,333524.296129,2200,66,192.168.88.253,53118,617,,slow_start,
24,333524.301245,2300,66,192.168.88.253,53118,675,,slow_start,
25,333524.306206,2400,66,192.168.88.253,53118,593,,slow_start,
26,333524.310950,2500,66,192.168.88.253,53118,585,,slow_start,
27,333524.315795,2600,66,192.168.88.253,53118,731,,slow_start,
28,333524.320824,2700,66,192.168.88.253,53118,737,,slow_start,
29,333524.325956,2800,66,192.168.88.253,53118,820,,slow_start,
30,333524.331028,2900,66,192.168.88.253,53118,560,,slow_start,
31,333524.336616,3000,66,192.168.88.253,53118,842,,slow_start,
32,333524.341705,3100,66,192.168.88.253,53118,693,,slow_start,
33,333524.346837,3200,66,192.168.88.253,53118,781,,slow_start,
34,333524.351715,3300,66,192.168.88.253,53118,673,,slow_start,
35,333524.356527,3400,66,192.168.88.253,53118,711,,slow_start,
36,333524.361424,3500,66,192.168.88.253,53118,799,,slow_start,
37,333524.366612,3600,66,192.168.88.253,53118,732,,slow_start,
38,333524.371257,3700,66,192.168.88.253,53118,635,,slow_start,
39,333524.376280,3800,66,192.168.88.253,53118,755,,slow_start,
40,333524.381676,3900,66,192.168.88.253,53118,613,,slow_start,
41,333524.386806,4000,66,192.168.88.253,53118,729,,slow_start,
42,333524.392318,4100,66,192.168.88.253,53118,601,,slow_start,
43,333524.397590,4200,66,192.168.88.253,53118,556,,slow_start,
44,333524.402919,4300,66,192.168.88.253,53118,583,,slow_start,
45,333524.407953,4400,66,192.168.88.253,53118,568,,slow_start,
46,333524.413119,4500,66,192.168.88.253,53118,767,,slow_start,
47,333524.418544,4600,66,192.168.88.253,53118,812,,slow_start,
48,333524.423872,4700,66,192.168.88.253,53118,625,,slow_start,
49,333524.428912,4800,66,192.168.88.253,53118,633,,slow_start,
50,333524.435042,4900,66,192.168.88.253,53118,753,,slow_start,
51,333524.440328,5000,66,192.168.88.253,53118,715,,slow_start,
52,333524.466983,5500,66,192.168.88.253,53118,658,,slow_start,
53,333524.472292,5600,66,192.168.88.253,53118,632,,slow_start,
54,333524.477051,5700,66,192.168.88.253,53118,678,,slow_start,
55,333524.481738,5800,66,192.168.88.253,53118,600,,slow_start,
56,333524.486245,5900,66,192.168.88.253,53118,560,,slow_start,
57,333524.491370,6000,66,192.168.88.253,53118,720,,slow_start,
58,333524.496258,6100,66,192.168.88.253,53118,564,,slow_start,
59,333524.501204,6200,66,192.168.88.253,53118,754,,slow_start,
60,333524.506016,6300,66,192.168.88.253,53118,778,,slow_start,
61,333524.511244,6400,66,192.168.88.253,53118,693,,slow_start,
62,333524.516060,6500,66,192.168.88.253,53118,771,,slow_start,
63,333524.521007,6600,66,192.168.88.253,53118,657,,slow_start,
64,333524.525925,6700,66,192.168.88.253,53118,638,,slow_start,
65,333524.530301,6800,66,192.168.88.253,53118,734,,slow_start,
66,333524.535024,6900,66,192.168.88.253,53118,675,,slow_start,
67,333524.539914,7000,66,192.168.88.253,53118,582,,slow_start,
68,333524.544882,7100,66,192.168.88.253,53118,719,,slow_start,
69,333524.549895,7200,66,192.168.88.253,53118,767,,slow_start,
70,333524.555003,7300,66,192.168.88.253,53118,535,,slow_start,
71,333524.559834,7400,66,192.168.88.253,53118,629,,slow_start,
72,333524.565146,7500,66,192.168.88.253,53118,621,,slow_start,
73,333524.570217,7600,66,192.168.88.253,53118,652,,slow_start,
74,333524.575040,7700,66,192.168.88.253,53118,763,,slow_start,
75,333524.580372,7800,66,192.168.88.253,53118,810,,slow_start,
76,333524.585369,7900,66,192.168.88.253,53118,822,,slow_start,
77,333524.590609,8000,66,192.168.88.253,53118,728,,slow_start,
78,333524.595832,8100,66,192.168.88.253,53118,625,,slow_start,
79,333524.601124,8200,66,192.168.88.253,53118,533,,slow_start,
80,333524.602896,8232,25,192.168.88.253,53118,265,,fast_retransmit,
81,333524.603707,8261,33,192.168.88.253,53118,457,,congestion_avoidance,
82,333524.605948,8300,37,192.168.88.253,53118,457,,congestion_avoidance,
83,333524.611138,8400,47,192.168.88.253,53118,559,,congestion_avoidance,
84,333524.616827,8500,56,192.168.88.253,53118,509,,congestion_avoidance,
85,333524.622262,8600,64,192.168.88.253,53118,677,,congestion_avoidance,
86,333524.627703,8700,66,192.168.88.253,53118,669,,congestion_avoidance,
87,333524.632750,8800,66,192.168.88.253,53118,640,,congestion_avoidance,
88,333524.638495,8900,66,192.168.88.253,53118,507,,congestion_avoidance,
89,333524.643685,9000,66,192.168.88.253,53118,716,,congestion_avoidance,
90,333524.649103,9100,66,192.168.88.253,53118,604,,congestion_avoidance,
91,333524.654423,9200,66,192.168.88.253,53118,632,,congestion_avoidance,
92,333524.659644,9300,66,192.168.88.253,53118,503,,congestion_avoidance,
93,333524.664804,9400,66,192.168.88.253,53118,702,,congestion_avoidance,
94,333524.670510,9500,66,192.168.88.253,53118,617,,congestion_avoidance,
95,333524.676267,9600,66,192.168.88.253,53118,717,,congestion_avoidance,
96,333524.681587,9700,66,192.168.88.253,53118,753,,congestion_avoidance,
97,333524.687089,9800,66,192.168.88.253,53118,775,,congestion_avoidance,
98,333524.693358,9900,66,192.168.88.253,53118,657,,congestion_avoidance,
99,333524.698976,10000,66,192.168.88.253,53118,639,,congestion_avoidance,
100,333524.704264,10100,66,192.168.88.253,53118,661,,congestion_avoidance,
101,333524.709461,10200,66,192.168.88.253,53118,617,,congestion_avoidance,
102,333524.715053,10300,66,192.168.88.253,53118,568,,congestion_avoidance,
103,333524.720820,10400,66,192.168.88.253,53118,641,,congestion_avoidance,
