line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
2,646691.050671,1,10,7240,14480,192.168.88.253,39048,496,,slow_start,
3,646691.083820,100,64,1039664,1101928,192.168.88.253,39048,2624,,slow_start,
4,646691.108718,200,64,1786832,1849096,192.168.88.253,39048,2198,,slow_start,
5,646691.129464,300,64,2390648,2471736,192.168.88.253,39048,2761,,slow_start,
6,646691.152389,400,64,3088584,3156640,192.168.88.253,39048,2127,,slow_start,
7,646691.171135,500,64,3648960,3717016,192.168.88.253,39048,2116,,slow_start,
8,646691.199769,600,64,4471424,4526448,192.168.88.253,39048,2285,,slow_start,
9,646691.214914,700,64,4953608,5024560,192.168.88.253,39048,2942,,slow_start,
10,646691.227506,800,64,5332984,5398144,192.168.88.253,39048,2970,,slow_start,
11,646691.240878,900,64,5723944,5802136,192.168.88.253,39048,2009,,slow_start,
12,646691.253545,1000,64,6113456,6180064,192.168.88.253,39048,3109,,slow_start,
13,646691.266071,1100,64,6475456,6549304,192.168.88.253,39048,2332,,slow_start,
14,646691.277429,1200,64,6830216,6892480,192.168.88.253,39048,1975,,slow_start,
15,646691.289882,1300,64,7189320,7266064,192.168.88.253,39048,2873,,slow_start,
16,646691.302343,1400,64,7560008,7639648,192.168.88.253,39048,2074,,slow_start,
17,646691.314911,1500,64,7937936,8013232,192.168.88.253,39048,2953,,slow_start,
18,646691.331511,1600,64,8427360,8511344,192.168.88.253,39048,2793,,slow_start,
19,646691.371324,1700,64,9632096,9694360,192.168.88.253,39048,2328,,slow_start,
20,646691.416334,1800,64,10984528,11064168,192.168.88.253,39048,1405,,slow_start,
21,646691.456004,1900,64,12161752,12247184,192.168.88.253,39048,2532,,slow_start,
22,646691.497231,2000,64,13389656,13472192,192.168.88.253,39048,2976,,slow_start,
23,646691.535617,2100,64,14535024,14613216,192.168.88.253,39048,2576,,slow_start,
24,646691.604912,2200,64,16605664,16652000,192.168.88.253,39048,2637,,slow_start,
25,646691.623551,2300,64,17166040,17226856,192.168.88.253,39048,2074,,slow_start,
26,646691.681519,2400,64,18893504,18939840,192.168.88.253,39048,2753,,slow_start,
27,646691.743619,2500,64,20752736,20807760,192.168.88.253,39048,2708,,slow_start,
28,646691.799336,2600,64,22423728,22494680,192.168.88.253,39048,2643,,slow_start,
29,646691.828602,2700,64,23291080,23360584,192.168.88.253,39048,2378,,slow_start,
30,646691.841947,2800,64,23684936,23766024,192.168.88.253,39048,2766,,slow_start,
31,646691.857810,2900,64,24170016,24201872,192.168.88.253,39048,3184,,slow_start,
32,646691.906420,3000,64,25618016,25696208,192.168.88.253,39048,2676,,slow_start,
33,646691.934686,3100,64,26462200,26541840,192.168.88.253,39048,3100,,slow_start,
34,646691.964237,3200,64,27345480,27407744,192.168.88.253,39048,2563,,slow_start,
35,646691.983531,3300,64,27908752,27973912,192.168.88.253,39048,2703,,slow_start,
36,646691.996079,3400,64,28301160,28373560,192.168.88.253,39048,2065,,slow_start,
37,646692.008681,3500,64,28677640,28745696,192.168.88.253,39048,2232,,slow_start,
38,646692.022046,3600,64,29062808,29120728,192.168.88.253,39048,2895,,slow_start,
39,646692.045404,3700,64,29778120,29867896,192.168.88.253,39048,2510,,slow_start,
40,646692.071013,3800,64,30542664,30615064,192.168.88.253,39048,2775,,slow_start,
41,646692.091101,3900,64,31117520,31205848,192.168.88.253,39048,2319,,slow_start,
42,646692.111674,4000,64,31741608,31798080,192.168.88.253,39048,2921,,slow_start,
43,646692.124483,4100,64,32136912,32202072,192.168.88.253,39048,2426,,slow_start,
44,646692.137800,4200,64,32526424,32607512,192.168.88.253,39048,2806,,slow_start,
45,646692.151418,4300,64,32946344,33014400,192.168.88.253,39048,3061,,slow_start,
46,646692.163989,4400,64,33322824,33385088,192.168.88.253,39048,2355,,slow_start,
47,646692.176387,4500,64,33690616,33758672,192.168.88.253,39048,2047,,slow_start,
48,646692.188867,4600,64,34062752,34136600,192.168.88.253,39048,3046,,slow_start,
49,646692.203341,4700,64,34482672,34537696,192.168.88.253,39048,2859,,slow_start,
50,646692.215992,4800,64,34872184,34941688,192.168.88.253,39048,2278,,slow_start,
51,646692.228372,4900,64,35234184,35315272,192.168.88.253,39048,1948,,slow_start,
52,646692.239912,5000,64,35583152,35658448,192.168.88.253,39048,2949,,slow_start,
53,646692.252395,5100,64,35955288,36030584,192.168.88.253,39048,2180,,slow_start,
54,646692.264903,5200,64,36339008,36405616,192.168.88.253,39048,2159,,slow_start,
55,646692.277527,5300,64,36716936,36779200,192.168.88.253,39048,2971,,slow_start,
56,646692.290845,5400,64,37102104,37187536,192.168.88.253,39048,2873,,slow_start,
57,646692.304578,5500,64,37524920,37588632,192.168.88.253,39048,2952,,slow_start,
58,646692.321053,5600,64,38001312,38086744,192.168.88.253,39048,2050,,slow_start,
59,646692.334702,5700,64,38419784,38493632,192.168.88.253,39048,2980,,slow_start,
60,646692.349226,5800,64,38851288,38930928,192.168.88.253,39048,2930,,slow_start,
61,646692.361939,5900,64,39236456,39300168,192.168.88.253,39048,2392,,slow_start,
62,646692.374309,6000,64,39607144,39673752,192.168.88.253,39048,2051,,slow_start,
63,646692.388881,6100,64,40024168,40109600,192.168.88.253,39048,2238,,slow_start,
64,646692.403841,6200,64,40455672,40545448,192.168.88.253,39048,2321,,slow_start,
65,646692.420152,6300,64,40959576,41013152,192.168.88.253,39048,2260,,slow_start,
66,646692.433525,6400,64,41359224,41421488,192.168.88.253,39048,2822,,slow_start,
67,646692.452352,6500,64,41929736,42007928,192.168.88.253,39048,2153,,slow_start,
68,646692.472205,6600,64,42530656,42600160,192.168.88.253,39048,1554,,slow_start,
69,646692.493102,6700,64,43159088,43222800,192.168.88.253,39048,1641,,slow_start,
70,646692.531508,6800,64,44291424,44375408,192.168.88.253,39048,2393,,slow_start,
71,646692.578754,6900,64,45703224,45775624,192.168.88.253,39048,2459,,slow_start,
72,646692.607781,7000,64,46560440,46647320,192.168.88.253,39048,2321,,slow_start,
73,646692.633802,7100,64,47364080,47426344,192.168.88.253,39048,2349,,slow_start,
74,646692.662759,7200,64,48224192,48298040,192.168.88.253,39048,2025,,slow_start,
