line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,646171.347829,1,10,7240,14480,192.168.88.253,55870,363,,slow_start,
2,646171.363663,76,68,499560,660288,192.168.88.253,55870,2156,,loss_recovery,
3,646171.364960,100,34,551688,695040,192.168.88.253,55870,2388,,loss_recovery,
4,646171.365807,105,34,576304,719656,192.168.88.253,55870,865,,congestion_avoidance,
5,646171.383049,200,43,1094688,1243832,192.168.88.253,55870,1688,,congestion_avoidance,
6,646171.401465,300,51,1637688,1781040,192.168.88.253,55870,2203,,congestion_avoidance,
7,646171.418951,400,58,2174896,2341416,192.168.88.253,55870,1148,,congestion_avoidance,
8,646171.436487,500,64,2677352,2836632,192.168.88.253,55870,1990,,congestion_avoidance,
9,646171.447077,575,67,2990120,3185600,192.168.88.253,55870,2861,,loss_recovery,
10,646171.448693,588,33,3056728,3233384,192.168.88.253,55870,1302,,congestion_avoidance,
11,646171.450152,600,34,3107408,3268136,192.168.88.253,55870,1015,,congestion_avoidance,
12,646171.466798,700,43,3596832,3776384,192.168.88.253,55870,1216,,congestion_avoidance,
13,646171.484632,800,50,4125352,4306352,192.168.88.253,55870,2060,,congestion_avoidance,
14,646171.511497,900,60,4937680,5147640,192.168.88.253,55870,1480,,congestion_avoidance,
15,646171.526307,1000,63,5379320,5580592,192.168.88.253,55870,1897,,congestion_avoidance,
16,646171.538749,1071,67,5729736,5994720,192.168.88.253,55870,2798,,loss_recovery,
17,646171.540277,1085,33,5796344,6029472,192.168.88.253,55870,1319,,congestion_avoidance,
18,646171.542542,1100,34,5864400,6100424,192.168.88.253,55870,949,,congestion_avoidance,
19,646171.559350,1200,43,6359616,6617360,192.168.88.253,55870,1614,,congestion_avoidance,
20,646171.574305,1300,49,6811392,7082168,192.168.88.253,55870,2349,,congestion_avoidance,
21,646171.587653,1400,55,7218280,7489056,192.168.88.253,55870,1680,,congestion_avoidance,
22,646171.608480,1500,62,7829336,8094320,192.168.88.253,55870,1838,,congestion_avoidance,
23,646171.626235,1587,67,8344824,8644560,192.168.88.253,55870,2825,,loss_recovery,
24,646171.627723,1600,33,8407088,8679312,192.168.88.253,55870,1296,,loss_recovery,
25,646171.627839,1601,33,8420120,8679312,192.168.88.253,55870,553,,congestion_avoidance,
26,646171.657417,1700,48,9294712,9578520,192.168.88.253,55870,2063,,congestion_avoidance,
27,646171.693738,1800,61,10374920,10679000,192.168.88.253,55870,1880,,congestion_avoidance,
28,646171.713766,1900,66,10968600,11292952,192.168.88.253,55870,2875,,congestion_avoidance,
29,646171.715857,1910,67,11023624,11356664,192.168.88.253,55870,2866,,loss_recovery,
30,646171.717411,1921,33,11084440,11391416,192.168.88.253,55870,1328,,congestion_avoidance,
31,646171.729307,2000,39,11452232,11770792,192.168.88.253,55870,1261,,congestion_avoidance,
32,646171.742903,2100,46,11851880,12195056,192.168.88.253,55870,2180,,congestion_avoidance,
33,646171.780566,2200,56,12706200,13037792,192.168.88.253,55870,2574,,congestion_avoidance,
34,646171.797248,2300,62,13201416,13535904,192.168.88.253,55870,2285,,congestion_avoidance,
35,646171.812073,2374,67,13656088,14006504,192.168.88.253,55870,3109,,loss_recovery,
36,646171.813365,2378,33,13706768,14041256,192.168.88.253,55870,511,,congestion_avoidance,
37,646171.819038,2400,35,13876184,14230944,192.168.88.253,55870,1108,,congestion_avoidance,
38,646171.831483,2500,42,14248320,14608872,192.168.88.253,55870,1379,,congestion_avoidance,
39,646171.845076,2600,48,14643624,15002728,192.168.88.253,55870,2009,,congestion_avoidance,
40,646171.868093,2700,57,15332872,15687632,192.168.88.253,55870,2600,,congestion_avoidance,
41,646171.883616,2800,61,15807816,16185744,192.168.88.253,55870,1251,,congestion_avoidance,
42,646171.901671,2864,67,16336336,16718608,192.168.88.253,55870,3018,,loss_recovery,
43,646171.902815,2875,33,16379776,16750464,192.168.88.253,55870,1119,,congestion_avoidance,
44,646171.905888,2900,35,16472448,16860512,192.168.88.253,55870,1489,,congestion_avoidance,
45,646171.924914,3000,44,17031376,17426680,192.168.88.253,55870,1801,,congestion_avoidance,
46,646171.939844,3100,51,17486048,17901624,192.168.88.253,55870,1026,,congestion_avoidance,
47,646171.987330,3196,67,18894952,19306184,192.168.88.253,55870,3234,,loss_recovery,
48,646171.988562,3200,33,18941288,19353968,192.168.88.253,55870,1219,,congestion_avoidance,
49,646172.022408,3300,50,19951992,20389288,192.168.88.253,55870,2347,,congestion_avoidance,
50,646172.069151,3400,66,21331936,21796744,192.168.88.253,55870,2154,,congestion_avoidance,
51,646172.072701,3408,67,21447776,21963264,192.168.88.253,55870,3261,,loss_recovery,
52,646172.073957,3414,33,21492664,22011048,192.168.88.253,55870,1247,,congestion_avoidance,
53,646172.107999,3500,50,22507712,23053608,192.168.88.253,55870,2127,,congestion_avoidance,
54,646172.150216,3600,64,23764576,24329296,192.168.88.253,55870,2227,,congestion_avoidance,
55,646172.158125,3615,67,24000600,24550840,192.168.88.253,55870,3295,,loss_recovery,
56,646172.159372,3619,33,24038248,24598624,192.168.88.253,55870,1238,,congestion_avoidance,
57,646172.183197,3700,45,24753560,25324072,192.168.88.253,55870,2001,,congestion_avoidance,
58,646172.229941,3800,62,26146536,26695328,192.168.88.253,55870,2678,,congestion_avoidance,
59,646172.243567,3824,67,26553424,27138416,192.168.88.253,55870,3355,,loss_recovery,
60,646172.244809,3830,33,26601208,27186200,192.168.88.253,55870,1229,,congestion_avoidance,
61,646172.275523,3900,48,27516344,28134640,192.168.88.253,55870,1930,,congestion_avoidance,
62,646172.327678,4000,67,29072944,29691240,192.168.88.253,55870,2351,,congestion_avoidance,
63,646172.328529,4001,67,29080184,29725992,192.168.88.253,55870,2791,,loss_recovery,
64,646172.330171,4011,33,29151136,29773776,192.168.88.253,55870,1428,,congestion_avoidance,
65,646172.344786,4100,41,29585536,30224104,192.168.88.253,55870,1794,,congestion_avoidance,
66,646172.360393,4200,48,30048896,30691808,192.168.88.253,55870,2018,,congestion_avoidance,
67,646172.376485,4300,55,30532528,31195712,192.168.88.253,55870,2168,,congestion_avoidance,
68,646172.393999,4400,61,31056704,31718440,192.168.88.253,55870,2778,,congestion_avoidance,
69,646172.411932,4500,65,31575088,32248408,192.168.88.253,55870,2280,,congestion_avoidance,
70,646172.418062,4528,67,31753192,32438096,192.168.88.253,55870,2841,,loss_recovery,
71,646172.420464,4547,33,31847312,32496016,192.168.88.253,55870,1277,,congestion_avoidance,
72,646172.433197,4600,40,32228136,32902904,192.168.88.253,55870,1753,,congestion_avoidance,
73,646172.464881,4700,54,33151960,33842656,192.168.88.253,55870,2128,,congestion_avoidance,
74,646172.479515,4800,59,33595048,34301672,192.168.88.253,55870,2093,,congestion_avoidance,
75,646172.503756,4845,67,34324840,35025672,192.168.88.253,55870,3060,,loss_recovery,
76,646172.505696,4849,33,34394344,35082144,192.168.88.253,55870,749,,congestion_avoidance,
77,646172.522868,4900,41,34902592,35606320,192.168.88.253,55870,1736,,congestion_avoidance,
78,646172.562556,5000,58,36095744,36796576,192.168.88.253,55870,1736,,congestion_avoidance,
79,646172.591487,5050,67,36951512,37675512,192.168.88.253,55870,3225,,loss_recovery,
80,646172.592681,5055,33,36994952,37723296,192.168.88.253,55870,1182,,congestion_avoidance,
81,646172.608687,5100,41,37478584,38221408,192.168.88.253,55870,1192,,congestion_avoidance,
82,646172.644155,5200,56,38531280,39294376,192.168.88.253,55870,2673,,congestion_avoidance,
83,646172.676869,5270,67,39504336,40263088,192.168.88.253,55870,3311,,loss_recovery,
84,646172.678123,5276,33,39550672,40310872,192.168.88.253,55870,1241,,congestion_avoidance,
85,646172.682874,5300,35,39688232,40449880,192.168.88.253,55870,1548,,congestion_avoidance,
86,646172.727396,5400,55,41001568,41784936,192.168.88.253,55870,2105,,congestion_avoidance,
87,646172.753447,5500,64,41783488,42597264,192.168.88.253,55870,1811,,congestion_avoidance,
88,646172.761874,5532,67,42031096,42850664,192.168.88.253,55870,2871,,loss_recovery,
89,646172.763458,5540,33,42096256,42898448,192.168.88.253,55870,1306,,congestion_avoidance,
90,646172.774498,5600,39,42427848,43243072,192.168.88.253,55870,1657,,congestion_avoidance,
91,646172.793797,5700,48,42994016,43809240,192.168.88.253,55870,2060,,congestion_avoidance,
92,646172.817056,5800,57,43703536,44530344,192.168.88.253,55870,1978,,congestion_avoidance,
93,646172.833223,5900,62,44182824,44995152,192.168.88.253,55870,2667,,congestion_avoidance,
94,646172.845086,5924,66,44518760,45374528,192.168.88.253,55870,2707,,loss_recovery,
95,646172.846665,5935,33,44586816,45407832,192.168.88.253,55870,1351,,congestion_avoidance,
96,646172.860762,6000,40,45009632,45839336,192.168.88.253,55870,1449,,congestion_avoidance,
97,646172.900157,6100,56,46157896,47029592,192.168.88.253,55870,2391,,congestion_avoidance,
