line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
89,543134.587163,1,10,192.168.88.253,45980,485,,slow_start,
90,543134.587373,9,27,192.168.88.253,45980,168,,loss_recovery,
91,543134.587658,18,13,192.168.88.253,45980,167,,congestion_avoidance,
92,543134.588998,100,19,192.168.88.253,45980,276,,congestion_avoidance,
93,543134.590367,200,25,192.168.88.253,45980,238,,congestion_avoidance,
94,543134.591672,300,29,192.168.88.253,45980,283,,congestion_avoidance,
95,543134.593330,390,33,192.168.88.253,45980,189,,loss_recovery,
96,543134.593681,399,16,192.168.88.253,45980,163,,congestion_avoidance,
97,543134.593755,400,16,192.168.88.253,45980,169,,congestion_avoidance,
98,543134.598489,500,32,192.168.88.253,45980,335,,congestion_avoidance,
99,543134.599475,521,35,192.168.88.253,45980,215,,loss_recovery,
100,543134.599776,526,17,192.168.88.253,45980,200,,congestion_avoidance,
101,543134.603373,600,29,192.168.88.253,45980,282,,congestion_avoidance,
102,543134.605021,630,34,192.168.88.253,45980,274,,loss_recovery,
103,543134.605330,633,17,192.168.88.253,45980,194,,congestion_avoidance,
104,543134.609043,700,29,192.168.88.253,45980,362,,congestion_avoidance,
105,543134.610676,728,34,192.168.88.253,45980,310,,loss_recovery,
106,543134.611015,734,17,192.168.88.253,45980,196,,congestion_avoidance,
107,543134.614461,800,29,192.168.88.253,45980,320,,congestion_avoidance,
108,543134.617183,851,36,192.168.88.253,45980,321,,loss_recovery,
109,543134.617387,856,18,192.168.88.253,45980,195,,congestion_avoidance,
110,543134.619747,900,26,192.168.88.253,45980,258,,congestion_avoidance,
111,543134.623021,965,35,192.168.88.253,45980,315,,loss_recovery,
112,543134.623299,970,17,192.168.88.253,45980,164,,congestion_avoidance,
113,543134.624902,1000,23,192.168.88.253,45980,174,,congestion_avoidance,
114,543134.629498,1087,36,192.168.88.253,45980,410,,loss_recovery,
115,543134.629867,1093,18,192.168.88.253,45980,232,,congestion_avoidance,
116,543134.630208,1100,19,192.168.88.253,45980,212,,congestion_avoidance,
117,543134.633847,1178,31,192.168.88.253,45980,295,,loss_recovery,
118,543134.634147,1183,15,192.168.88.253,45980,198,,congestion_avoidance,
119,543134.635064,1200,19,192.168.88.253,45980,190,,congestion_avoidance,
120,543134.639910,1293,34,192.168.88.253,45980,385,,loss_recovery,
121,543134.640186,1298,17,192.168.88.253,45980,188,,congestion_avoidance,
122,543134.640287,1300,17,192.168.88.253,45980,182,,congestion_avoidance,
123,543134.645005,1400,33,192.168.88.253,45980,328,,congestion_avoidance,
124,543134.645575,1412,34,192.168.88.253,45980,269,,loss_recovery,
125,543134.645859,1419,17,192.168.88.253,45980,146,,congestion_avoidance,
126,543134.649612,1500,30,192.168.88.253,45980,302,,congestion_avoidance,
127,543134.652446,1563,37,192.168.88.253,45980,427,,loss_recovery,
128,543134.652720,1571,18,192.168.88.253,45980,187,,congestion_avoidance,
129,543134.654276,1600,23,192.168.88.253,45980,251,,congestion_avoidance,
130,543134.657844,1672,34,192.168.88.253,45980,266,,loss_recovery,
131,543134.658122,1678,17,192.168.88.253,45980,188,,congestion_avoidance,
132,543134.659025,1700,21,192.168.88.253,45980,196,,congestion_avoidance,
