line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
1,129746.420319,1,10,192.168.88.253,36664,513,,slow_start,
2,129746.421129,9,58,192.168.88.253,36664,409,,loss_recovery,
3,129746.422118,12,29,192.168.88.253,36664,161,,congestion_avoidance,
4,129746.425857,76,34,192.168.88.253,36664,670,,loss_recovery,
5,129746.426307,84,17,192.168.88.253,36664,327,,congestion_avoidance,
6,129746.427878,100,20,192.168.88.253,36664,455,,congestion_avoidance,
7,129746.436095,200,33,192.168.88.253,36664,733,,congestion_avoidance,
8,129746.442752,295,40,192.168.88.253,36664,679,,loss_recovery,
9,129746.443092,300,20,192.168.88.253,36664,795,,loss_recovery,
10,129746.443341,305,20,192.168.88.253,36664,242,,congestion_avoidance,
11,129746.453135,400,34,192.168.88.253,36664,730,,congestion_avoidance,
12,129746.457766,443,39,192.168.88.253,36664,777,,loss_recovery,
13,129746.458228,450,19,192.168.88.253,36664,339,,congestion_avoidance,
14,129746.462986,500,26,192.168.88.253,36664,504,,congestion_avoidance,
15,129746.471278,581,37,192.168.88.253,36664,791,,loss_recovery,
16,129746.471731,585,18,192.168.88.253,36664,150,,congestion_avoidance,
17,129746.473199,600,19,192.168.88.253,36664,258,,congestion_avoidance,
18,129746.483095,700,34,192.168.88.253,36664,658,,congestion_avoidance,
19,129746.484441,708,36,192.168.88.253,36664,628,,loss_recovery,
20,129746.484673,712,18,192.168.88.253,36664,223,,congestion_avoidance,
21,129746.493160,800,31,192.168.88.253,36664,777,,congestion_avoidance,
22,129746.499417,859,38,192.168.88.253,36664,702,,loss_recovery,
23,129746.499939,867,19,192.168.88.253,36664,238,,congestion_avoidance,
24,129746.503449,900,23,192.168.88.253,36664,526,,congestion_avoidance,
25,129746.512406,1000,36,192.168.88.253,36664,689,,congestion_avoidance,
26,129746.516341,1047,40,192.168.88.253,36664,770,,loss_recovery,
27,129746.516921,1052,20,192.168.88.253,36664,198,,congestion_avoidance,
28,129746.520834,1100,26,192.168.88.253,36664,508,,congestion_avoidance,
29,129746.527731,1182,35,192.168.88.253,36664,464,,loss_recovery,
30,129746.528252,1191,17,192.168.88.253,36664,129,,congestion_avoidance,
31,129746.528999,1200,17,192.168.88.253,36664,233,,congestion_avoidance,
32,129746.535857,1300,29,192.168.88.253,36664,500,,congestion_avoidance,
33,129746.539439,1358,34,192.168.88.253,36664,675,,loss_recovery,
34,129746.539888,1368,17,192.168.88.253,36664,337,,congestion_avoidance,
