[126500.074468] TCP: my_cca: seq=303033 cwnd=23 rtt=517 phase=slow_start Destination: 192.168.88.253:47470
[126907.532841] TCP: my_cca: seq=1 cwnd=10 rtt=462 phase=slow_start Destination: 192.168.88.253:55592
[126907.534719] TCP: my_cca: seq=100 cwnd=18 rtt=264 phase=slow_start Destination: 192.168.88.253:55592
[126907.536616] TCP: my_cca: seq=200 cwnd=18 rtt=212 phase=slow_start Destination: 192.168.88.253:55592
[126907.538482] TCP: my_cca: seq=300 cwnd=18 rtt=306 phase=slow_start Destination: 192.168.88.253:55592
[126907.540239] TCP: my_cca: seq=400 cwnd=18 rtt=214 phase=slow_start Destination: 192.168.88.253:55592
[126907.542034] TCP: my_cca: seq=500 cwnd=18 rtt=285 phase=slow_start Destination: 192.168.88.253:55592
[126907.544314] TCP: my_cca: seq=600 cwnd=18 rtt=259 phase=slow_start Destination: 192.168.88.253:55592
[126907.547550] TCP: my_cca: seq=700 cwnd=18 rtt=245 phase=slow_start Destination: 192.168.88.253:55592
[126907.551142] TCP: my_cca: seq=800 cwnd=18 rtt=273 phase=slow_start Destination: 192.168.88.253:55592
[126907.555006] TCP: my_cca: seq=900 cwnd=18 rtt=289 phase=slow_start Destination: 192.168.88.253:55592
[126907.558069] TCP: my_cca: seq=1000 cwnd=18 rtt=243 phase=slow_start Destination: 192.168.88.253:55592
[126907.561528] TCP: my_cca: seq=1100 cwnd=18 rtt=221 phase=slow_start Destination: 192.168.88.253:55592
[126907.564970] TCP: my_cca: seq=1200 cwnd=18 rtt=305 phase=slow_start Destination: 192.168.88.253:55592
[126907.568033] TCP: my_cca: seq=1300 cwnd=18 rtt=252 phase=slow_start Destination: 192.168.88.253:55592
[126907.571797] TCP: my_cca: seq=1400 cwnd=18 rtt=227 phase=slow_start Destination: 192.168.88.253:55592
[126907.575100] TCP: my_cca: seq=1500 cwnd=18 rtt=254 phase=slow_start Destination: 192.168.88.253:55592
[126907.578455] TCP: my_cca: seq=1600 cwnd=18 rtt=250 phase=slow_start Destination: 192.168.88.253:55592
[126907.581656] TCP: my_cca: seq=1700 cwnd=18 rtt=272 phase=slow_start Destination: 192.168.88.253:55592
[126907.584724] TCP: my_cca: seq=1800 cwnd=18 rtt=283 phase=slow_start Destination: 192.168.88.253:55592
[126907.588014] TCP: my_cca: seq=1900 cwnd=18 rtt=251 phase=slow_start Destination: 192.168.88.253:55592
[126907.591207] TCP: my_cca: seq=2000 cwnd=18 rtt=268 phase=slow_start Destination: 192.168.88.253:55592
[126907.594487] TCP: my_cca: seq=2100 cwnd=18 rtt=277 phase=slow_start Destination: 192.168.88.253:55592
[126907.597804] TCP: my_cca: seq=2200 cwnd=18 rtt=247 phase=slow_start Destination: 192.168.88.253:55592
[126907.600893] TCP: my_cca: seq=2300 cwnd=18 rtt=211 phase=slow_start Destination: 192.168.88.253:55592
[126907.604156] TCP: my_cca: seq=2400 cwnd=18 rtt=235 phase=slow_start Destination: 192.168.88.253:55592
[126907.607281] TCP: my_cca: seq=2500 cwnd=18 rtt=261 phase=slow_start Destination: 192.168.88.253:55592
[126907.610463] TCP: my_cca: seq=2600 cwnd=18 rtt=200 phase=slow_start Destination: 192.168.88.253:55592
[126907.613696] TCP: my_cca: seq=2700 cwnd=18 rtt=207 phase=slow_start Destination: 192.168.88.253:55592
[126907.617057] TCP: my_cca: seq=2800 cwnd=18 rtt=203 phase=slow_start Destination: 192.168.88.253:55592
[126907.620184] TCP: my_cca: seq=2900 cwnd=18 rtt=310 phase=slow_start Destination: 192.168.88.253:55592
[126907.623420] TCP: my_cca: seq=3000 cwnd=18 rtt=317 phase=slow_start Destination: 192.168.88.253:55592
[126907.626766] TCP: my_cca: seq=3100 cwnd=18 rtt=224 phase=slow_start Destination: 192.168.88.253:55592
[126907.630063] TCP: my_cca: seq=3200 cwnd=18 rtt=222 phase=slow_start Destination: 192.168.88.253:55592
[126907.633341] TCP: my_cca: seq=3300 cwnd=18 rtt=278 phase=slow_start Destination: 192.168.88.253:55592
[126907.636858] TCP: my_cca: seq=3400 cwnd=18 rtt=197 phase=slow_start Destination: 192.168.88.253:55592
[126907.640058] TCP: my_cca: seq=3500 cwnd=18 rtt=250 phase=slow_start Destination: 192.168.88.253:55592
[126907.643255] TCP: my_cca: seq=3600 cwnd=18 rtt=277 phase=slow_start Destination: 192.168.88.253:55592
[126907.646564] TCP: my_cca: seq=3700 cwnd=18 rtt=311 phase=slow_start Destination: 192.168.88.253:55592
[126907.649952] TCP: my_cca: seq=3800 cwnd=18 rtt=217 phase=slow_start Destination: 192.168.88.253:55592
[126907.653247] TCP: my_cca: seq=3900 cwnd=18 rtt=232 phase=slow_start Destination: 192.168.88.253:55592
[126907.656800] TCP: my_cca: seq=4000 cwnd=18 rtt=205 phase=slow_start Destination: 192.168.88.253:55592
