line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,648736.988200,1,10,7240,14480,192.168.88.253,48388,462,,slow_start,
2,648736.989026,21,33,82536,134664,192.168.88.253,48388,337,,loss_recovery,
3,648736.989185,36,16,104256,150592,192.168.88.253,48388,290,,congestion_avoidance,
4,648736.989672,49,17,133216,175208,192.168.88.253,48388,402,,loss_recovery,
5,648736.989794,54,8,144800,183896,192.168.88.253,48388,108,,congestion_avoidance,
6,648736.990998,100,12,215752,259192,192.168.88.253,48388,290,,congestion_avoidance,
7,648736.993929,200,20,392408,450328,192.168.88.253,48388,394,,congestion_avoidance,
8,648736.994440,215,21,424264,485080,192.168.88.253,48388,375,,loss_recovery,
9,648736.994872,222,10,445984,496664,192.168.88.253,48388,132,,congestion_avoidance,
10,648736.996885,300,16,571960,632776,192.168.88.253,48388,391,,congestion_avoidance,
11,648736.997678,326,18,613952,683456,192.168.88.253,48388,330,,loss_recovery,
12,648736.997928,336,9,634224,697936,192.168.88.253,48388,170,,congestion_avoidance,
13,648736.999620,400,14,732688,799296,192.168.88.253,48388,277,,congestion_avoidance,
14,648737.003132,471,22,941200,1023736,192.168.88.253,48388,448,,loss_recovery,
15,648737.003458,477,11,962920,1036768,192.168.88.253,48388,150,,congestion_avoidance,
16,648737.004438,500,13,1022288,1104824,192.168.88.253,48388,250,,congestion_avoidance,
17,648737.008358,581,22,1252520,1348088,192.168.88.253,48388,463,,loss_recovery,
18,648737.008736,589,11,1275688,1359672,192.168.88.253,48388,162,,congestion_avoidance,
19,648737.009145,600,11,1301752,1390080,192.168.88.253,48388,110,,congestion_avoidance,
20,648737.011700,632,18,1448000,1549360,192.168.88.253,48388,320,,loss_recovery,
21,648737.012003,635,9,1469720,1562392,192.168.88.253,48388,145,,congestion_avoidance,
22,648737.015426,678,18,1673888,1788280,192.168.88.253,48388,279,,loss_recovery,
23,648737.015691,682,9,1697056,1801312,192.168.88.253,48388,116,,congestion_avoidance,
24,648737.016849,700,13,1762216,1869368,192.168.88.253,48388,280,,congestion_avoidance,
25,648737.018990,725,18,1883848,2005480,192.168.88.253,48388,319,,loss_recovery,
26,648737.019292,728,9,1905568,2018512,192.168.88.253,48388,146,,congestion_avoidance,
27,648737.022771,775,18,2109736,2244400,192.168.88.253,48388,303,,loss_recovery,
28,648737.023041,778,9,2125664,2255984,192.168.88.253,48388,181,,congestion_avoidance,
