[378917.006670] audit: type=1400 audit(1781042404.528:156): apparmor="DENIED" operation="capable" profile="/usr/sbin/cupsd" pid=2401019 comm="cupsd" capability=12  capname="net_admin"
[378917.055091] audit: type=1400 audit(1781042404.576:157): apparmor="DENIED" operation="capable" profile="/usr/sbin/cups-browsed" pid=2401041 comm="cups-browsed" capability=23  capname="sys_nice"
[400886.138247] audit: type=1326 audit(1781064373.769:158): auid=1000 uid=1000 gid=1000 ses=3 subj=snap.snap-store.ubuntu-software pid=211902 comm="pool-org.gnome." exe="/snap/snap-store/1216/usr/bin/snap-store" sig=0 arch=c000003e syscall=93 compat=0 ip=0x7f4bf0bc1b1b code=0x50000
[402336.181986] systemd[1]: systemd 249.11-0ubuntu3.21 running in system mode (+PAM +AUDIT +SELINUX +APPARMOR +IMA +SMACK +SECCOMP +GCRYPT +GNUTLS +OPENSSL +ACL +BLKID +CURL +ELFUTILS +FIDO2 +IDN2 -IDN +IPTC +KMOD +LIBCRYPTSETUP +LIBFDISK +PCRE2 -PWQUALITY -P11KIT -QRENCODE +BZIP2 +LZ4 +XZ +ZLIB +ZSTD -XKBCOMMON +UTMP +SYSVINIT default-hierarchy=unified)
[402336.200859] systemd[1]: Detected architecture x86-64.
[402336.201047] Lockdown: systemd: /dev/mem,kmem,port is restricted; see man kernel_lockdown.7
[402336.315698] systemd[1]: Configuration file /run/systemd/system/netplan-ovs-cleanup.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
[402336.363974] systemd[1]: /lib/systemd/system/snapd.service:23: Unknown key name 'RestartMode' in section 'Service', ignoring.
[402337.070075] systemd-journald[280]: Received SIGTERM from PID 1 (systemd).
[402337.070450] systemd[1]: Stopping Journal Service...
[402337.108349] systemd[1]: systemd-journald.service: Deactivated successfully.
[402337.108837] systemd[1]: Stopped Journal Service.
[402337.108895] systemd[1]: systemd-journald.service: Consumed 6h 51min 28.868s CPU time.
[402337.112700] systemd[1]: Starting Journal Service...
[402337.160449] systemd[1]: Started Journal Service.
[434359.412752] TCP: my_cca: seq=43600 cwnd=74 rtt=649 bytes_acked=159838928 bytes_sent=161947216 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.415691] TCP: my_cca: seq=43700 cwnd=75 rtt=734 bytes_acked=160183552 bytes_sent=162296184 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.418881] TCP: my_cca: seq=43800 cwnd=76 rtt=743 bytes_acked=160562928 bytes_sent=162672664 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.422195] TCP: my_cca: seq=43900 cwnd=76 rtt=502 bytes_acked=160950992 bytes_sent=163050592 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.425627] TCP: my_cca: seq=44000 cwnd=76 rtt=587 bytes_acked=161352088 bytes_sent=163489336 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.426123] TCP: my_cca: seq=44015 cwnd=76 rtt=555 bytes_acked=161412904 bytes_sent=163553048 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.426642] TCP: my_cca: seq=44031 cwnd=38 rtt=368 bytes_acked=161473720 bytes_sent=163602280 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.428925] TCP: my_cca: seq=44100 cwnd=42 rtt=393 bytes_acked=161741600 bytes_sent=163886088 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.431926] TCP: my_cca: seq=44200 cwnd=48 rtt=431 bytes_acked=162094912 bytes_sent=164237952 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.434927] TCP: my_cca: seq=44300 cwnd=53 rtt=641 bytes_acked=162448224 bytes_sent=164602848 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.438191] TCP: my_cca: seq=44400 cwnd=57 rtt=660 bytes_acked=162831944 bytes_sent=164980776 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.441325] TCP: my_cca: seq=44500 cwnd=62 rtt=624 bytes_acked=163201184 bytes_sent=165358704 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.444552] TCP: my_cca: seq=44600 cwnd=66 rtt=660 bytes_acked=163580560 bytes_sent=165732288 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.447717] TCP: my_cca: seq=44700 cwnd=70 rtt=661 bytes_acked=163954144 bytes_sent=166105872 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.451464] TCP: my_cca: seq=44800 cwnd=72 rtt=612 bytes_acked=164391440 bytes_sent=166541720 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.455583] TCP: my_cca: seq=44900 cwnd=73 rtt=516 bytes_acked=164877968 bytes_sent=167019560 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.459897] TCP: my_cca: seq=45000 cwnd=74 rtt=597 bytes_acked=165384768 bytes_sent=167537944 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.463009] TCP: my_cca: seq=45100 cwnd=74 rtt=488 bytes_acked=165751112 bytes_sent=167897048 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.466026] TCP: my_cca: seq=45200 cwnd=74 rtt=712 bytes_acked=166105872 bytes_sent=168267736 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.468937] TCP: my_cca: seq=45300 cwnd=74 rtt=593 bytes_acked=166446152 bytes_sent=168596432 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.472250] TCP: my_cca: seq=45400 cwnd=74 rtt=594 bytes_acked=166834216 bytes_sent=169012008 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.475199] TCP: my_cca: seq=45500 cwnd=74 rtt=513 bytes_acked=167184632 bytes_sent=169326224 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.477563] TCP: my_cca: seq=45577 cwnd=74 rtt=616 bytes_acked=167458304 bytes_sent=169691120 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.478022] TCP: my_cca: seq=45593 cwnd=37 rtt=346 bytes_acked=167511880 bytes_sent=169740352 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.478245] TCP: my_cca: seq=45600 cwnd=37 rtt=428 bytes_acked=167536496 bytes_sent=169773656 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.481199] TCP: my_cca: seq=45700 cwnd=43 rtt=409 bytes_acked=167888360 bytes_sent=170126968 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.484163] TCP: my_cca: seq=45800 cwnd=48 rtt=527 bytes_acked=168235880 bytes_sent=170486072 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.487003] TCP: my_cca: seq=45900 cwnd=53 rtt=480 bytes_acked=168568920 bytes_sent=170811872 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.489994] TCP: my_cca: seq=46000 cwnd=57 rtt=608 bytes_acked=168922232 bytes_sent=171179664 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.492858] TCP: my_cca: seq=46100 cwnd=61 rtt=522 bytes_acked=169259616 bytes_sent=171496776 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.495636] TCP: my_cca: seq=46200 cwnd=65 rtt=656 bytes_acked=169585416 bytes_sent=171841400 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.500127] TCP: my_cca: seq=46300 cwnd=70 rtt=489 bytes_acked=170109592 bytes_sent=172368472 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.502575] TCP: my_cca: seq=46377 cwnd=70 rtt=706 bytes_acked=170400640 bytes_sent=172668208 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.502909] TCP: my_cca: seq=46384 cwnd=35 rtt=248 bytes_acked=170438288 bytes_sent=172701512 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.503606] TCP: my_cca: seq=46400 cwnd=35 rtt=353 bytes_acked=170496208 bytes_sent=172779704 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.506450] TCP: my_cca: seq=46500 cwnd=41 rtt=473 bytes_acked=170846624 bytes_sent=173125776 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.509414] TCP: my_cca: seq=46600 cwnd=46 rtt=503 bytes_acked=171194144 bytes_sent=173477640 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.512125] TCP: my_cca: seq=46700 cwnd=51 rtt=589 bytes_acked=171514152 bytes_sent=173815024 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.515155] TCP: my_cca: seq=46800 cwnd=56 rtt=473 bytes_acked=171867464 bytes_sent=174158200 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.518494] TCP: my_cca: seq=46900 cwnd=60 rtt=643 bytes_acked=172261320 bytes_sent=174569432 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.521787] TCP: my_cca: seq=47000 cwnd=63 rtt=504 bytes_acked=172649384 bytes_sent=174940120 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.525109] TCP: my_cca: seq=47100 cwnd=67 rtt=921 bytes_acked=172999800 bytes_sent=175283296 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.528097] TCP: my_cca: seq=47200 cwnd=67 rtt=439 bytes_acked=173360352 bytes_sent=175656880 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.528792] TCP: my_cca: seq=47224 cwnd=68 rtt=637 bytes_acked=173444336 bytes_sent=175768376 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.529169] TCP: my_cca: seq=47237 cwnd=34 rtt=267 bytes_acked=173487776 bytes_sent=175794440 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.531019] TCP: my_cca: seq=47300 cwnd=38 rtt=415 bytes_acked=173703528 bytes_sent=176040600 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.534532] TCP: my_cca: seq=47400 cwnd=44 rtt=414 bytes_acked=174110416 bytes_sent=176444592 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.537585] TCP: my_cca: seq=47500 cwnd=48 rtt=290 bytes_acked=174446352 bytes_sent=176758808 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.540986] TCP: my_cca: seq=47600 cwnd=53 rtt=211 bytes_acked=174844552 bytes_sent=177197552 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.544071] TCP: my_cca: seq=47700 cwnd=56 rtt=411 bytes_acked=175208000 bytes_sent=177533488 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.547401] TCP: my_cca: seq=47800 cwnd=57 rtt=571 bytes_acked=175584480 bytes_sent=177943272 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.550409] TCP: my_cca: seq=47900 cwnd=61 rtt=511 bytes_acked=175940688 bytes_sent=178280656 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.553855] TCP: my_cca: seq=48000 cwnd=63 rtt=252 bytes_acked=176292552 bytes_sent=178636864 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.557079] TCP: my_cca: seq=48100 cwnd=63 rtt=316 bytes_acked=176673376 bytes_sent=179010448 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.560280] TCP: my_cca: seq=48200 cwnd=66 rtt=605 bytes_acked=177048408 bytes_sent=179401408 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.563461] TCP: my_cca: seq=48300 cwnd=68 rtt=666 bytes_acked=177423440 bytes_sent=179774992 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.566795] TCP: my_cca: seq=48400 cwnd=70 rtt=574 bytes_acked=177811504 bytes_sent=180183328 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.570122] TCP: my_cca: seq=48500 cwnd=71 rtt=736 bytes_acked=178203912 bytes_sent=180558360 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.573163] TCP: my_cca: seq=48600 cwnd=71 rtt=600 bytes_acked=178564464 bytes_sent=180936288 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.576314] TCP: my_cca: seq=48700 cwnd=72 rtt=577 bytes_acked=178932256 bytes_sent=181306976 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.579428] TCP: my_cca: seq=48800 cwnd=72 rtt=511 bytes_acked=179301496 bytes_sent=181642912 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.582470] TCP: my_cca: seq=48900 cwnd=72 rtt=555 bytes_acked=179657704 bytes_sent=182016496 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.583703] TCP: my_cca: seq=48932 cwnd=72 rtt=553 bytes_acked=179805400 bytes_sent=182191704 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.584189] TCP: my_cca: seq=48947 cwnd=36 rtt=339 bytes_acked=179860424 bytes_sent=182242384 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.585812] TCP: my_cca: seq=49000 cwnd=39 rtt=415 bytes_acked=180053008 bytes_sent=182440760 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.588852] TCP: my_cca: seq=49100 cwnd=45 rtt=493 bytes_acked=180413560 bytes_sent=182798416 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.591859] TCP: my_cca: seq=49200 cwnd=50 rtt=489 bytes_acked=180765424 bytes_sent=183151728 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.594861] TCP: my_cca: seq=49300 cwnd=55 rtt=598 bytes_acked=181118736 bytes_sent=183529656 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.597671] TCP: my_cca: seq=49400 cwnd=59 rtt=497 bytes_acked=181448880 bytes_sent=183842424 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.600575] TCP: my_cca: seq=49500 cwnd=63 rtt=493 bytes_acked=181790608 bytes_sent=184184152 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.603513] TCP: my_cca: seq=49600 cwnd=66 rtt=522 bytes_acked=182138128 bytes_sent=184527328 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.606468] TCP: my_cca: seq=49700 cwnd=69 rtt=564 bytes_acked=182482752 bytes_sent=184903808 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.609752] TCP: my_cca: seq=49800 cwnd=71 rtt=678 bytes_acked=182872264 bytes_sent=185280288 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.612983] TCP: my_cca: seq=49900 cwnd=74 rtt=734 bytes_acked=183244400 bytes_sent=185655320 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.616284] TCP: my_cca: seq=50000 cwnd=76 rtt=863 bytes_acked=183633912 bytes_sent=186030352 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.619708] TCP: my_cca: seq=50100 cwnd=76 rtt=584 bytes_acked=184030664 bytes_sent=186466200 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.622318] TCP: my_cca: seq=50179 cwnd=77 rtt=364 bytes_acked=184343432 bytes_sent=186789104 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.622882] TCP: my_cca: seq=50197 cwnd=38 rtt=375 bytes_acked=184408592 bytes_sent=186841232 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.622981] TCP: my_cca: seq=50200 cwnd=38 rtt=308 bytes_acked=184420176 bytes_sent=186851368 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.626182] TCP: my_cca: seq=50300 cwnd=44 rtt=533 bytes_acked=184796656 bytes_sent=187246672 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.629327] TCP: my_cca: seq=50400 cwnd=49 rtt=506 bytes_acked=185167344 bytes_sent=187597088 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.632666] TCP: my_cca: seq=50500 cwnd=55 rtt=533 bytes_acked=185559752 bytes_sent=187998184 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.635876] TCP: my_cca: seq=50600 cwnd=59 rtt=318 bytes_acked=185937680 bytes_sent=188387696 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.639356] TCP: my_cca: seq=50700 cwnd=59 rtt=437 bytes_acked=186343120 bytes_sent=188781552 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.642517] TCP: my_cca: seq=50800 cwnd=63 rtt=534 bytes_acked=186713808 bytes_sent=189155136 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.645525] TCP: my_cca: seq=50900 cwnd=66 rtt=626 bytes_acked=187067120 bytes_sent=189528720 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.648760] TCP: my_cca: seq=51000 cwnd=70 rtt=601 bytes_acked=187450840 bytes_sent=189902304 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.652169] TCP: my_cca: seq=51100 cwnd=70 rtt=658 bytes_acked=187849040 bytes_sent=190314984 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.656025] TCP: my_cca: seq=51200 cwnd=72 rtt=495 bytes_acked=188303712 bytes_sent=190749384 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.658986] TCP: my_cca: seq=51300 cwnd=72 rtt=597 bytes_acked=188651232 bytes_sent=191122968 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.662030] TCP: my_cca: seq=51400 cwnd=72 rtt=458 bytes_acked=189010336 bytes_sent=191458904 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.665022] TCP: my_cca: seq=51500 cwnd=73 rtt=815 bytes_acked=189362200 bytes_sent=191813664 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.667905] TCP: my_cca: seq=51600 cwnd=73 rtt=522 bytes_acked=189701032 bytes_sent=192143808 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.670864] TCP: my_cca: seq=51700 cwnd=73 rtt=470 bytes_acked=190050000 bytes_sent=192498568 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.673648] TCP: my_cca: seq=51800 cwnd=73 rtt=449 bytes_acked=190380144 bytes_sent=192828712 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.676631] TCP: my_cca: seq=51900 cwnd=73 rtt=775 bytes_acked=190726216 bytes_sent=193183472 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.678753] TCP: my_cca: seq=51957 cwnd=74 rtt=793 bytes_acked=190976720 bytes_sent=193442664 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.679017] TCP: my_cca: seq=51966 cwnd=37 rtt=178 bytes_acked=191008576 bytes_sent=193454248 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.680210] TCP: my_cca: seq=52000 cwnd=37 rtt=246 bytes_acked=191131656 bytes_sent=193619320 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.682950] TCP: my_cca: seq=52100 cwnd=42 rtt=475 bytes_acked=191454560 bytes_sent=193940776 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.686046] TCP: my_cca: seq=52200 cwnd=48 rtt=446 bytes_acked=191819456 bytes_sent=194314360 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.689211] TCP: my_cca: seq=52300 cwnd=51 rtt=313 bytes_acked=192162632 bytes_sent=194661880 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.692461] TCP: my_cca: seq=52400 cwnd=55 rtt=650 bytes_acked=192537664 bytes_sent=195055736 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.695539] TCP: my_cca: seq=52500 cwnd=60 rtt=516 bytes_acked=192906904 bytes_sent=195401808 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.698310] TCP: my_cca: seq=52600 cwnd=63 rtt=637 bytes_acked=193232704 bytes_sent=195746432 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.701378] TCP: my_cca: seq=52700 cwnd=67 rtt=508 bytes_acked=193593256 bytes_sent=196091056 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.704381] TCP: my_cca: seq=52800 cwnd=70 rtt=616 bytes_acked=193948016 bytes_sent=196466088 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.707229] TCP: my_cca: seq=52900 cwnd=71 rtt=505 bytes_acked=194282504 bytes_sent=196777408 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.710354] TCP: my_cca: seq=53000 cwnd=71 rtt=776 bytes_acked=194650296 bytes_sent=197153888 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.713358] TCP: my_cca: seq=53094 cwnd=71 rtt=588 bytes_acked=195002160 bytes_sent=197540504 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.713558] TCP: my_cca: seq=53100 cwnd=35 rtt=467 bytes_acked=195026776 bytes_sent=197560776 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.713815] TCP: my_cca: seq=53108 cwnd=35 rtt=332 bytes_acked=195055736 bytes_sent=197591184 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.716548] TCP: my_cca: seq=53200 cwnd=41 rtt=485 bytes_acked=195380088 bytes_sent=197914088 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.719445] TCP: my_cca: seq=53300 cwnd=46 rtt=412 bytes_acked=195720368 bytes_sent=198273192 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.722893] TCP: my_cca: seq=53400 cwnd=51 rtt=511 bytes_acked=196120016 bytes_sent=198661256 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.725994] TCP: my_cca: seq=53500 cwnd=55 rtt=499 bytes_acked=196486360 bytes_sent=199030496 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.728790] TCP: my_cca: seq=53600 cwnd=59 rtt=651 bytes_acked=196816504 bytes_sent=199378016 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.732162] TCP: my_cca: seq=53700 cwnd=61 rtt=452 bytes_acked=197211808 bytes_sent=199758840 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.735069] TCP: my_cca: seq=53800 cwnd=64 rtt=586 bytes_acked=197554984 bytes_sent=200126632 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.738093] TCP: my_cca: seq=53900 cwnd=68 rtt=672 bytes_acked=197911192 bytes_sent=200466912 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.741445] TCP: my_cca: seq=54000 cwnd=71 rtt=603 bytes_acked=198303600 bytes_sent=200883936 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.744545] TCP: my_cca: seq=54100 cwnd=71 rtt=538 bytes_acked=198669944 bytes_sent=201214080 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.744607] TCP: my_cca: seq=54102 cwnd=71 rtt=600 bytes_acked=198675736 bytes_sent=201315440 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.745021] TCP: my_cca: seq=54113 cwnd=35 rtt=329 bytes_acked=198726416 bytes_sent=201355984 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.747763] TCP: my_cca: seq=54200 cwnd=40 rtt=297 bytes_acked=199047872 bytes_sent=201680336 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.750743] TCP: my_cca: seq=54300 cwnd=46 rtt=477 bytes_acked=199398288 bytes_sent=202048128 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.754369] TCP: my_cca: seq=54400 cwnd=51 rtt=430 bytes_acked=199812416 bytes_sent=202463704 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.765379] TCP: my_cca: seq=54700 cwnd=63 rtt=629 bytes_acked=201108376 bytes_sent=203778488 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.769636] TCP: my_cca: seq=54800 cwnd=68 rtt=525 bytes_acked=201594904 bytes_sent=204241848 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.773577] TCP: my_cca: seq=54900 cwnd=72 rtt=769 bytes_acked=202058264 bytes_sent=204719688 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.776836] TCP: my_cca: seq=55000 cwnd=72 rtt=486 bytes_acked=202441984 bytes_sent=205091824 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.778689] TCP: my_cca: seq=55058 cwnd=72 rtt=585 bytes_acked=202660632 bytes_sent=205404592 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.779129] TCP: my_cca: seq=55073 cwnd=36 rtt=331 bytes_acked=202712760 bytes_sent=205450928 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.779892] TCP: my_cca: seq=55100 cwnd=37 rtt=429 bytes_acked=202799640 bytes_sent=205549392 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.782845] TCP: my_cca: seq=55200 cwnd=43 rtt=355 bytes_acked=203150056 bytes_sent=205886776 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.785822] TCP: my_cca: seq=55300 cwnd=48 rtt=560 bytes_acked=203499024 bytes_sent=206261808 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.788889] TCP: my_cca: seq=55400 cwnd=53 rtt=295 bytes_acked=203856680 bytes_sent=206616568 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.791805] TCP: my_cca: seq=55500 cwnd=57 rtt=467 bytes_acked=204202752 bytes_sent=206956848 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.794807] TCP: my_cca: seq=55600 cwnd=61 rtt=524 bytes_acked=204553168 bytes_sent=207305816 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.798541] TCP: my_cca: seq=55700 cwnd=65 rtt=369 bytes_acked=204910824 bytes_sent=207630168 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.801585] TCP: my_cca: seq=55800 cwnd=65 rtt=427 bytes_acked=205269928 bytes_sent=208019680 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.804642] TCP: my_cca: seq=55900 cwnd=67 rtt=608 bytes_acked=205629032 bytes_sent=208393264 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.807630] TCP: my_cca: seq=56000 cwnd=69 rtt=465 bytes_acked=205980896 bytes_sent=208739336 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.810661] TCP: my_cca: seq=56100 cwnd=71 rtt=616 bytes_acked=206337104 bytes_sent=209114368 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.813705] TCP: my_cca: seq=56200 cwnd=72 rtt=485 bytes_acked=206694760 bytes_sent=209451752 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.816596] TCP: my_cca: seq=56300 cwnd=72 rtt=737 bytes_acked=207035040 bytes_sent=209805064 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.819884] TCP: my_cca: seq=56400 cwnd=74 rtt=492 bytes_acked=207421656 bytes_sent=210174304 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.821205] TCP: my_cca: seq=56444 cwnd=75 rtt=497 bytes_acked=207578040 bytes_sent=210421912 phase=loss_recovery Destination: 192.168.88.253:44632
[434359.821648] TCP: my_cca: seq=56455 cwnd=37 rtt=306 bytes_acked=207628720 bytes_sent=210471144 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.823074] TCP: my_cca: seq=56500 cwnd=40 rtt=391 bytes_acked=207798136 bytes_sent=210649248 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.826128] TCP: my_cca: seq=56600 cwnd=45 rtt=482 bytes_acked=208157240 bytes_sent=211005456 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.829038] TCP: my_cca: seq=56700 cwnd=50 rtt=424 bytes_acked=208498968 bytes_sent=211355872 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.832027] TCP: my_cca: seq=56800 cwnd=55 rtt=557 bytes_acked=208850832 bytes_sent=211723664 phase=congestion_avoidance Destination: 192.168.88.253:44632
[434359.835021] TCP: my_cca: seq=56900 cwnd=59 rtt=627 bytes_acked=209204144 bytes_sent=212072632 phase=congestion_avoidance Destination: 192.168.88.253:44632
